text_id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
mozambique_3_00037,Mineiros moçambicanos não confiam nos passaportes biométricos,0,0,0,0,0,0
mozambique_3_00038,Seis policias detidos por extorsão em Manica,0,0,0,0,0,0
mozambique_3_00039,"MDM suspeita de ""perseguição política"" ataque contra seu membro na Zambézia",0,0,0,0,0,0
mozambique_3_00040,Juiz do Tribunal Supremo de Moçambique pede protecção mais sofisticada para magistrados e familiares,0,0,2,0,0,0
mozambique_3_00041,Líderes do G7 anunciam nesta sexta-feira doação de mais de mil milhões de doses de vacinas,0,0,0,3,0,0
mozambique_3_00042,Liberdade de expressão sob risco após Venezuela tirar CNN em espanhol do ar,0,0,0,0,0,0
mozambique_3_00043,E se um ataque de drones atingisse Watertown?,0,0,0,0,0,0
mozambique_3_00044,Governo moçambicano afrouxa medidas para facilitar circulação e serviços,0,0,0,0,0,0
mozambique_3_00045,Netizen Report: Temor de ‘Fake News’ faz legisladores de França e Brasil querer limitar liberdade de expressão antes das eleições,0,0,0,0,0,0
mozambique_3_00046,"Morreu José Mário Branco, referência da canção portuguesa e da luta anti-fascista",0,0,0,0,3,0
mozambique_3_00047,"Inconformado, Manuel de Araújo deixa liderança do Município de Quelimane",0,0,0,0,2,0
mozambique_3_00048,Fundo Global denuncia corrupção na gestão de financiamentos a Angola,0,0,0,0,0,0
mozambique_3_00049,Governo moçambicano cria agência anti-doping,0,0,0,1,0,0
mozambique_3_00050,Um terceiro paciente com HIV parece ter sido curado de AIDS,0,0,0,0,0,2
mozambique_3_00051,A minha verdade: a dor de ser silenciado em Cuba,0,0,0,0,0,0
mozambique_3_00052,Encontradas tumbas de crianças da elite do Império Inca de 500 anos no Peru,0,0,0,0,0,2
mozambique_3_00053,Ladrão rouba cartola de mágico com coelho dentro,0,0,0,0,0,2
mozambique_3_00054,Dilma e Lula ausentes na abertura dos Jogos Olímpicos,0,0,0,0,0,0
mozambique_3_00055,Barack Obama e Raul Castro anunciam mudanças nas relações entre os dois países,0,0,0,0,0,0
mozambique_3_00056,Moçambique: Vida de Samora Machel em banda desenhada,0,0,0,2,0,0
mozambique_3_00057,Nova lei na Uganda prevê pena de prisão para homossexuais,0,0,0,0,0,0
mozambique_3_00058,Governo moçambicano aumenta preço do pão só em 2017,0,0,0,0,0,0
mozambique_3_00059,Covid19: Aumenta pressão para Presidente moçambicano decretar estado de emergência,0,0,0,0,0,0
mozambique_3_00060,Palmas elege primeiro estrangeiro a governar uma capital brasileira,0,0,0,0,0,2
mozambique_3_00061,"Do sofrimento para as estrelas: para estas crianças latino-americanas, o lixo não ficará no caminho da música",0,0,0,0,0,0
mozambique_3_00062,A reação mais desesperada ao bloqueio da COVID-19 na China: “Somos a última geração.”,0,0,0,0,0,0
mozambique_3_00063,Dirigente condenado por corrupção em Moçambique volta a ocupar antigo cargo após sair da prisão,0,0,0,0,0,0
mozambique_3_00064,Músicas de protesto poderosas no Quênia e África do Sul,0,0,0,0,0,0
mozambique_3_00065,"Líbia: Número de mortos aumenta para 6.000, EUA estuda intervenção",0,0,0,0,3,0
mozambique_3_00066,Governador de Cabo Delgado cria grupos de vigilância para enfrentar ataques,0,0,0,0,0,0
mozambique_3_00067,O regresso de Luís Bernardo Honwana,0,0,0,0,0,0
mozambique_3_00068,Despenha-se no Pacífico a sonda russa que falhou missão a Marte,0,0,0,0,0,2
mozambique_3_00069,Mega-Sena e Lotofácil podem pagar prêmios milionários neste sábado,0,0,0,0,0,2
mozambique_3_00070,Resultados dos exames a bebida que matou 73 pessoas em Tete anunciados esta sexta-feira,0,0,0,0,3,0
mozambique_3_00071,MDM reunido com secretário-geral na mira,0,0,0,0,0,0
mozambique_3_00072,Morador dos EUA comprou 20 bilhetes de loteria e ganhou 20 vezes,0,0,0,0,0,2
mozambique_3_00073,Actor Will Smith renuncia à Academia de Hollywood,0,0,0,0,2,0
mozambique_3_00074,Cabo da Polícia Militar é o primeiro condenado pelos “Crimes de Maio”,0,0,0,1,0,0
mozambique_3_00075,Moçambique colaborou com a África do Sul para a prisão de cidadãos com dinheiro vivo,0,0,0,0,0,0
mozambique_3_00076,"Moçambique: Depreciação do metical é excessiva, diz FMI",0,0,0,0,0,0
mozambique_3_00077,COVID-19: Nyusi ameaça tomar medidas mais duras contra o coronavirus,0,0,2,0,0,0
mozambique_3_00078,Mundial 2014: Governo aposta na hospitalidade brasileira para compensar falhas,0,0,0,0,0,0
mozambique_3_00079,ANP anuncia descoberta de campo que pode ser o terceiro maior do mundo,0,0,0,0,0,2
mozambique_3_00080,A vida em uma colônia para leprosos em Myanmar,0,0,0,0,0,0
mozambique_3_00081,Kim Kardashian é roubada com 10 milhões de euros,0,0,0,0,0,2
mozambique_3_00082,Nyusi confirmado vencedor das eleições presidenciais,0,0,0,0,0,0
mozambique_3_00083,De #BlackLivesMatter até #VidasNegrasImportam: um apelo contra o legado colonial da violência policial,0,0,0,0,0,0
mozambique_3_00084,"Trending: Lakers conquistam 17º título, LeBron é MVP 2020",0,0,0,3,0,0
mozambique_3_00085,Croácia: A “Feral Tribune” fecha as portas,0,0,0,0,0,0
mozambique_3_00086,Juiz determina paragem nos jogos da Copa em que a temperatura atingir os 32 graus,0,0,0,0,0,0
mozambique_3_00087,Mega-Sena acumulada sorteia hoje prêmio de R$ 100 milhões,0,0,0,0,0,2
mozambique_3_00088,EUA cancelam viagem de Blinken à China após misterioso balão sobre Montana,0,0,0,0,0,2
mozambique_3_00089,Tribunal moçambicano condena autor material do assassinato de procurador,0,0,0,0,0,0
mozambique_3_00090,Comércio informal sustenta jovens de Nampula,0,0,0,0,0,0
mozambique_3_00091,Mexicanos exigem regresso em segurança dos estudantes desaparecidos,0,0,0,0,0,0
mozambique_3_00092,Novo estudo da OMS revela que uma em três mulheres sofre violência física ou sexual,0,0,0,0,0,0
mozambique_3_00093,"Timor-Leste quer fazer exploração ""onshore"" no país com parceiros da CPLP",0,0,0,0,0,0
mozambique_3_00094,Jornal desaparece das bancas depois de denunciar um caso de corrupção em Moçambique,0,2,0,0,0,0
mozambique_3_00095,"Economia Mundial: Mulheres a Braços com a Pobreza, o Trabalho e as Dívidas",0,0,0,0,2,0
mozambique_3_00096,Presidente de Moçambique volta a apelar à união,0,0,0,1,0,0
mozambique_3_00097,Maputo acolhe Conferência Mundial pela Paz,0,0,0,2,0,0
mozambique_3_00098,Medo e controle em Angola: A Central 7311,0,0,3,0,0,0
mozambique_3_00099,Nampula sem luz há 18 dias,0,0,0,0,0,0
mozambique_3_00100,Festival de Mariscos atrai atenções em Vilanculos,0,0,0,1,0,0
mozambique_3_00101,Moçambique: Buracos na estrada criam novas oportunidades para pobres,0,0,0,0,0,0
mozambique_3_00102,Ataque de homens armados provoca morte de um bebé em Gorongosa,0,0,0,0,0,0
mozambique_3_00103,Médica que admitiu caso positivo do novo coronavírus detida em Benguela,0,0,0,0,0,0
mozambique_3_00104,Olimpíadas de Tóquio 2020 entram para a história por ter mais atletas que se declaram LGBTQIA,0,0,0,0,0,2
mozambique_3_00105,As mudanças climáticas continuaram a mostrar a sua face horrenda em 2015,0,0,0,0,0,0
mozambique_3_00106,Mídia: Kim Jong-un será substituído por sua irmã,0,0,0,0,0,2
mozambique_3_00107,Nampula: Familiares dos amotinados criticam serviços prisionais,0,0,0,0,0,0
mozambique_3_00108,Comércio entre França e Moçambique pode atingir 600 milhões de euros,0,0,0,2,0,0
mozambique_3_00109,Media e estereótipos raciais na perspectiva de afrodescendentes nascidas em Lisboa,0,0,0,0,0,0
mozambique_3_00110,Mali vive pior crise desde independência,0,0,0,0,2,0
mozambique_3_00111,Líbano: Blogosfera movimentada após ataque israelense à flotilha de Gaza,0,0,0,0,0,0
mozambique_3_00112,"Nyusi receou que ""os camaradas"" o impedissem de se encontrar com Dhlakama",0,0,0,0,0,0
mozambique_3_00113,Geólogos chineses descobrem substância orgânica em meteorito de Marte,0,0,0,0,0,2
mozambique_3_00114,Moçambique: Fotos de Bicicletas Táxi em Quelimane,0,0,0,0,0,0
mozambique_3_00115,Fundação Wikimedia acusa NSA por seu programa de vigilância em massa,0,0,0,0,0,2
mozambique_3_00116,Moçambique: Polícias suspeitos de corrupção na Ponta de Ouro,0,0,0,0,0,0
mozambique_3_00117,"Em vídeo do YouTube, mães expõem terrível situação em hospital infantil da Venezuela",0,0,0,0,2,0
mozambique_3_00118,Estado de emergência entra em vigor no domingo em Cabo Verde,0,0,2,0,0,0
mozambique_3_00119,Corrupção ameaça instituições moçambicanas de justiça,0,0,2,0,0,0
mozambique_3_00120,OMS tenta desvendar mistério de bactéria em São Tomé e Príncipe,0,0,0,0,0,0
mozambique_3_00121,NASA anuncia o descobrimento do planeta habitável,0,0,0,0,0,2
mozambique_3_00122,Moçambique alerta contra clonagem de cartões ATM,0,0,2,0,0,0
mozambique_3_00123,"Trending: Jeff Bezos, o mais rico do mundo, fez 13 biliões de dólares em um dia!",0,0,0,0,0,0
mozambique_3_00124,Mantém-se o clima de tensão política em São Tomé e Príncipe a dois dias da segunda volta das presidenciais,0,0,0,0,0,0
mozambique_3_00125,Meghan Markle revela ter tido aborto espontâneo,0,0,0,0,2,0
mozambique_3_00126,Assentamento mais antigo do mundo pode estar sendo descoberto na Turquia,0,0,0,0,0,2
mozambique_3_00127,Das ruas de Maputo para os vídeos de Beyoncé,0,0,0,2,0,0
mozambique_3_00128,Violência doméstica preocupa diversos sectores em Moçambique,0,0,0,0,0,0
mozambique_3_00129,"No Rio de Janeiro, favela ao lado do estádio do Maracanã sofre com remoções para as Olimpíadas de 2016",0,0,0,0,0,0
mozambique_3_00130,Covid19: Sistemas sanitários precários colocam países africanos em alerta,0,0,0,0,2,0
mozambique_3_00131,Presidente sul-africano apela à calma e ao fim da violência xenófoba,0,0,0,0,0,0
mozambique_3_00132,Moçambique: continua a saga de assassinatos por esclarecer,0,0,0,0,0,0
mozambique_3_00133,Sociedade civil moçambicana manifesta-se “Pelo direito à esperança”,0,0,0,0,0,0
mozambique_3_00134,Canadá: O “desaparecimento” de mulheres indígenas,0,0,0,0,3,0
mozambique_3_00135,Índia: Blogueiro é silenciado por emissora de TV,0,0,0,0,0,0
mozambique_3_00136,Rainha Elizabeth torna Bill Gates cavaleiro,0,0,0,0,0,2
mozambique_3_00137,Moçambicanos necessitam de passaporte biométrico para entrar na África do Sul,0,0,0,0,0,0
mozambique_3_00138,Angola desce no índice da Freedom House,0,0,0,0,0,2
mozambique_3_00139,Neymar ansioso por ver um atleta no Rio,0,0,0,0,0,0
mozambique_3_00140,"Gastos da Feira Internacional de Maputo podem não ser sustentáveis, dizem analistas",0,0,0,0,0,0
mozambique_3_00141,Perdido na tradução: Por que o Google Tradutor costuma errar com o iorubá e outros idiomas,0,0,0,0,0,0
mozambique_3_00142,Vulcão Calbuco entra em erupção no Chile depois de 43 anos,0,0,0,0,0,2
mozambique_3_00143,"BM congratula-se com responsabilização financeira dos gestores envolvidos do caso das ""dívidas ocultas""",0,0,0,0,0,0
mozambique_3_00144,"Efeito do desmatamento crescente no Brasil, incêndios na Amazônia se tornam crise mundial",0,0,0,0,0,0
mozambique_3_00145,"Reino Unido investiga bancos que concederam ""empréstimos secretos"" a Moçambique",0,0,2,0,0,0
mozambique_3_00146,"No Peru, jovens indígenas cantam rap contra a violência sexual",0,0,0,0,0,0
mozambique_3_00147,Por que tantos ativistas ambientais estão sendo assassinados?,0,0,0,0,0,0
mozambique_3_00148,Trump ataca livro de seu ex-assessor Bolton,0,0,0,0,0,2
mozambique_3_00149,Bebidas energéticas atacam esmaltes dos dentes,0,0,0,0,0,2
mozambique_3_00150,Recusada liberdade provisória a Manuel Chang,0,0,0,0,0,0
mozambique_3_00151,Final de campeonato Sul-Americano de futebol termina com violência,0,0,0,0,0,0
mozambique_3_00152,Neve em Lisboa depois de 50 anos,0,0,0,0,0,2
mozambique_3_00153,Polícia italiana investiga grandes clubes de futebol por suspeita de evasão fiscal,0,0,0,0,0,0
mozambique_3_00154,Moçambique julga o maior escândalo financeiro da sua história,0,0,0,0,0,0
mozambique_3_00155,"Da simpatia à ""exploração"" da comida",0,0,0,0,0,0
mozambique_3_00156,Mais de 29 mil pessoas passam fome em Manica,0,0,0,0,2,0
mozambique_3_00157,Venâncio Mondlane fora das “Autárquicas” em Moçambique,0,0,0,0,2,0
mozambique_3_00158,Moçambique: Dádiva de 688 milhões para orçamento de 2012,0,0,0,0,0,0
mozambique_3_00159,Moçambique: Rapper Azagaia aguarda julgamento em liberdade,0,0,0,0,2,0
mozambique_3_00160,Nadadora Ana Marcela Cunha conquista ouro para o Brasil em Tóquio,0,0,0,0,0,2
mozambique_3_00161,Messi em tribunal por fraude fiscal em Barcelona,0,0,0,0,0,0
mozambique_3_00162,Situação caótica na fronteira entre Moçambique e a África do Sul,0,0,0,0,0,0
mozambique_3_00163,Governo e Renamo preparam negociações sem mediadores,0,0,0,2,0,0
mozambique_3_00164,Wikinotícias em português ultrapassa Wikinotícias em espanhol,0,0,0,0,0,2
mozambique_3_00165,Morre o presidente Hugo Chávez,0,0,0,0,0,2
mozambique_3_00166,Por quê o governo do Senegal gosta de protestos anti-homossexuais,0,0,0,0,0,0
mozambique_3_00167,A mentalidade suicida na iminência da guerra no nordeste da Ásia,0,0,3,0,0,0
mozambique_3_00168,"Riqueza faunística moçambicana está a saque, dizem analistas",0,0,0,0,0,0
mozambique_3_00169,Queda provoca fratura no pulso do Papa Bento XVI,0,0,0,0,0,2
mozambique_3_00170,Libéria: Projeto de Lei “Mate os Gays” se Espalha,0,2,0,0,0,0
mozambique_3_00171,Entenda o projeto que pode virar lei e cria “caça às bruxas” aos professores de todo Brasil,0,0,0,0,0,0
mozambique_3_00172,Autoridades de Moçambique acusam jornalistas que investigam caça ilegal,0,0,0,0,0,0
mozambique_3_00173,"Tribunal britânico retoma caso ""dívidas ocultas""",0,0,0,2,0,0
mozambique_3_00174,Mentalidade Afro Moda quer corrigir injustiças nos eventos em Angola,0,0,0,0,0,0
mozambique_3_00175,"Futebol: Rodri, o melhor do mundo",0,0,0,0,0,2
mozambique_3_00176,Chan Hol 3: o esqueleto desfigurado de 10 mil anos,0,0,0,0,0,2
mozambique_3_00177,Alice Mabota é candidata presidencial em Moçambique,0,0,0,0,0,0
mozambique_3_00178,"Governo de Cabo Verde suspende voos da Europa, EUA, Brasil, Nigéria e Senegal",0,0,0,0,0,0
mozambique_3_00179,Presidente do Supremo Tribunal Federal critica vaias a Dilma Roussef,0,0,0,0,0,0
mozambique_3_00180,"Na Jamaica, paciente zero da varíola dos macacos foge da quarentena estadual",0,0,0,0,0,0
mozambique_3_00181,Moçambique/Brasil: Críticas à “Diplomacia do Etanol”,0,0,0,0,0,0
mozambique_3_00182,Moçambique: Ataque a comboio fere maquinista em Sofala,0,0,0,0,0,0
mozambique_3_00183,Projetos independentes de ecologia solidária florescem em Porto Rico,0,0,0,2,0,0
mozambique_3_00184,"""Não há desculpas para não se vacinar"", diz Biden ante expansão da Covid-19 no país",0,0,0,0,0,0
mozambique_3_00185,Quênia: O Iminente Conflito de Classes,0,0,0,0,0,0
mozambique_3_00186,Guiné-Bissau: Caldeirão de sentimentos após assassinato duplo,0,0,0,0,2,0
mozambique_3_00187,"Enquanto alguns brasileiros tentaram ensinar aos alemães sobre o nazismo, outros se desculparam envergonhados",0,0,0,0,0,0
mozambique_3_00188,"No Paraguai, pobreza cria um ciclo de mulheres que cuidam dos filhos de outras mulheres",0,0,0,0,1,0
mozambique_3_00189,Para breve fim do monopólio da LAM,0,0,0,0,0,0
mozambique_3_00190,FUNAI anuncia descoberta de nova tribo no Acre,0,0,0,0,0,2
mozambique_3_00191,Notário suspende reconhecimento de assinaturas dos apoiantes de Dhlakama,0,0,0,0,0,0
mozambique_3_00192,"Meio ambiente: 14 elefantes assassinados em Amboseli, Quênia",0,0,0,0,0,0
mozambique_3_00193,Acordo de 20 bilhões de dólares entre China e Guiné gera preocupações,0,0,2,0,0,0
mozambique_3_00194,África: Pintando retratos culturais com rádio e vídeo remixados,0,0,0,0,0,0
mozambique_3_00195,"Ondas e ventos de sacolas plásticas atingem a Península de Paraguaná, Venezuela",0,0,0,0,2,0
mozambique_3_00196,"Em centro de isolamento para repatriados em Angola, falta triagem, espaço, e até papel higiênico",0,0,0,0,0,0
mozambique_3_00197,Tribunal italiano decidirá se Jesus Cristo existiu,0,0,0,0,0,2
mozambique_3_00198,México: Um discurso presidencial tardio e insatisfatório,0,0,0,0,0,0
mozambique_3_00199,China: Apelos Para Livrar Ativista Cego São Recebidos Com Violência,0,3,0,0,0,0
mozambique_3_00200,"No Brasil, 30 milhões de pessoas vivem em ‘quase desertos’ de notícias",0,0,0,0,0,0
mozambique_3_00201,Moçambique: Avicultores de Boane em dificuldades após vendaval,0,0,0,0,1,0
mozambique_3_00202,Rinoceronte congelado pelo permafrost há 50 mil anos é descoberto na Rússia,0,0,0,0,0,2
mozambique_3_00203,Governo quer excluir dívida da Proindicus da responsabilidade do Estado,0,0,0,0,0,0
mozambique_3_00204,“Pornô de revanche” leva a morte trágica de duas garotas no Brasil,0,0,0,0,2,0
mozambique_3_00205,Inep vai corrigir prova de candidato que esquecer frase do caderno do Enem,0,0,0,0,0,2
mozambique_3_00206,Projeto de fotomontagem incentiva mexicanos a recordar a impunidade dos crimes no país,0,0,0,0,0,0
mozambique_3_00207,Projeto de Lei Estadunidense pode Ameaçar a Internet Mundial,0,0,2,0,0,0
mozambique_3_00208,Moçambique: Delegação de Erdogan poderá pressionar medidas contra escolas turcas,2,0,0,0,0,0
mozambique_3_00209,Governo vai introduzir combustível menos poluente em Moçambique,0,0,0,2,0,0
mozambique_3_00210,Migrantes venezuelanos enfrentam preconceito e burocracia no Norte do Brasil,0,0,0,0,3,0
mozambique_3_00211,"Autoridades moçambicanas detêm suspeito envenenador de Phombe, em Chitima",0,0,0,1,0,0
mozambique_3_00212,Moçambique: Seis mil somalis e etíopes abandonam campo de refugiados,0,0,0,0,0,0
mozambique_3_00213,NBA anunciou a nova NBA África,0,0,0,2,0,0
mozambique_3_00214,Juiz sul-africano legaliza prisão de Manuel Chang,0,0,0,2,0,0
mozambique_3_00215,Julgamento em Moçambique desencadeia vaga de solidariedade,0,0,0,0,0,0
mozambique_3_00216,Estados Unidos atacam base de milícia apoiada pelo Irão na fronteira entre a Síria e o Iraque,0,0,0,0,0,0
mozambique_3_00217,"Moçambique: Profissionais médicos encerram greve, sem sucesso",0,0,0,0,0,0
mozambique_3_00218,Lojas de moçambicanos atacadas na África do Sul,0,0,0,0,0,0
mozambique_3_00219,"Moçambique pode vir a ter ""autocarros-escolas""",0,0,0,2,0,0
mozambique_3_00220,Moçambicana Isabel Novela concorre a melhor artista africana nos SAMA,0,0,0,2,0,0
mozambique_3_00221,Uruguai afasta Itália do Mundial e Suárez volta a morder,0,0,0,0,0,0
mozambique_3_00222,"Em Moçambique, Presidente acusa imprensa de ‘agir em vantagem dos terroristas’ em Cabo Delgado",0,0,0,0,0,0
mozambique_3_00223,COVID-19: Suspeita de fraude sobre 30 biliões de dólares do pacote de ajuda da África do Sul,0,0,0,0,0,0
mozambique_3_00224,‘Luanda Leaks': mulher mais rica de África acusada de corrupção e enriquecimento ilícito,0,0,0,0,0,0
mozambique_3_00225,Brasil: Cinco projetos de lei que ameaçam a Amazônia podem voltar à pauta no legislativo em 2015,0,0,0,0,0,0
mozambique_3_00226,"Decisão judicial muda termo, mas continua favorecendo a intolerância às religiões afro-brasileiras",0,0,0,0,0,0
mozambique_3_00227,"Medicamentos doados vão para negócios privados, denúncia líder sindical angolano",0,2,0,0,0,0
mozambique_3_00228,Moçambique: Líder da Renamo escapa ileso a um ataque à comitiva em que seguia,0,0,0,0,0,0
mozambique_3_00229,Guiné Bissau: Ditadura do Consenso e a Tentação de Aly pela Denúncia,0,0,0,0,0,0
mozambique_3_00230,Guiné-Bissau: Blogger Preso e Espancado Depois de Golpe de Estado,0,0,0,0,0,0
mozambique_3_00231,COVID-19: FMI aprova 309 milhões de dólares para Moçambique combater a pandemia,0,0,0,3,0,0
mozambique_3_00232,Moçambique teria tentado expulsar jornalista estrangeiro após revogar sua acreditação,2,0,0,0,0,0
mozambique_3_00233,"Netizen Report: Em meio a ataques no WhatsApp, ativistas processam empresa israelense criadora de software espião",2,0,0,0,0,0
mozambique_3_00234,"Acusado de Molestar Crianças, Diplomata Iraniano Deixa o Brasil",0,2,0,0,0,0
mozambique_3_00235,Manchester City conquista Liga Inglesa,0,0,0,2,0,0
mozambique_3_00236,Costa do Marfim:3 Jornalistas Presos por Publicarem Documentos Secretos,0,0,0,0,0,0
mozambique_3_00237,"COVID-19: ""Alô Vida"", linha telefónica em Moçambique tira dúvidas sobre doença",0,0,0,0,0,0
mozambique_3_00238,Comissão Nacional de Eleições confirma vitória de Paulo Vanhale em Nampula,0,0,0,0,0,0
mozambique_3_00239,Bunker alemão da Segunda Guerra é encontrado por acaso na Bélgica,0,0,0,0,0,2
mozambique_3_00240,As mulheres guatemaltecas cantam sem medo contra o feminicídio,0,0,0,0,0,0
mozambique_3_00241,Cabo Verde: Contar Histórias e Fomentar a Escrita Criativa,0,0,0,0,0,0
mozambique_3_00242,Mulher de 102 anos posa nua para calendário de time de futebol,0,0,0,0,0,2
mozambique_3_00243,"Vozes começam a defender a legalização da ""suruma"" em Moçambique",0,0,0,0,3,0
mozambique_3_00244,Governo de Moçambique quer criminalizar mensagens telefónicas e publicações “insultuosas” na Internet,0,0,0,0,0,0
mozambique_3_00245,"Envenenamento ilegal da vida selvagem prejudica biodiversidade nos Bálcãs, mas apenas 1% dos casos chegam ao tribunal",0,0,0,0,0,0
mozambique_3_00246,Conselho de Direitos Humanos da ONU vai debater violações relacionadas com a Covid-19,0,0,0,0,0,0
mozambique_3_00247,Moçambique: Competência de nova Governadora posta em causa por machismo,0,0,0,0,0,0
mozambique_3_00248,Netizen Report: Investigadores revelam spyware em telefones de 60 países,0,0,0,0,0,0
mozambique_3_00249,Moçambique: Doadores exigem relatorio sobre gastos na saúde,0,0,0,0,0,0
mozambique_3_00250,Madagáscar: blogueiros malgaxes na França criticam política de imigração de Sarkozys,1,0,0,0,0,0
mozambique_3_00251,México: Imagens da Marcha contra a Violência,0,0,0,0,0,0
mozambique_3_00252,"Dançar com a Copa... tem samba, forró, axé e sertanejo",0,0,0,1,0,0
mozambique_3_00253,"Moçambique, pior lusófono no Índice de Desenvolvimento Humano",0,0,0,0,2,0
mozambique_3_00254,Moçambique pode ter a dívida pública mais alta da África Subsariana,0,0,0,0,0,0
mozambique_3_00255,Quatro mortos em novos ataques no norte de Moçambique,0,0,0,0,2,0
mozambique_3_00256,Amar não é matar: Uma campanha contra o femicídio na Colômbia,0,0,0,0,0,0
mozambique_3_00257,Neymar castigado mas sem prémio,0,0,0,0,1,0
mozambique_3_00258,Madagáscar: e se 75% das cidades fossem privadas de electricidade de propósito?,0,0,0,0,0,0
mozambique_3_00259,Quarta-feira Vermelha: onda de protestos no Benim,0,0,0,0,0,0
mozambique_3_00260,Centenas de chilenos contra programa de TV que retrata a ditadura Pinochet,0,2,0,0,0,0
mozambique_3_00261,Moçambique é o PALOP com mais mortes de COVID-19 mas Angola tem maior percentagem de mortalidade,0,0,0,0,3,0
mozambique_3_00262,Presidente do Município de Quelimane acusa Polícia de furar pneus da sua viatura,0,2,0,0,0,0
mozambique_3_00263,Laos: Festival da Corrida de Barcos,0,0,0,0,0,0
mozambique_3_00264,Desnutrição crónica em crianças continua alta em Moçambique,0,0,0,0,2,0
mozambique_3_00265,Jovem poeta moçambicano trabalha para lançar seu primeiro livro,0,0,0,1,0,0
mozambique_3_00266,Governo e Renamo acusam-se mutuamente do fracasso do diálogo nacional,0,0,0,0,0,0
mozambique_3_00267,"Segundo o jornalista Ivan Georgiev, o combate às informações falsas na Bulgária praticamente não existe",0,0,0,0,0,0
mozambique_3_00268,Asteroide do tamanho de um arranha-céu passará perto da Terra,0,0,0,0,0,2
mozambique_3_00269,Geneticistas produzem camundongos assassinos ativados por laser,0,0,0,0,0,2
