text_id,text,Disgust,Sadness,Anger,Surprise,Joy,Fear
swahili_A1_00057,@ianmbunde @anj_116_ Tena kwa sana,0,0,0,0,0,0
swahili_A1_00058,Acha nichukue hio screenshot itacome in handy siku moja but for now siwezi rt,0,0,0,0,0,0
swahili_A1_00059,Hii project inanikula kichwa sana mmoja ako Mombasa(kiongozi wetu) mwingine nasikia alishikiwa Uganda💔💀 mm ni joker😂 mwingine anajitayarisha kuwa mca 2027😂💔,0,0,2,0,0,0
swahili_A1_00060,Unapita sehemu ukiteleza ninja zinadhani we ni tajiri,0,0,0,0,0,0
swahili_A1_00061,Kama mtu anapewa akuje upper westlands nitamhost 2 nights hyaaa 😂😂😂,0,0,0,2,0,0
swahili_A1_00062,@Ex_Virgin hahaha poa wewe afadhali mimi nilichange yangu kabla watu most kunijua,0,0,0,0,0,0
swahili_A1_00063,@Zed_shantall Usikose kufika kwa RAO,0,0,0,0,0,0
swahili_A1_00064,Ukambani ukijaribu kukojoa unaweza pigwa hadi useme pahali umetoa maji🤣🤣.,0,0,0,2,0,0
swahili_A1_00065,Hahaha watu wamepepetana iko nini 🔥🔥,0,0,0,0,3,0
swahili_A1_00066,Kudeal na watu hawajasoma ni stress,0,0,2,0,0,0
swahili_A1_00067,Tweets zingine hapa tu ni cringeworthy,0,0,2,0,0,0
swahili_A1_00068,2️⃣0️⃣🔹1️⃣0️⃣🔹2️⃣0️⃣1️⃣9️⃣ Happy Mashujaa Day to my fellow Kenyans. Hongera kwa Mashujaa wetu wote. Tukianza na @EliudKipchoge .,0,0,0,0,2,0
swahili_A1_00069,Meanwhile the gods of football really want Arsenal to win the EPL but Arsenal is being Arsenal wata fumble hapo mbele 🙊,0,2,0,0,0,0
swahili_A1_00070,@EvaMwalili @Milele-Fm #barakaZamilele MUNGU NI MWEMA NAJUA ATANITOSHELESHA.KAWANGWARE MLANGO SOKO NAKUPATA,0,0,0,0,0,0
swahili_A1_00071,@_misplacedhuman Mimi nilishikwa mara nne ivi ata walisare wakaniacha hakuna mtu alikua anagusa CD zangu,2,2,0,0,0,0
swahili_A1_00072,Umerealize tangu lock down itolewe hakuna place ulikuwa unataka kwenda ni kiherehere tu ulikuwa nayo. 😂😂😂😂,0,0,0,0,2,0
swahili_A1_00073,KTN.MUSIKOSE KUTIZAMA LEO SAA MOJA MIMI NA SOMO YANGU MWANAISHA.TUKIKULETEA HABARI KWA UKAMILIFU.HEEEEEEE SIJUI KUSOMA HABARI.NTAIMBA TU.,0,0,0,0,0,0
swahili_A1_00074,"Ati wakikuyu huweka dhania kwa chai,eti ni herbal tea??",0,0,0,3,0,0
swahili_A1_00075,But that mzee is sharp anataka a bright guy kuimprove gene pool ya offspring ya watoto ya daughter wake,0,0,0,0,0,0
swahili_A1_00076,"Watu wanateta kuhusu bei ya hizo sweeti ndo hupitia wines and spirit before waende club wanashinda wamenyonya boti moja alafu following day  wanasema ""last night was lit you guy my guy""",0,2,0,0,0,0
swahili_A1_00077,Sasa hii mvua ni nini😓😓,0,0,2,0,0,0
swahili_A1_00078,"Well, sidhani nitakua nimekosea mtu nikifungua hii can yangu baridi. It has been a successful day",0,0,0,0,3,0
swahili_A1_00079,Si ufagie tu kwako na ufurahie maisha 😅,0,0,0,0,2,0
swahili_A1_00080,Lakini sasa sisi watu hatujaiturn up 1824 tufanye nini ama twende wapi?!!,0,2,0,0,0,0
swahili_A1_00081,@itsangelkelly Shukrani sana. Habari za uliko,0,0,0,0,0,0
swahili_A1_00082,"My neighbors, a couple ar fighting, bibi amefungiwa nje! Najua my mom atasuggest alale kwetu! Hii marriage mnatakanga inakaa ni ngumu 🤷🏾‍♀️",0,0,0,0,0,0
swahili_A1_00083,@Mainswitch001 Tungangana na Hali yetu kwanza,0,0,0,0,0,0
swahili_A1_00084,wale mlienda tao kusaka maisha ukipatana na yangu nileteee niko muranga,0,0,0,0,0,0
swahili_A1_00085,Niko sure uyo msee alipostiwa kuna pal wanamjua but hawataki kusema wasigeuziwe 😂😂😂,0,0,0,0,0,2
swahili_A1_00086,@ogollarh @kalex254 HUYO ADMINISTRATOR AMEZE WEMBE SANA NA BADO APAMBANE NA HALI ZAKE.,0,0,3,0,0,0
swahili_A1_00087,Na nimecome kunotice nikama hawa madem ufunga braids zinafika abdomen aim yao ni kuficha haga ndogo.,0,0,0,0,0,0
swahili_A1_00088,30 year old plus wana shindana ni concert gani wataenda kupiga firimbi,0,0,0,0,0,0
swahili_A1_00089,Hizi dawa ni kama haziishii... Still have five more days!,0,2,0,0,0,0
swahili_A1_00090,@nurubahati Asante sana bro,0,0,0,0,0,0
swahili_A1_00091,Unapata mwanaume amevaa kiatu expensive but boxer imetoboka ama belt imefade. Wanaume shida yenu ni nini?,0,0,0,0,0,0
swahili_A1_00092,"Lol, so last GW boo boo had KDB and I had transferred him. This GW I've got Vardy and he doesn't.. Sema kucheka hata naona nikiachwa 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0,0,0,0,2,0
swahili_A1_00093,@i_am_ianoh @Migreecky @Benassi_earth @kylai24 Mtafocus Sasa na Almiron,0,0,0,0,0,0
swahili_A1_00094,Hii game ni goals zimetukataa tu kumamaye 😭💔,0,0,3,0,0,0
swahili_A1_00095,Kama c Mungu wangenimaliza asante Mungu kwa kibali cha kubadilisha mambo @EvahMwalili #BarakaZaMilele,0,0,0,0,3,0
swahili_A1_00096,Manzee lesbian fulani ananitext ananishow niachane na manzi yake,2,0,0,0,0,0
swahili_A1_00097,Kama kuna vita hufai kuingilia ni ya watu wametoana suruali hiyo achana nayo kapsaaa,3,0,0,0,0,0
swahili_A1_00098,Hawa watu hushinda wamepost ati i know my real ones 🤦‍♂️🤦‍♂️ huwa wameniuthi mpaka kwa koo,0,0,2,0,0,0
swahili_A1_00099,Mimi ni foreman venye Kenya mnahype maneno itabidi nipige retire mapema,0,0,0,0,0,0
swahili_A1_00100,Hio pesa governors wanaulizia si ni mob sana,0,0,0,0,0,0
swahili_A1_00101,Hiyo early kickoff iishe tu draw ndio ifavour kila mtu,0,0,0,0,0,0
swahili_A1_00102,@Akitsa_ Sonko wa Nyali watumia fuliza,0,0,0,2,0,0
swahili_A1_00103,@NationFMKe mzae anakol anasema ati ametoka morning jog 10km haha ukijaribu hiyo apa eastland ngeta utapigwa hehe,0,0,0,0,2,0
swahili_A1_00104,"Inahuzunisha kukosa kuwa na marafiki,Pia inahuzunisha zaidi kukosa maadui",0,2,0,0,0,0
swahili_A1_00105,Kithure kindiki hafai kufanyiwa vetting that guy ni mnoma sana.,0,0,0,0,2,0
swahili_A1_00106,@AsaadQuincy Pole sana,0,2,0,0,0,0
swahili_A1_00107,@GoddyJatelo @chriskanyoi @odungareh @jondiegs @mckennarific 🤣🤣🤣 Hio ni kizungu gani alikua ana ongea mimi ni yeh yeh yeah ndio nili shika,0,0,2,0,0,0
swahili_A1_00108,Mimi nishaqiri kwamba hiyo bao ni kali,0,0,0,0,0,0
swahili_A1_00109,@petwaweru @Jr_2M But its a kao name. Sasa nikianza hapa kujiita Carol Mwaaahngeey ni uzungu ama ni ukoloni?,2,0,0,0,0,0
swahili_A1_00110,"Msee mnakeke na yeye mnadhani ni mzuri kumbe halipi watu, nkt",0,0,3,0,0,0
swahili_A1_00111,mimi heri nikule makaa moto kuliko niulize lecturer swali,0,0,0,0,0,0
swahili_A1_00112,Sigh. Tunaishi kwa imani.,0,0,0,0,0,0
swahili_A1_00113,Iron chapos ni nani ama ni ule dem ako na forehead kubwa akiangalia juu haraka anaweza iona 😂🤣,2,0,0,0,0,0
swahili_A1_00114,Huyu john wick ni mbaya kuliko ata jet li hyaaaaaa,0,0,0,2,0,0
swahili_A1_00115,Leo nmeona ass kubwa with mayais siet. Kwani niko dala?,2,0,0,0,0,0
swahili_A1_00116,Umewahi jiuliza mbna kuna watu wamesoma na hawana kazi ila kuna wale hawajasoma vile na wana ajira.,0,2,0,0,0,0
swahili_A1_00117,Sijaielewa hawa watu wana private account pale ig na picha ni tatu,0,0,0,2,0,0
swahili_A1_00118,@lynbinsari Tunaenda kwa @Njoki_Njanja,0,0,0,0,0,0
swahili_A1_00119,GARI LANGU LIMEFIKA SASA  ILA  TATIZO MAFUTA  SASA 😭😭  LITA 3000 ⛽,0,3,0,0,0,0
swahili_A1_00120,@inooroke Ndirenditheria Italy uhotani na urathimwo ni gu tu update munesh na niguthakwa rwa jeff munga ni mmmmmmmmwaaaaaaaaa,0,0,0,0,2,0
swahili_A1_00121,Ni ukweli hii hukuwa tamu ama nijaribu ???,0,0,0,0,0,0
swahili_A1_00122,Good morning my Twitter family 🤝  Tumshukutu Mungu Kwa siku Hii 🙏,0,0,0,0,2,0
swahili_A1_00123,@menteh_ target audience ya hii hawako huku wenye uliambia walikuwa tu hapa online hawakuenda maandamano,0,0,0,0,0,0
swahili_A1_00124,Joseh akiwaonyeshea red flags mahali mna onaga ye ni fala,0,0,3,0,0,0
swahili_A1_00125,Aki kplc saa hii ni saa ngapi mnazima stima?,0,0,3,0,0,0
swahili_A1_00126,@EvahMwalili @Milele_FM #barakazamilele Mwenyezi Mungu ni mwema siku zote. Asante Baba kwa kutuamsha,0,0,0,0,3,0
swahili_A1_00127,Chenye ilinituma nikule lunch 5pm ndo sijui ni nini,0,0,0,0,0,0
swahili_A1_00128,Sasa huyu ananiangalia hivi na mimba imefika hukooooo,0,0,0,2,0,0
swahili_A1_00129,Hii ni Madrid kweli?,0,0,0,2,0,0
swahili_A1_00130,"Kwanza mwenye alikuwa ameshika simu , alikua like weeh hapa tumepimwa. https://t.co/8vWQgDtqKB",0,0,0,3,0,0
swahili_A1_00131,Alafu huku leafy suburbs ni mvua tu ..,0,0,0,3,0,0
swahili_A1_00132,Hii mvua ni ya kichwa tu,0,0,0,0,0,0
swahili_A1_00133,Haha failed marriage niggaswanataka kila mtu awe their level https://t.co/bmy1rf202q,0,0,0,0,0,0
swahili_A1_00134,So vera hajatoa matanye ama ni nini tunasema?,3,0,0,0,0,0
swahili_A1_00135,Omanga   anilipe niseme yeye ata yeye si fat kama nguruwe ako thick,2,0,0,0,0,0
swahili_A1_00136,Anyway..mmepika nini niwacopy?,0,0,0,0,0,0
swahili_A1_00137,Vile nateseka hivi huezi amini kuna watu wakona deni yangu,0,2,0,0,0,0
swahili_A1_00138,"Si bei watu huwa hawafiki, ni kunyang'anywa live live walikataa.",0,0,0,0,0,2
swahili_A1_00139,Gangster ukishapiga your 3 honest seconds ii ingine ni kujichokesha tu,2,0,0,0,0,0
swahili_A1_00140,"Kumekucha kulichele , kuanzia saa 12 ungana na kikosi cha #JamboKenya kwa habari na burudani @vincentateya @RadioCitizenFM @inspektamwala https://t.co/oWYWr4AWam",0,0,0,0,0,0
swahili_A1_00141,@Ma3Route its #AprilFools traffickza leo ni ukweli?,0,0,0,2,0,0
swahili_A1_00142,Unaeza kataa kwenda qutar??,0,0,0,2,0,0
swahili_A1_00143,LEO SILIPI TAXI KWENDA HOME! I BETTER WALK!!!!,0,0,2,0,0,0
swahili_A1_00144,Awamu ni ya Pili Ndani ya #JamboKenyaChangamka Tukiendelea Kukupa Burudani Jumamosi hii Maridadi ya Leo @RadioCitizenFM Karibu,0,0,0,0,0,0
swahili_A1_00145,Mimi siku moja ntawaambia vile niliuziwa mafuta ya kupika nikaambiwa ni beard oil.,2,0,0,0,0,0
swahili_A1_00146,Wajackoyah anakaa hivi anadhani hatujui ni clout anachase,0,2,0,0,0,0
swahili_A1_00147,PALE KWA INTERVIEW YA KDF NILIAMBIWA NIKO NA BLOOD PRESSURE NA PROTEIN MINGY KWA MKOJO YANGU,0,3,0,0,0,0
swahili_A1_00148,@BlackBarmitzvar @king_surul umekae badala ulale unajichocha wee ni dere 😂😂 hizi slim wire huchokesha mtu bro,0,0,0,0,0,0
swahili_A1_00149,KWANI NI KESHO!!,0,0,0,2,0,0
swahili_A1_00150,@Kenyans Hapana sad kwa kenya kwa kuzimia pekee,0,2,0,0,0,0
swahili_A1_00151,Hakuna mtu hawezi ni convince madem si mashetani kuliko shetani mwenyewe 😂 https://t.co/M4eVflHdNl,0,2,2,0,0,0
swahili_A1_00152,"#CORONAVIRUS HATUKO TAYARI KWA UDHARURA_KWA SASA KUNA MCHEZO UNAOENDELEA KUHUSU VIRUSI VYA CORONA, MATAIFA MENGI ULIMWENGUNI YAMESITISHA KUINGIA NA KUTOKA KWA WATU KATIKA MATAIFA YAO HUKU KENYA INAJIPIGA KIFUA IKISEMA IKO TAYARI KUKABILIANA NA JANGA HILI🤔🤔🤔🤔🤔 ITAFIKA WATAJUA",0,0,0,0,0,0
swahili_A1_00153,"Unapeleka mbwa surgery, iyo unafaa kugongwa Kwa kichwa ikuondokee",0,0,2,0,0,0
swahili_A1_00154,Mbona hawa madem light skin huringa kama wasee wanatumia charger ya Type C,0,0,2,2,0,0
swahili_A1_00155,Nitamka siku moja niwaambie mnichangie i just watch the  insults and laugh,0,0,0,0,0,0
swahili_A1_00156,"Kama bangi hushika hivi na ni blunt,sasa ingekuwa sharp Je?🤔",0,0,0,2,0,2
swahili_A1_00157,Hehehehe bado mtasema ni Rooney,0,0,0,0,2,0
swahili_A1_00158,so sahi nikienda kubu jersey pale arsenal shop ni pesa msuri?,0,0,0,0,2,0
swahili_A1_00159,@MutukuJMutua @OsamaOtero Kwa suppliers,0,0,0,0,0,0
swahili_A1_00160,Naskia hiyo pesa ya gambling ukishinda hawa kupei yote,0,0,0,0,0,2
swahili_A1_00161,Jamaa nilidinyia dem nimemuona na mwingine Tena type yangu exactly 😏,0,0,0,2,0,0
swahili_A1_00162,"Zakayo hudanganya,alafu anasahu kile amesema,anadanganya tena kufunika damage,kisha anaongezea chumvi mnatulia. aaaa jamaa mkora yule",0,3,0,0,0,0
swahili_A1_00163,Lakini hapo Ivanovic ameshikwa ref hahaha,0,0,0,0,2,0
swahili_A1_00164,@fredwhitecap @smusyoka Mumesema hizi zote ni za saa ngapi?,0,0,0,0,0,0
swahili_A1_00165,@philothei_quii Haha btw mzazi akipata mtoi in their 50's as the first born. Ujue uyo ni wewe unalea 😂😂,0,0,0,2,2,0
swahili_A1_00166,Wali mwaga gauge but wanafaa kujiuliza hii hangover nilitoa wapi,0,0,0,2,0,0
swahili_A1_00167,Kaju wamenikula juu kuongea na simu@Robertalai,0,0,2,0,0,0
swahili_A1_00168,Nipatie quote moja yenye dj afro anakunisingi nayo Yangu ni ukiachwa achika nani....,0,0,0,0,0,0
swahili_A1_00169,Should have been the days before Covid when we would be out till late nikamumunye jegi mbili za dark ndio nirudi nikiwa sijijui sijielewi.,0,0,0,0,0,0
swahili_A1_00170,@ItsMutai Hahaha whoever's lord you are should they travel in mwisacco ama mat za ronga when going to majuu is it wrong to have money some of those they represent drive the most expensive cars and done at kfc and 5star hotels si jameni tuache hawa wezi wetu waenjoy pesa yao,0,0,0,0,0,0
swahili_A1_00171,Lakini Reggae vitu itanionyesha heh.... Mat ni orere but niko ndani juu inasamba reggae walaeh,0,0,0,2,0,0
swahili_A1_00172,"Wasichana ya pesa hawanitaki,hawa wenye hawana pesa pia hawanitaki",0,2,0,2,0,0
swahili_A1_00173,We ona tu hatujui unatucheza tunajua adi jamaa anakukula na imagine huyu beste yangu alinambia unamnyimaga kumbe pia yeye ni chally yako ni venye hajui wewe ni manzi yangu akanambia kila kitu adi jamaa anakukula 😅😅👌🤑,3,0,0,0,0,0
swahili_A1_00174,Fvck my neighbors anauliza mwenye amepita na gas yake😹,0,0,2,0,0,0
swahili_A1_00175,"@KenyanTraffic Those driving without fog lights between Kamandura and Flyover, ni fuel mnajaribu ku-save au nini?",0,0,2,0,0,0
swahili_A1_00176,Kama si pesa au biashara wee songea.,0,0,0,0,0,0
swahili_A1_00177,Hehehe hajawaimwona hiyo ni photoshop  https://t.co/KS690keKrT,0,0,0,0,2,0
swahili_A1_00178,Hii lockdown inafanya watu wananona,0,0,0,0,0,0
swahili_A1_00179,@kerubo_hillary The worst part of is that hata kama unataka wakuexchangie with another cylinder wanakataa,0,0,2,0,0,0
swahili_A1_00180,Nani mwingine alidanganywa akiwa mtoi ati akianguka during a rainy season mushroom itamea hapo place amaenguka?,0,0,0,2,0,0
swahili_A1_00181,Siwezi lala njaa nikose kupika juu tweeps wamesema wanaume hupika ni pick me niggas haha,2,0,0,0,0,0
swahili_A1_00182,"The most basic cause of division in our country is ""Tribe"". A Hustler Nation does not base its political drive on ethnicity. It fuels its crowd based on The Grind; also known as the Hustle. However big or small, Grind is Grind.  KAZI NI KAZI💯 RESPECT THE HUSTLE💯 @KiruiChebet8",0,2,0,0,0,0
swahili_A1_00183,Chai inaweza fanya watu wapigane,0,0,0,2,0,0
swahili_A1_00184,AWAMU NI YA GUMZO NDANI YA CITIZEN EXPRESS NA NAHODHA WAKO @reggaematics  SMS 22106,0,0,0,0,0,0
swahili_A1_00185,Nyondos kwa TL ii asubui,0,0,0,0,0,0
swahili_A1_00186,"Leo nikama nita dandia matt hadi mtaa, fueya ongee",0,2,0,0,0,0
swahili_A1_00187,Mimi nilisema nitaamini we've achieved gender equality siku bar fight itatokea ngeos akose kusimama nyuma yangu arushe mangumi pia.,2,0,0,0,0,0
swahili_A1_00188,Sasa nanii na hizi breaking news anataka tulipe hiyo ransom nini?,0,0,0,2,0,0
swahili_A1_00189,Kuna venye mtu hulewa anaona madem wote wakiwa warembo!😂,0,0,0,2,0,0
swahili_A1_00190,Kunaendaje tena??,0,0,0,0,0,2
swahili_A1_00191,"Dem ni mrembo, lakin kitu anatuwekea dp ni meme😪🤢",0,0,2,0,0,0
swahili_A1_00192,Huyu baba yenyu atakuja kusema mkae njaa the whole year juu food zote ni hazardous,0,2,0,0,0,0
swahili_A1_00193,Ati Adele is from British??? Kuna watu nashuku hawajui kuandika jina zao hapa,0,0,0,2,0,0
swahili_A1_00194,Ata kama ni mtaro mbona unamfinger na vidole za miguu💀 unataka ikuwe kisima😂,3,0,0,0,0,0
swahili_A1_00195,"Kama uko depressed na unadai kuchangiwa 210k ndito u heal alafu uchangiwe 7k, alafu ukose kuji ua basi hukuwa depressed enough to start with.",0,0,0,0,0,0
swahili_A1_00196,"@obegi_nixon hapo Stoke ni tricks but wanaeza come thru, iko tu sawa",0,0,0,0,0,0
swahili_A1_00197,Gay dudes huwa hawataki kukuona ukiwin kwa relationship wanatakanga uwe single ndio wakukatie,3,0,0,0,0,0
swahili_A1_00198,But these people who ignore footbridge hawajipendi hata.,0,0,2,0,0,0
swahili_A1_00199,@JacqueKanana Bwana ni mvua itanipiga ama ni wewe utanivamia,0,0,0,0,0,2
swahili_A1_00200,Watu hawananga firestick iko na Nat Geo na Discovery channels huweza kuishi aje na hio poverty life zao?,0,0,0,2,0,0
swahili_A1_00201,@JILLKUI Mimi hata nilichokanga na kuvaa i got those bests that have 2 layers navaa hivo naenda nikidunga watu macho,0,0,0,0,0,1
swahili_A1_00202,"Kanairo increasingly becoming so confusing, unapata dem mrembo kisha unaambiwa ni lesbian.",0,2,0,0,0,0
swahili_A1_00203,Amka tujumuike katika mpango wa #JamboKenya Tunakupa fursa ya kupeperusha salamu na kuinuliwa na nyimbo za Injili,0,0,0,0,0,0
swahili_A1_00204,@johnkmuteti . Karibu kwa mtendao ndugu,0,0,0,0,0,0
swahili_A1_00205,@Rose123Rr66 @ian19iante @Joseph89002578 @IamKaruth @NavagwiPurity Asantee sana,0,0,0,0,2,0
swahili_A1_00206,@SirAlexas Aki ya Mungu,0,0,0,2,0,0
swahili_A1_00207,Idk why my tl looks sijui aje but it's time I block some of you juu hizi ni gani sasa,0,2,0,0,0,0
swahili_A1_00208,Ndio Machakos Junction sasa and even joining Mombasa Road kuna traffic. Hivi ndio curfew itanipata nje?,0,2,0,0,0,2
swahili_A1_00209,#TeamAfterBurn pamoja 👌 @KeepItKiss @AfterburnKISS @AngelMaLaiKa @k4 @DjKymNickDee,0,0,0,0,0,0
swahili_A1_00210,Saa zingine mi huketi chini nakumbuka vile mapenzi ya toxic relationships huwa moto naisha 😂,0,2,0,0,0,0
