text_id,text,Anger,Sadness,Surprise,Disgust,Fear,Joy
yoruba_1_00021,Europe Returnee: Fatmata ní oṣù mẹ́fà ni wọn fi bá òun ṣùn ní aṣálẹ̀ Sahara,0,2,0,2,0,0
yoruba_1_00022,"Lassa Fever: Ìwádìí ní èèyàn 219 ni ibà Lassa pa lọ́dún tó lọ́, 29 lọ́dún yìí, tètè dènà rẹ̀",0,2,0,0,0,0
yoruba_1_00023,Ogun state lockdown update: 'Èèyàn 104 tó kó covid-19 ní ílééṣẹ́ kan ní Sagamu fihàn pé ààrùn náà ti wà láwùjọ',0,0,0,0,3,0
yoruba_1_00024,"Eͅ sͅóͅra fún ìrìn aléͅ, eͅ yé sáré àsápajúdé - FRSC gba àwoͅn awakòͅ ní ìmòͅràn",0,0,0,0,0,0
yoruba_1_00025,Wo ìgbésẹ̀ tí Falana gbé láti ṣàfikún ẹ̀sùn tí wọ́n fi kan Adedoyin lórí ikú Timothy Adegoke àti ohun tí àwọn agbẹjọ́rò rẹ̀ ṣe,0,0,0,0,0,0
yoruba_1_00026,Ikoyi collapsed building: Sanwo-Olu ní ìjọba ìpínlẹ̀ Eko yóò ṣiṣẹ́ lórí àbọ̀ ìgbìmọ̀ olùwádìí ilé alájà 21 tó wó ní Ikoyi,0,0,0,0,0,0
yoruba_1_00027,Gbajabiamila: Wo tuntun tí Gbajabiamila fẹ́ kí ilé aṣojúṣòfin dáwọ́lé lórí ẹni tó bá fẹ́ du ipò òṣèlú,0,0,2,0,0,0
yoruba_1_00028,Abuja kidnap: ''N15m làwọn Fulani ajínigbé kọ́kọ́ bèèrè kí wọ́n tó gba N2.5m ọ́wọ́ wa l'Abuja'',0,2,0,0,0,0
yoruba_1_00029,Iya Woli Asafa Salamot: Gbọ́ àsọtẹ́lẹ̀ látẹnu Small Mummy tó fi àwàdà dárà,0,0,0,0,0,0
yoruba_1_00030,"US Consulate: Ojú lálákàn fí n ṣọ́ri l‘Eko báyìí, wo ìlànà tó tẹ̀lé fún ààbò ẹ̀mí rẹ",0,0,0,0,3,0
yoruba_1_00031,"'Àgbà ló ń ṣe Fasoranti, tó bá yá yóò ronúpìwàdà'",0,0,0,0,0,0
yoruba_1_00032,"Rògbòdìyàn Iraq fẹjú si, àdó olóró àti ìbọn ń dún lákọlákọ",0,2,0,0,2,0
yoruba_1_00033,June 12: Iléeṣẹ́ ọlọ́pàá ìpínlẹ̀ Eko láwọn kò mọ ohun kan nípa ìwọ́de láti ṣeàyájọ́ ọ́jọ́ June 12,0,0,0,0,0,0
yoruba_1_00034,"21 years after Bola Ige's death: ọdún mọ́kànlélógún lẹ́yìn ikú Bola Ige, ìjọba kò tíì kéde ẹni tó yìnbọn pa á ní Ibadan",0,3,2,0,0,0
yoruba_1_00035,Kunle Afolayan: Òun àti Mike Ezuruonye ń gbéná wojú ara wọn lórí ayélujára,2,0,0,0,0,0
yoruba_1_00036,Akinyele killings: Ọwọ́ ọlọ́pàá ti tẹ Toheed Ganiyu tí wọ́n ló pa Mary Daramola ẹni ọdún 18 l'Akinyele ní ìlú Ibadan,0,2,0,0,0,0
yoruba_1_00037,Yoruba Nation: Kò sí ẹni tàbí ohun tó le mú mi yi ìpinnu padà lórí Yorùbá Nation - Banji Akintoye,0,0,0,0,0,0
yoruba_1_00038,"Nkechi Blessing: Gbajúmọ̀ òṣèré, Nkechi Blessing ṣàlàyé pé òun ti kán lu agbami ìfẹ́ míràn lẹ́yín ìjákulẹ̀ àjọṣepọ̀ rẹ̀ pẹ̀lú Opeyemi Falegan",0,0,0,0,0,2
yoruba_1_00039,"Gómínà ìpínlẹ̀ Ondo Rotimi Akeredolu ní àdánù ńlá ni ikú Ogunbodede, amúgbálẹ́gbẹ́ rẹ̀ tó kú nínú ìjàmbá ọkọ̀ wò",0,3,0,0,0,0
yoruba_1_00040,Diezani gan an ní Hushmummy tó ń bú àwọn Yahoo boys- Àwọn Ọmọ Naijiria lórí Twitter,2,0,0,0,0,0
yoruba_1_00041,"Iyabo-Fathia Fracas: Ojo ní ohun tó ń ṣẹlẹ̀ lágbo tíátà wa kọjá àhesọ tẹ́ ń gbé kiri, ó jinlẹ̀, ọ̀rọ̀ ẹ̀mí ni",0,0,0,0,0,0
yoruba_1_00042,Ohun tí a mọ̀ rèé nípa ẹ̀sùn ìfipábánilòpọ̀ tí olóyún fi kan sọ̀rọ̀sọ̀rọ̀ lórí rédíò Gbenga Filani,0,0,0,1,0,0
yoruba_1_00043,"Ìyá ẹni ọdún 97 tó lọ́wọ́ nínú ikú 10,505  èèyàn rí ẹ̀wọ̀n ọdún méjì he ní Germany",0,2,2,0,0,0
yoruba_1_00044,Amotekun security network: Gani Adams rọ gómìnà Yahaya Bello láti dá Amotekun sílẹ̀ ní Kogi,0,0,0,0,0,0
yoruba_1_00045,Ọ̀gá Bello: Àìgbọ́n ló ń da àwọn òsèré tíátà tó ń jà lórí ayélujára láàmú,1,0,0,2,0,0
yoruba_1_00046,Akomolede: Akuko Gagara ni ìwé tó ṣàfìhàn ohun tó ń ṣẹlẹ̀ ní Nàìjíríà lásìkò yìí- Fatimo Bola Owokunle,0,0,0,0,0,0
yoruba_1_00047,"Ilẹ̀ ń j'ẹ̀nìyàn, ìyá ìyàwó gómìnà ìpínlẹ̀ Oyo tẹ́lẹ̀ Florence Ajimobi jáde láyé",0,3,2,0,0,0
yoruba_1_00048,"Ọmọọba ní èmi náà, mo sì lẹ́tọ̀ọ́ láti jẹ Aláàfin - Bíṣọ́ọ̀bù Ladigbolu",0,0,0,0,0,0
yoruba_1_00049,Islamic State' ní Nàìjíríà bẹ́ àwọn Kristiẹni lórí ní ìpínlẹ̀ Bornu,0,3,0,0,0,0
yoruba_1_00050,Odion Ighalo: Ẹlẹ́sẹ̀ ayò Ighalo ń ronú láti padà sí Super Eagles láìpẹ́,0,0,0,0,0,0
yoruba_1_00051,Viral Diarrhea: Òjò ló lè mú kí ìtànkálẹ̀ àrun ìgbẹ́ ọ̀rìn má tètè dópin ni Eko- Iléeṣẹ́ ìlera,0,0,0,0,0,0
yoruba_1_00052,"Ayo Fayose: Gómìnà àná ìpínlẹ̀ Ekiti tọrọ àforíjìn, ó ní PDP gbọdọ̀ gbapò gómìnà padà",0,0,0,0,0,0
yoruba_1_00053,"Ẹ̀yin Abiyamọ, ẹ má sùn títí ìdájọ́ yóò fi wà lórí ikú àbúrò mi - Ẹ̀gbọ́n Bamise",0,3,0,0,0,0
yoruba_1_00054,"Olóòtú ìjọba tẹ́lẹ̀ rí ní Japan, Shinzo Abe dágbére fáyé",0,2,0,0,0,0
yoruba_1_00055,Wo àwọn nǹkan tó yẹ kóo mọ̀ nípa Dókítà Rasaq Oyelami ti NNPP tó ń díje dupò gómìnà Osun,0,0,0,0,0,0
yoruba_1_00056,Gbogbo àwọn ajìjàgbara tó ń bínú  la óò bá sọ̀rọ̀ – Tinubu,0,0,0,0,0,0
yoruba_1_00057,Fight against corruption: Ọ̀rọ̀ Satguru Maharaj ji sí àwọn olóṣèlú Nàìjíríà lórí ìwà àjẹbánu,0,0,0,0,0,0
yoruba_1_00058,Àfi kí ẹkùn kọ́ọ̀kàn wà ojútùú sí ipenija ààbò fún ará wọn - Gani Adams,0,0,0,0,0,0
yoruba_1_00059,Deborah Samuel Killed in Sokoto: Àwon ìròyìn òfégè nípa ikú Deborah ní Sokoto rèé ati ìkọlù sí Bishop Kukah,0,2,0,0,0,0
yoruba_1_00060,Ọlọ́run fẹ́ gbé Ekiti gorí ẹṣin ló ṣe ní kí ń díje gómìnà nínú ẹ́gbẹ́ ẹlẹ́ṣin - Segun Oni,0,0,0,0,0,2
yoruba_1_00061,Ogun Ritual murder: Ìjà ni tọkọtaya ní àwọn fẹ́ bá àbúrò mi àti ọ̀rẹ́kùnrin rẹ̀ parí kí wọ́n tó dá ẹ̀mí rẹ̀ légbodò - ẹ̀gbọ́n olóògbé,0,3,0,0,0,0
yoruba_1_00062,"Woman, Ethiopia's Tigray crisis: Ọmọbìnrin ọdún 18 ṣàlàyé bí ó ti gé lọ́wọ́ nígbà tí sọ́jà kan fẹ́ fipá bá a lòpọ̀",0,3,0,0,0,0
yoruba_1_00063,Ethiopia: Ìjà ẹ̀sìn àti ẹlẹ́yàmẹ̀yà sọ èèyàn 78 dèrò ọ̀run ni Ethiopia,0,3,0,0,0,0
yoruba_1_00064,"Social media abuse: Oyedepo ní àlòjù Twitter, Facebook àti Instagram máa ń ṣàkóbá fún àyànmọ́ ẹ̀dá",0,0,0,0,1,0
yoruba_1_00065,Osun Bank Robbery: Àwọn adigunjalè ti kọlu báǹkì kan ní ìpínlẹ̀ Osun,0,1,0,0,0,0
yoruba_1_00066,Modakeke-Ife crisis: Ọlọ́pàá ṣàlàyé ohun tó ṣẹlẹ̀ ní Modakeke àti Ile Ife,0,0,0,0,0,0
yoruba_1_00067,Sunday Igboho: Afenifer ń bèèrè pé ṣé Nàíjíríà ti padà sí sáà oko ẹ̀rú ológun ni?,0,2,0,0,0,0
yoruba_1_00068,"Sunday Igboho lulẹ̀ nílé ẹjọ́, adájọ́ sọ̀kò ọ̀rọ̀ sí ajìjàgbara",1,0,0,0,0,0
yoruba_1_00069,"Timothy Adegoke: Kọmíṣọ́nà ọlọ́pàá Osun ní ọmọbíbí Rahmon Adedoyin tó ni ilé ìtura tí Adegoke kú sí, ló jù òkú rẹ̀ sígbó",0,2,0,0,0,0
yoruba_1_00070,Bolaji Amusan: TAMPAN ń ṣiṣẹ́ lórí 'minimum wage àti insurance' òṣèré báyìí- Mr Latin,0,0,0,0,0,0
yoruba_1_00071,Nollywood: Gbajugbaja òṣèré ''Toromagbe'' nínú fíìmù ''Arelu'' ti jáde láyé,0,3,0,0,0,0
yoruba_1_00072,Jonathan the tortoise: Wo ìjàpá ọdún 190 tó jẹ́ ẹranko oríilẹ̀ tó dàgbà jù láyé,0,0,2,0,0,0
yoruba_1_00073,Samson Siasia: Ẹ rànmí ìrànwọ́ pẹ̀lú N100m láti ṣejọ́ jìbìtì tí FIFA fi kàn mi,0,2,0,0,0,0
yoruba_1_00074,Cancer: àpọ̀jù ṣúgà nínú ẹ̀jẹ̀ ń ṣàkóbá fún àgọ́ ara èèyàn,0,0,0,0,1,0
yoruba_1_00075,Apostle Suleiman vs Chioma: Apostle Suleiman ti sọ̀rọ̀ lórí ẹ̀sùn ti Chioma fi kan,0,0,0,0,0,0
yoruba_1_00076,"Europa league: Ìjàmbà tún ṣe Ole àtàwọn ọmọ rẹ níwájú AZ Alkmaar, ọ̀mì ni wọ́n ta",0,2,0,0,0,0
yoruba_1_00077,"""Tope Alabi: Ẹni tó kọ orin """"Oniduro Mi E se o"""" fèsì""",0,0,0,0,0,0
yoruba_1_00078,ASUU Strike Nigeria: ASUU ti fòpin si ìyàsẹ́lódì olósù mẹ́sàn-an tí wọ́n gùnlé,0,0,0,0,0,2
yoruba_1_00079,Uterus Didelphys: Elizabeth Amoaa sọ̀rọ̀ nípa ìrírí rẹ̀ pẹ̀lú ojú ara méjì àti ilé ọmọ méjì,0,0,2,0,0,0
yoruba_1_00080,Bank robbery: Àwọn ọlọ́pàá ti bẹ́ síta láti ṣàwárí àwọn olè 30 tó jówó kó ní Union Bank l'Ondo,0,0,0,0,2,0
yoruba_1_00081,"Warplane caught fire in Yobe:: Báàlù ológun tó já, to ṣekú pa àwọn ará ìlú Buhari ṣẹlẹ̀ nítòòtọ́- Nigerian Air Force",0,3,0,0,0,0
yoruba_1_00082,Akure incest Momoh Usman case: Láti ẹni ọdún mẹ́tàlà ni Bàbá mi ti ń ba mi sùn- Fatimah Us,0,3,0,2,0,0
yoruba_1_00083,Divorce: Ilé ẹjọ́ tú ìgbéyàwó ọdún mọ́kànlá ká nítórí pé ìyàwó fí ìbálòpọ̀ dun ọkọ rẹ̀,0,2,2,0,0,0
yoruba_1_00084,"Adeyẹye Ẹnitan Ogunwusi, Ọjaja keji: Ooni Ile Ife fẹ́ gbìyànjú láti gbẹ̀mí ara rẹ̀, àlàyé tó ṣe nípa rẹ̀ nìyí",0,2,2,0,0,0
yoruba_1_00085,"""Kano female vigilante: Wo àwọn obìnrin ''fijilanté"""" tí wọ́n ṣetán à ti kojú ẹnikẹ́ni ní Kano""",0,0,3,0,0,0
yoruba_1_00086,Osun ritual killer: Ọwọ́ ọlọ́pàá ti tẹ Kabiru tó pa ọ̀rẹ́bìnrin rẹ̀ tó sì ṣá a wẹ́lẹwẹ̀lẹ bí màlúù ní Apomu,0,0,0,2,0,1
yoruba_1_00087,"Ogun Technician kills Union member: Babatunde lọ bá adari Hoteeli ṣe àjọyo, ó pade iku ọbẹ gbígbóna",0,3,2,0,0,0
yoruba_1_00088,"KSA mourns wife's death: Sunny Ade ti kéde ọjọ́ ìsìnkú ìyàwó rẹ̀, Risikat Adegeye, Ó ní ańgẹ́lì òun ló kú",0,3,0,0,0,0
yoruba_1_00089,Muyiwa Ademola: A ó jọ rọ́ọ̀kì ọdún 2021 papọ̀ ni lágbára Ọlọ́run,0,0,0,0,0,2
yoruba_1_00090,Muhammadu Buhari: Falana ní ilé ìwòsàn ti di mọ́ṣúárì ní Nàìjíríà nígbà tí Buhari ń gbàtọ́jú nílẹ̀ òkèrè,0,3,0,0,2,0
yoruba_1_00091,Ìpènijà márùn ún tí yóò kojú olóòtú ìjọba tuntun ní UK,0,0,0,0,1,0
yoruba_1_00092,Badagry building collapse: Èèyàn mẹ́rin kú sábẹ́ ilé alájà kan tó dàwó ní Badagry,0,3,2,0,0,0
yoruba_1_00093,Kemi Afolabi on Lupus: Wo bí Kemi Afolabi ṣe ń dúpẹ́ lọ́wọ́ àwọn tó ti kàn síì pẹ̀lú owó ìtọ́jú àìsàn Lupus,0,0,2,0,0,2
yoruba_1_00094,Measles: Àwọn ọmọdé mẹ́rìnlá pàdánù ẹ̀mí wọn ní ìpínlẹ̀ Anambra,0,3,0,0,0,0
yoruba_1_00095,Lautech: Ìjọba Ọ̀ṣun ní òun kò jẹ òṣìṣẹ́ fásitì náà lówó oṣù,0,0,0,0,0,0
yoruba_1_00096,Àwọn ọmọ Nàìjíríà kan fẹ́ kí ilé ẹjọ́ ó fagilé orúkọ Buhari gẹ́gẹ́ bi olùdíje APC,1,0,0,0,0,0
yoruba_1_00097,Fayose: APC Ekiti ní àwọn olóṣèlú tó ti fìdírẹmi kò le è ráyè láàrin àwọn,0,0,0,0,0,0
yoruba_1_00098,Á san ọ̀pọ̀ mílíọ́nù náírà fáwọn olùpẹ̀jọ́ EndSARS - Ìjọba àpapọ̀,0,0,0,0,0,0
yoruba_1_00099,"Ẹgbẹ́ òṣìṣẹ́ fẹ́ gùnlé ìyanṣẹ́lódì aláìní gbèdéke, ìdí rèé",0,0,2,0,0,0
yoruba_1_00100,Alleged threat to life: Ọmọ ọdún mẹ́tàdínlógún (17) káwọ́ sẹ́yìn rojọ́ lórí ẹ̀sùn ìdúnkookò láti gbẹ̀mí ìyá rẹ̀'',0,2,2,0,0,0
yoruba_1_00101,"""""""I﻿fe ń lọ ṣọ́ọ̀ṣì wọn, mo tàn-án wọ ṣọ́ọ̀ṣì wa, mo fipá ba lòpọ̀, fun lọ́rùn pa""""""",0,0,0,2,0,0
yoruba_1_00102,"Alaafin Oyo's burial: Oba Lamidi Adeymi darapọ̀ mọ́ àwọn àgbà ìṣáájú, ọ̀pọ̀ ń dárò Kábíèsí",0,3,0,0,0,0
yoruba_1_00103,Àwọn agbésùmọ̀mí tú èèyàn méje míì sílẹ̀ lára àwọn tí wọ́n jí gbé lójú ọ̀nà Abuja-Kaduna,0,0,0,0,0,2
yoruba_1_00104,"Wòlíì bá ọmọ ìyá méjì sùn nínú ìjọ rẹ̀, ọ̀kan níńú wọn ti lóyún",0,2,2,2,0,0
yoruba_1_00105,Nigeria vs Netherlands: Àtilẹ ló yẹ kí ìjọba ti máa mu ìdàgbàsókè bá eré bọ́ọ̀lù-Onigbinde,0,0,0,0,0,0
yoruba_1_00106,Ì﻿jọba ti ṣọ́ọ̀ṣì tí wọ́n ti n ta 'omi ayẹta ìbọn' fun àwọn olùjọ́sìn ní Kogi,0,0,0,0,0,0
yoruba_1_00107,Ìtàn ayé Aposteli Timothy Obadare: Afọ́jú oníwàásù tó wo ọ̀pọ̀ sàn lọ́wọ́ àjàkálẹ̀ ìkọ́ ní Iléṣà,0,0,2,0,0,0
yoruba_1_00108,Sylvester Oromoni Death: Ibi tí ọ̀rọ̀ dé dúró rèé lórí ikú akẹ́kọ̀ọ́ Dowen College tí wọ́n fẹ̀sùn kan akẹgbẹ́ rẹ̀ pé wọ́n lù ú pa.,0,2,0,0,0,0
yoruba_1_00109,Lóòtọ́ orin mi àti Lagbaja jọra ṣùgbọ́n ìyàtọ̀ díẹ̀ wà níbẹ - Labule,0,0,0,0,0,0
yoruba_1_00110,Èèyàn bí ogún jóná kú lásìkò tí 'tanker' gbina ní Kogi,0,3,0,0,0,0
yoruba_1_00111,Gun control in Nigeria: Wo ọ̀nà márùn ún tí o lè gbà dábòbò ara rẹ lọ́wọ́ ìjàmbá!,0,0,0,0,0,0
yoruba_1_00112,Siblings kidnapped in Abuja: Ọmọ ìyá kan nàá mẹ́ta di àwátì ní ilé-ẹ̀kọ́ wọ́n nílùú Abuja,0,2,0,0,2,0
yoruba_1_00113,"Lizzy Anjorin: Ẹ̀yin tẹ bímọ fún ọkọ mi, ẹ kó ọmọ wa ká ṣe àyẹ̀wò DNA fún wọn",1,0,0,0,1,0
yoruba_1_00114,‘’Ọ̀rọ̀ Rauf Olaniyan ti wọ́n yọ ní ipò igbákejì gomina ìpínlẹ̀ Ọyọ dàbí ọ̀rọ̀ awakọ̀ méjì tó fẹ́ wa ọkọ̀ kan’’,0,0,0,0,0,0
yoruba_1_00115,"Ayé O,wo bí ọlọ́pàá ṣé hú òkú arábìnrin yìí nínú iyàrá ẹni tó lọ sìn ní gbèsè 50k",0,2,2,0,0,0
yoruba_1_00116,"“Kátàkárà ní ìbò gómìnà Osun, ’ìkòkò ọbẹ̀‘ àti ‘ọmọ́bọ́láńlé’ ló fi owó dárà láàrin ara wọn”",0,0,0,2,0,0
yoruba_1_00117,Alleged missing N106bn: SERAP gbé Buhari lọ sílé ẹjọ́ lórí owó tí wọ́n ló d'àwátì láwọn ilé iṣẹ́ ìjọba,0,0,0,0,0,0
yoruba_1_00118,"Grace Oshiagwu: Afurasí ní abọ́ oúnjẹ kan, ẹ̀ẹ́dẹ́gbẹ̀ta náíra lòun ń gbà lóri àwọn tó pa l'Akinyele",0,0,2,2,0,0
yoruba_1_00119,Xenophobic Attack: Ìjọba rọ ọmọ Nàìjíríà pé kí wọ́n dẹ́kun kíkọlu iléeṣẹ́ South Africa,0,0,0,0,0,0
yoruba_1_00120,"Gbajugbaja oṣere tiata, Bolaji Amusan fi hàn wá bó se láyà to lori ètò ṣé o láyà?",0,0,0,0,0,0
yoruba_1_00121,"Oyo security: Àwọn agbébọn pa ìyàwò èèkàn olóṣèlú ní Ibadan, ọlọ́pàá ní adigunjalè ní wọ́n",0,2,0,0,0,0
yoruba_1_00122,Áfíríkà làwọn ènìyàn ti ń gbẹ̀mí ara wọn jùlọ lágbàáyé - WHO,0,2,2,0,2,0
yoruba_1_00123,Agric Locust: Àwọn kokoro eṣú ti ba irè oko jẹ nílẹ̀ Afirika,0,1,0,0,0,0
yoruba_1_00124,Divorce: Ilé ẹjọ́ tú ìgbéyàwó ọdún mẹ́tàdínlógún ká nítorí ààlè yíyàn,0,2,0,0,0,0
yoruba_1_00125,Gani Adams: Àwọn tó yẹ̀ kó gba Nàíjíríà sílẹ̀ lọ́wọ́ ìdààmú ti yẹsẹ̀ lójú òpó,0,2,0,0,0,0
yoruba_1_00126,Ademola Adeleke: Ta ni olùdíje gómìnà fún PDP tó gbégbá orókè láti tukọ̀ ìpínlẹ́ Osun,0,0,0,0,0,0
yoruba_1_00127,Prophet Israel Oladele: Wo díẹ̀ lára àwọn ìwàásù mánigbàgbé tí wòlíì ìjọ CCC Genesis Global ti ṣe,0,0,0,0,0,0
yoruba_1_00128,Domestic Violence: Ǹkan mẹ́jọ tó máa kọ́kọ́ ṣẹlẹ̀ kí olólùfẹ́ méjì tó pa ara wọn,0,0,0,0,0,0
yoruba_1_00129,Olubadan flown abroad?: Ohun tí Ààfin sọ rèé lórí ipò àlàáfíà Olubadan,0,0,0,0,0,0
yoruba_1_00130,Wo àwọn orílẹ̀ èdè mẹ́wàá tí kìí ṣe ayẹyẹ ọdún tuntun ní January 1,0,0,2,0,0,0
yoruba_1_00131,Ekiti monarchs lead protest: Orí adé mẹ́rin ṣe ìfẹ̀hónúhàn l'Ekiti lórí ọ̀rọ̀ ìjọba ìbílẹ̀ wọn,0,0,2,0,0,0
yoruba_1_00132,Timothy Adegoke Vs Rahmon Adedoyin: Ẹbí Adedoyin korò ojú sí ọ̀rọ̀ tó ń lọ lórí ayelujára nípa ìgbẹ́jọ́ wọn,1,0,0,0,0,0
yoruba_1_00133,Yoruba Nation: Ọ̀jọ̀gbọ́n Banji Akintoye ní ìjọba Nàìjíríà ti fowó ra àwọn alamí kan sáàrín àwa ajìjàgbara Yoruba Nation,0,0,0,0,2,0
yoruba_1_00134,Petrol Pump Price: Ọmọ Nàíjíríà ń bèèrè pé níbo ni oúnjẹ́ Kérésì yóò ti wá torí lítà epo tó di ₦170,0,0,0,0,2,0
yoruba_1_00135,"Nigerian Doctors Crisis: Àwọn dókítà tó kúrò ní Nàíjíríà lọ sílẹ̀ UK, US àti Saudi sọ ìrírí ayọ̀ tí wọn ń ní",0,0,0,0,0,2
yoruba_1_00136,"Adeleke yóò gbà isẹ lọ́wọ́ 12,000 òṣìṣẹ́ tí Oyetola ṣẹ̀ṣẹ̀ gbà - PDP",0,2,0,0,1,0
yoruba_1_00137,"Efuoma Amos: Ẹ̀bùn láti ọ̀run wá ni, àwọn obìnrin ma ń wọ́ tẹ̀lé mi ni láti kékeré",0,0,0,0,0,1
yoruba_1_00138,'Bí ọ̀pọ̀ ọ̀dọ́ àti obìnrin ṣe forúkọ sílẹ̀ fún PVC kò wúlò tí ...',1,0,0,0,0,0
yoruba_1_00139,"Nàíjíríà méjì ló wà, kí Yorùbá gba òmìnira lọ̀nà àbáyọ - Akintoye",1,0,0,0,0,0
yoruba_1_00140,Nigeria Insecurity: Àwọn ọdọ́ Arewa ké sáwọn aṣáájú láti pe ìpàdé àjọ tó ńi ìrònú lórí Nàíjíríà,0,0,0,0,1,0
yoruba_1_00141,Ibrahim Chatta: Ó gba àwọn òṣèré tíátà nímọ̀ràn láti máa ṣaájò ẹgbẹ́ wọn,0,0,0,0,0,0
yoruba_1_00142,Ọmọ ọdún mẹ́sàn-án tó n gbé àṣà Yorùbá lárugẹ́ sọ nkan tó jẹ́ ìwúrí fún tó fi n ṣe bẹ̀ẹ́,0,0,1,0,0,0
yoruba_1_00143,Pius Adesanmi: Òní ni ẹ̀bí akọni Pius Adesanmi n ṣètò ìkẹyìn fún ogbontarigi náà,0,2,0,0,0,0
yoruba_1_00144,Olùdásílẹ̀ ilé ìtura Hilton Rahmon Adedoyin ló ní kí n sọ fawọn ọlọ́pàá pé Timothy Adegoke kò sùn ilé ìtura wà,0,0,0,0,0,0
yoruba_1_00145,HPV Infection: Àpẹ́rẹ́ àìsàn tó ń fa àrùn jẹjẹrẹ pọ̀ lára àwọn obinrin tó wà ní ìlú Ibadan - Ìwádìí fìhàn,0,0,2,0,2,0
yoruba_1_00146,"Goriola Hassan: Bí o ko ba yọju níwájú ilé, a ó fi ọlọ́pàá gbé ọ́, Alaga Igbimọ pàsẹ fún Goriola Hassan lórí ipò rẹ̀ bi ọba Imobi",3,0,0,0,0,0
yoruba_1_00147,Doctors‘ Strike: Àwọn dókítà tó ń woṣẹ́ níran ní UCH sọ̀rọ̀ lórí ẹ̀dùn ọkàn wọn,0,0,0,0,0,0
