text_id,text,Sadness,Joy,Fear,Anger,Surprise,Disgust
isixhosa_1_00030,Abahlali baseDangwana bafuna ukufakwa kwiprojekthi yokulungisa iindlela e uR61 | EC Indab,0,0,0,0,0,0
isixhosa_1_00031,Usakhangelwa * ‘My Friend’ otyholwa ngokudlwengula,0,0,0,2,0,0
isixhosa_1_00032,Uhlonitshwe ngembasa uGqr. Noxolo Grootboom,0,2,0,0,0,0
isixhosa_1_00033,UDa Gama akayichasanga iBafana Bafana,0,1,0,0,0,0
isixhosa_1_00034,Igqugqise kwitumente yolutsha iBlue Dolphin yazuza indebe,0,3,0,0,0,0
isixhosa_1_00035,Amazwi ovelwano emva kokubhubha kukaKumkanikazi Nozamile,2,0,0,0,0,0
isixhosa_1_00036,Ufuna inguqu umqeqeshi weStomers!,0,0,0,1,0,0
isixhosa_1_00037,UNqaba Bhanga unqabile kwingxaki yabahlali,0,0,0,0,0,0
isixhosa_1_00038,Oogqirha baseMpuma Koloni abangaphangeliyo babambe umngcelele ukuya eBhisho befuna umsebenzi | EC Indab,1,0,0,0,0,0
isixhosa_1_00039,Babhenela kuRhulumente abalimi bakuNdabakazi,1,0,0,0,0,0
isixhosa_1_00040,"Yashe: ‘Abantu bandixhasa, ngoku mandibaxhase’",0,1,0,0,0,0
isixhosa_1_00041,Pitso Mosimane: Andihlonitshwa kweli lizwe,2,0,0,0,0,0
isixhosa_1_00042,UKatsande ufuna iChiefs inyuse igiya!,0,0,0,2,0,0
isixhosa_1_00043,Pitso: Zimbini iindebe esijonge zona ngoku,0,0,0,0,0,0
isixhosa_1_00044,Ukhethe ukubeka phantsi uNgcobo,2,0,0,0,0,0
isixhosa_1_00045,URussouw ukhutshiwe kwimidlalo ye-ODI,2,0,0,0,0,0
isixhosa_1_00046,Abantakwe balindelwe liwonga elikhulu le-INGOMA,0,2,0,0,0,0
isixhosa_1_00047,UMakaula sisibane sabafundi baseMakaula,0,2,0,0,0,0
isixhosa_1_00048,‘Izigrogriso zobunqolobi zikhona eMzantsi Afrika’,0,0,2,0,0,0
isixhosa_1_00049,Ayifikanga igalelekile ingxikela yetumente yebhola eMthatha,0,3,0,0,0,0
isixhosa_1_00050,Batshise imoto yoonogada abafandi baseWalter Sisulu!,0,0,0,1,0,0
isixhosa_1_00051,IEC: Qinisekisa idilesi yakho,0,0,0,0,0,0
isixhosa_1_00052,UMasutha ubathembile abadlali beChippa,0,1,0,0,0,0
isixhosa_1_00053,INkulumbuso entsha kwisizwe sakwaZulu,0,1,0,0,0,0
isixhosa_1_00054,"Bazakufika ndibalindile, utsho uNguta",0,0,0,0,0,0
isixhosa_1_00055,IPolisa ebelifuna izinyobo beliyalela amaxhoba alo angathumeli ngebhanki imali,2,0,0,0,0,0
isixhosa_1_00056,Isilumkiso kwiSACP engenela unyulo eAlfred Nzo,0,0,1,0,0,0
isixhosa_1_00057,IBIYINKUNGU NELANGA ESOJONISI KwiSingqisethu Festival | EC Indab,0,2,0,0,0,0
isixhosa_1_00058,USiya Kolisi uwaqhwabela izandla AmaBhokobhoko atshatsheleyo!,0,3,0,0,0,0
isixhosa_1_00059,Bawelwe yindlu belele babhubha,3,0,0,0,0,0
isixhosa_1_00060,Kubanjwe amadoda amabini ngezityholo zokushishina ngemikhombe | EC Indab,2,0,0,0,0,0
isixhosa_1_00061,iJeffreys Bay neKruisfontein ziyakhokela kwiEastern Cape Super 14!,0,2,0,0,0,0
isixhosa_1_00062,Uyaqhuba uRhulumente wePhondo kwezeMfundo | EC Indab,0,1,0,0,0,0
isixhosa_1_00063,Wenze imbali kwakhona uCha Le Clos,0,3,0,0,0,0
isixhosa_1_00064,AbeSciFest Africa baqubula imbalela,0,3,0,0,0,0
isixhosa_1_00065,Ubanjiwe orhanelwa ngokubulala usana lwakhe ngamanzi abilileyo,3,0,0,0,0,0
isixhosa_1_00066,‘Konakele!’ - ibhishophu yaseWisile,2,0,0,0,0,0
isixhosa_1_00067,Ibokoboko amacala iDinaledi engonjwe yiCoastal United ngolunya,1,0,0,0,0,0
isixhosa_1_00068,Lophukile ulutsha ngenxa yokudinga abantu abayimizekelo,3,0,0,0,0,0
isixhosa_1_00069,Ikamva likaSiya Kolisi njengokapteni weSpringbok limfiliba,3,0,0,0,0,0
isixhosa_1_00070,USemenya uza kuva isigwebo kwiiveki ezizayo,0,0,1,0,0,0
isixhosa_1_00071,Akanalwazi ngabakhwetha uVan Rooyen,0,0,0,0,0,0
isixhosa_1_00072,Bavan’ amandla abezopolitiko eBhayi,0,0,1,0,0,0
isixhosa_1_00073,UBartlett  lisekela  mqeqeshi  we-Under 23,0,1,0,0,0,0
isixhosa_1_00074,Ibulewe yashiyeka iqungquluze esitalatweni indoda eKapa,3,0,0,0,0,0
isixhosa_1_00075,Udilikajele kowabulala intokazi nomama wayo!,2,0,0,0,0,0
isixhosa_1_00076,Lumka! ungonzakaliswa ngabanqolobi | EC Indab,0,0,2,0,0,0
isixhosa_1_00077,UKatlego Sibeko ufudukele kwiScandal!,0,1,0,0,0,0
isixhosa_1_00078,Andisazi tu isiduko sam namasiko asekhaya!,3,0,0,0,0,0
isixhosa_1_00079,Nqulani nicenge ningxengxeze ngokukhawuleza!,0,0,2,0,0,0
isixhosa_1_00080,Litshele endlini yalo labhubha ixhegwazana,3,0,0,0,0,0
isixhosa_1_00081,Unkankaza ejele onezidumbu ezithathu!,0,0,0,0,0,0
isixhosa_1_00082,Motshwari: Ndiyayibulela inkxaso yenu,0,2,0,0,0,0
isixhosa_1_00083,Limfiliba ikamva likaTinkler kwiPirates,2,0,0,0,0,0
isixhosa_1_00084,AmaBhokobhoko aya kutyelelo lwaseAustralia engxwelerhekile,3,0,0,0,0,0
isixhosa_1_00085,Ibiluyolo lodwa kwiilwandle zephondo,0,3,0,0,0,0
isixhosa_1_00086,Kucholwe usana luneyure luzelwe!,3,0,0,0,0,0
isixhosa_1_00087,Amakhosi afumene iqabane elitsha!,0,2,0,0,0,0
isixhosa_1_00088,Kubhubhe omnye umkhwetha kuQumbu,3,0,0,0,0,0
isixhosa_1_00089,Ingxoxo ngesigwebo malunga nabaseNyobeni nabafunyenwe benetyala!,2,0,0,0,0,0
isixhosa_1_00090,ADLALE KAKUHLE AMABHOKOBHOKO KUMDLALO WAYO WOKUZILOLONGELA INDEBE YEHLABATHI YOMBHOXO | EC Indab,0,2,0,0,0,0
isixhosa_1_00091,Iqela laseNgqushwa lithiwe jize ngekiti entsha kraca yiEyethu Protection!,0,3,0,0,0,0
isixhosa_1_00092,Akawuvali umlomo uNontshinga owenze imbali eMexico!,0,3,0,0,0,0
isixhosa_1_00093,Umasipala ombaxa waseBuffalo City kunye nee-arhente zogcino,0,0,0,0,0,0
isixhosa_1_00094,UMajeke uthi ukulungele ukukhokela iSascoc!,0,2,0,0,0,0
isixhosa_1_00095,"Imvula enethe ngamandla Kulempelaveki sisuka kuyo kwiphondo leMpuma Koloni, ishiye izikhukhula eGarden Route | EC Indab",3,0,0,0,0,0
isixhosa_1_00096,UDan Malesela ukhonjwe emnyango yiChippa United,2,0,0,0,0,0
isixhosa_1_00097,#NAF2017: Liza eRhini ‘iZim leToilet’!,0,0,0,0,0,0
isixhosa_1_00098,Liyoyikisa izinga lokunyamalala kwamadoda eGqeberha!,0,0,3,0,0,0
isixhosa_1_00099,Ubuyela eMthatha umdlalo wamanqindi!,0,2,0,0,0,0
isixhosa_1_00100,Woyika ukutshela etyotyombeni ongakwazi kuhamba!,3,0,3,0,0,0
isixhosa_1_00101,Iyavalwa iRadio Zibonele kwintsuku nje ezintandathu(6 days) | EC Indab,3,0,0,0,0,0
isixhosa_1_00102,Bathathu ababhubhileyo ngenxa yezinyoka!,3,0,0,0,0,0
isixhosa_1_00103,Uthi uDumi Mkokstad wamkhuphisa isisu!,2,0,0,0,2,0
isixhosa_1_00104,Uzimanya ngeqhina lomtshato Nyan Nyan!,0,3,0,0,0,0
isixhosa_1_00105,UCoetzee unexhala phambi komdlalo wovavanyo,0,0,2,0,0,0
isixhosa_1_00106,Halala kumfama uSiphesihle Kwetana!,0,3,0,0,0,0
isixhosa_1_00107,USomizi noMohale bayakumema emtshatweni wabo,0,2,0,0,0,0
isixhosa_1_00108,IKumkani yamaBhaca ikhothamile emva kwengulo engephi,3,0,0,0,0,0
isixhosa_1_00109,‘Sizwe Banzi is Dead’,3,0,0,0,0,0
isixhosa_1_00110,Usalwazi uGayi? Kubuyelwe embo eQamata kudibene iimbongi!,0,2,0,0,0,0
isixhosa_1_00111,Ronwen Williams: iDowns igxeleshe indebe yeCAF Champions League,0,0,0,0,0,0
isixhosa_1_00112,Indlu yeNkosi ikhuthaza ukuvota,0,1,0,0,0,0
isixhosa_1_00113,"Zuma: Induku ndiyayazi, ndiza kuzikhusela",0,0,0,0,0,0
isixhosa_1_00114,Musa ukuba lixhoba lolwaphulo-mthetho oluqhubeka kumaqonga onxibelelwano,0,0,0,0,0,0
isixhosa_1_00115,Iqela elikwiMotsepe League kuphiswe ngalo ebahlalini eChris Hani!,0,0,0,0,0,0
isixhosa_1_00116,"iBhala Chiefs ihambe neR10,000 yonke kwiMongi Rula Tournament!",0,3,0,0,0,0
isixhosa_1_00117,Amantombazana anyulu aza kubhiyoza noZwelonke,0,2,0,0,0,0
isixhosa_1_00118,Abafana Bes’thende babethwe bangcotsha yiSundowns emdlalweni weTelkom Knockout,2,0,0,0,0,0
isixhosa_1_00119,Kukhangelwa izizalwane zamadoda amabini afunyenwe ebhubhile eGqeberha,3,0,0,0,0,0
isixhosa_1_00120,Baza kunyuka umnqantsa aBafana Bafana emdlalweni wanamhlanje,0,1,0,0,0,0
isixhosa_1_00121,UJose Riveiro uphawula ngakufunayo kwiDStv Premiership,0,0,0,0,0,0
isixhosa_1_00122,Salaze: NguKwanele owenze ubuqhetseba,0,0,0,2,0,0
isixhosa_1_00123,AmaWisile olule isandla sawo,0,1,0,0,0,0
isixhosa_1_00124,Bathweswe izidanga abafundela ulimo eFort Cox,0,3,0,0,0,0
isixhosa_1_00125,Ungcwatyelwa eNgcobo uAmahle Quku,2,0,0,0,0,0
isixhosa_1_00126,Kubhubhe isine kwingozi yemoto ephondweni,3,0,0,0,0,0
isixhosa_1_00127,"Mabaye bephila, babuye bephila",0,0,0,0,0,0
isixhosa_1_00128,“Ndiyathemba izinto zizakutshintsha kwisizini ezayo” - Sandla,0,0,0,0,0,0
isixhosa_1_00129,Kuninzi okothusayo okubonwe kwizithandani ezibhaqwe zibhubhile,3,0,0,0,0,0
isixhosa_1_00130,iTS Galaxy ityikitye uVilakazi noMlambo phambi kwesizini entsha,0,2,0,0,0,0
isixhosa_1_00131,"Abuyela kundalashe Amakhosi, iziphumo ziyabonakala",0,2,0,0,0,0
isixhosa_1_00132,Ithemba elitsha kwimveliso yeMacadamia,0,2,0,0,0,0
isixhosa_1_00133,Uncedo kumama owahlaba izidlwengu,2,1,0,0,0,0
isixhosa_1_00134,Amapolisa alumkisa abaqhubi beUber neTaxify eNyanga,0,0,2,0,0,0
isixhosa_1_00135,Liyaqhuba ityala lokubulawa kuka Aviwe Jam Jam,3,0,0,0,0,0
isixhosa_1_00136,IGOSA LAMAPOLISA ELINGEKHO MSEBENZINI LIBAMBE ABARHANELWA BOKUPHANGA EMONTI | EC Indab,0,2,0,0,0,0
isixhosa_1_00137,Bheki Mtolo: “NguMkhonto weSizwe womgunyathi lo”,0,0,0,3,0,0
isixhosa_1_00138,UTeboho Mokoena uhlangule uMzantsi Afrika emdlalweni obalulekileyo,0,3,0,0,0,0
isixhosa_1_00139,Imibuzo ebuzwa rhoqo ngokutshintsha ingxowamali yomhlalaphantsi yeGEPF,0,0,0,0,0,0
isixhosa_1_00140,Baxhele inkomo kuqhankqalazo lwaseFort Hare,0,0,0,0,0,0
isixhosa_1_00141,UKulturiko womeleza abadandathekileyo ngomculo wakhe,0,2,0,0,0,0
isixhosa_1_00142,Umdliva wendumiso eMonti noPutuma!,0,3,0,0,0,0
isixhosa_1_00143,Libuyiselwe ityala lobuqhophololo laseAmathole!,0,0,0,0,2,0
isixhosa_1_00144,IZwede ijike yayindawo yemfazwe emva kodubulwano olusube yamine(4) imiphefumlo. | EC Indab,2,0,0,0,0,0
isixhosa_1_00145,Iphi imali yeKei Rail?,0,0,0,0,0,0
isixhosa_1_00146,‘UNUZ Queen ube idimoni lam!’,0,0,0,0,0,0
isixhosa_1_00147,Imvumi yaseMonti ikwiqonga lakokwayo okokuqala!,0,2,0,0,0,0
isixhosa_1_00148,Igqwetha ‘liqhathe’ unogada lamlala!,3,0,0,0,0,0
isixhosa_1_00149,Uhanjiswe ze iiyure ezintathu ehlathini lipolisa,3,0,0,0,2,0
isixhosa_1_00150,Kuyingozi ukuqhomfela isisu ezikoneni!,2,0,3,0,0,0
isixhosa_1_00151,Enkundleni abapakanyele intwazana ena5 beyidlwengula eNgqushwa,3,0,0,0,0,0
isixhosa_1_00152,Inkulumbuso yephondo leMpuma Koloni ivule ngokusesikweni isikolo samabanga aphakamileyo iSophathisana eMonti | EC Indab,0,3,0,0,0,0
isixhosa_1_00153,Ohlabe umntwana wakhe usiwe kwisibhedlele sengqondo,3,0,0,0,0,0
isixhosa_1_00154,Uloyisile idabi lomhlaza webele,0,3,0,0,0,0
isixhosa_1_00155,Ludinga inkxaso ulutsha lwelali yaseQonce,0,0,0,0,0,0
isixhosa_1_00156,Kwenzeka izinto ezibuhlungu ebantwini balapha kwaLanga,3,0,0,0,0,0
isixhosa_1_00157,ISebe lezoThutho linyanzelisa abaqhubi bezothutho lwabafundi ukuba bathobele uSARS. | EC Indab,0,0,0,0,0,0
isixhosa_1_00158,Linqunyanyisiwe ityala lenkosikazi eyabulala isidlwengu!,0,1,0,0,0,0
isixhosa_1_00159,Abasebenzi barhaxwe ngumsi bephangele,3,0,0,0,0,0
isixhosa_1_00160,‘Sizimisele ukuya phambili kwiNedbank Cup’,0,1,0,0,0,0
isixhosa_1_00161,IGriquas idlulele kumagqibela kankqoyi,0,3,0,0,0,0
isixhosa_1_00162,AbaNtsundu bokuqala ukuhlohla isiXhosa kwiiYunivesithi zeli lizwe,0,2,0,0,0,0
isixhosa_1_00163,UCaster angophula irekhodi le-800m,0,2,0,0,0,0
isixhosa_1_00164,Baqhushumbisa amangcwaba egameni lophuhliso,0,0,0,0,0,0
isixhosa_1_00165,Makupula: Ebeneempawu zenkubazeko uLumka,2,0,0,0,0,0
isixhosa_1_00166,UMpengesi uza kulungisa amabala ngezigidi ezilishumi zonke zerandi,0,2,0,0,0,0
isixhosa_1_00167,Abantu abamnyama bayafunwa kwimisebenzi yaselwandle,0,1,0,0,0,0
isixhosa_1_00168,UCaster Semenya ufumene iDayimane eZurich!,0,3,0,0,0,0
isixhosa_1_00169,UKomphela uchwayitile emva kwempumelelo yeMoroka Swallows izolo,0,2,0,0,0,0
isixhosa_1_00170,USemenya umangalele umbutho weembaleki ofuna ukumenza indoda,1,0,0,2,0,0
isixhosa_1_00171,Iminyaka eyi-75 esejele ngobuqhophololo,0,0,0,0,0,0
isixhosa_1_00172,IChiefs neBucs zincwase iBlack Label Cup!,0,0,0,0,0,0
isixhosa_1_00173,1897: Ubhubhane weenkomo iRenepesi,2,0,0,0,0,0
isixhosa_1_00174,Kugqityiwe: Amakhosi ohlukene ngokusesikweni noGeorge Lebese!,1,0,0,0,0,0
isixhosa_1_00175,Entsimini - EyeNkanga 2022,0,0,0,0,0,0
isixhosa_1_00176,UMfundisi obezithandazela ehlathini ubhaqe umzimba wenkosikazi!,2,0,0,0,0,0
isixhosa_1_00177,Kubulewe abantu abane bosapho olunye,2,0,0,0,0,0
isixhosa_1_00178,‘Bendingafuni ithathwe ngumntu wangaphandle’,0,0,0,0,0,0
isixhosa_1_00179,UMotaung ukhumbula intlekele yase-Orkney!,3,0,0,0,0,0
isixhosa_1_00180,Igwetyiwe indlala kwiPirates emva kokusokola emidlalweni eliqela,0,2,0,0,0,0
isixhosa_1_00181,Iqakamba: UMzantsi Afrika uthathana neSri Lanka namhlanje eMonti,0,0,0,0,0,0
isixhosa_1_00182,UKhune uthi makuphele ukugqugqisa kweMamelodi Sundowns,0,0,0,1,0,0
isixhosa_1_00183,"UVilakazi uyahamba kwiWits, nakanjani!",2,0,0,0,0,0
isixhosa_1_00184,Sisixhiphothi sendoda(63) endala netyholwa ngokudlwengula imveku eneminyaka emine(4) ubudala. | EC Indab,2,0,0,2,0,0
isixhosa_1_00185,iChippa United indwendwela iPolokwane City emdlalweni obalulekileyo,0,0,0,0,0,0
isixhosa_1_00186,Avele kwinkundla kamantyi amapolisa amathathu ngezityholo zokuzaba ngumqobo endleleni yobulungisa | EC Indab,2,0,0,0,0,0
isixhosa_1_00187,Batshe bangqungqa abantwana(3) ngethuba belele kwityotyombe eNew Brighton eGqeberha namhlanje. | EC Indab,3,0,0,0,0,0
isixhosa_1_00188,UBosch angafumana iwonga lehlabathi,0,2,0,0,0,0
isixhosa_1_00189,Avulekile amasango weRooibos yeli eTshayina,0,2,0,0,0,0
isixhosa_1_00190,UMduduzi Manana ulivumile ityala,0,0,0,0,0,0
isixhosa_1_00191,UKomphela akumkhathazi ukubethwa yiBaroka FC,0,0,0,0,0,0
isixhosa_1_00192,IiNkosi ziyokufunda ngophuhliso lwendongomane,0,1,0,0,0,0
isixhosa_1_00193,Batshise indlu yotyholwa ngokubulala * -Uyinene!,3,0,0,0,0,0
isixhosa_1_00194,Malusi Gigaba: Umboniso wesondo ziinzame zokunditshabalalisa,2,0,0,0,0,0
isixhosa_1_00195,Akakhange alibeke kumngcwabo womntakwabo uCeline Dion,2,0,0,0,2,0
isixhosa_1_00196,Amathuba okwenza imali ngemoto yakho,0,1,0,0,0,0
isixhosa_1_00197,Inguqu baza kuyilwa kusiphuke izicithi!,0,0,0,0,0,0
isixhosa_1_00198,"Yonga amanzi, imbalela iyagquba",2,0,0,0,0,0
isixhosa_1_00199,Iqela laseLimpopo lityikitye iziqwayi zabadlali ababini abaziwayo,0,2,0,0,0,0
isixhosa_1_00200,UDEMWO: Sisithuko kumanina eli ukonyulwa kukaBathabile,0,0,0,3,0,0
isixhosa_1_00201,Iphelile indlela yePirates evuthululwe kanobom yiRaja Casablanca,2,0,0,0,0,0
isixhosa_1_00202,Izigxeko nezincomo ngomzobo ongoZuma,0,0,0,0,0,0
isixhosa_1_00203,"Wadlwengula abafundi, wabhaqwa ngesikhinda awasishiyayo!",3,0,0,0,0,0
isixhosa_1_00204,Kubonwe ngesandla somtu siphethwe yinja eLibode. | EC Indab,2,0,0,0,2,0
isixhosa_1_00205,"Uxhuzula de aziyekele, kuba akahoywanga",3,0,0,0,0,0
isixhosa_1_00206,Abasebenzi bakwamasipala mabaphume kwimiba yezopolitiko,0,0,0,2,0,0
isixhosa_1_00207,"Inikezele impilo yontwana, emva kwethuba ehlutshwa kukudumba. | EC Indab",3,0,0,0,0,0
isixhosa_1_00208,Nisithuka njani nifun’ ivoti yethu?,0,0,0,3,0,0
isixhosa_1_00209,Basanqunyanyisiwe ootishala abazuma abafundi!,2,0,0,0,0,0
isixhosa_1_00210,Amanina amabini antyumpantyumpeka kwityala lobusela!,0,0,0,0,0,0
isixhosa_1_00211,"Ude wabufumana ubulungisa umtwana, owashiywa lwelokufa yindonda eyamdlwengula ze yamkhupha amehlo. | EC Indab",0,3,0,0,0,0
isixhosa_1_00212,UNamhla uyifuna apha itrufm,0,0,0,0,0,0
isixhosa_1_00213,Intwazana yaseQonce ngumsasazi we-5FM!,0,2,0,0,0,0
isixhosa_1_00214,Ufikelele kwisigidi sabalandeli uTwitter ka-AKA,0,3,0,0,0,0
isixhosa_1_00215,Ingozi eMtata nesube imiphefumlo emithathu(3) | EC Indab,3,0,0,0,0,0
isixhosa_1_00216,Usana lukhalela ibele lukanina obhubhileyo,3,0,0,0,0,0
isixhosa_1_00217,Funda ilayisenisi yokuqhuba simahla,0,2,0,0,0,0
isixhosa_1_00218,Wandiliseka umngcwabo ka Kumkan’uZwelonke!,0,1,0,0,0,0
isixhosa_1_00219,Utya okwenja ngenxa yenkubazeko,3,0,0,0,0,0
isixhosa_1_00220,Inkxalabo ngokutsha kwezakhiwo zaseDutywa,2,0,2,0,0,0
isixhosa_1_00221,"""Yohlukanani nalo mkhuba wokuthengisa izindlu zikarhulumente!""",0,0,0,3,0,0
isixhosa_1_00222,Ixhegwazana liduke likhangela iinkomo!,2,0,0,0,0,0
isixhosa_1_00223,Abakhwetha babhubhile emva kokutsha besebhumeni,3,0,0,0,0,0
isixhosa_1_00224,Usizi besokola amanzi amdaka,3,0,0,0,0,0
isixhosa_1_00225,Babanjwe besanukiselwa ngumhluzi weegusha abazibileyo,0,0,0,0,0,0
isixhosa_1_00226,"Landile inani lokubhubha kwabasenzi, kwintlekele yesakhiwo eGeorge. | EC Indab",3,0,0,0,0,0
isixhosa_1_00227,UKhoza ubulela elinye ithuba!,0,2,0,0,0,0
isixhosa_1_00228,Ubhubhele isihlalo sobudoda emgidini!,3,0,0,0,0,0
isixhosa_1_00229,"Ekugqibeleni, Amakhosi ade aphumelela",0,3,0,0,0,0
isixhosa_1_00230,UNkosi Maqoma akafanga usaphila,0,1,0,0,0,0
isixhosa_1_00231,Intywila engxakini mpela ngoku iBlack Leopards emva kokubethwa kwidabi lobukhaya laseLimpopo,3,0,0,0,0,0
isixhosa_1_00232,Ufunyenwe ezantsi kobuhlanti odlwengulwe ngumelusi,2,0,0,0,0,0
isixhosa_1_00233,Igqala lomsasazi libuyele kunomathotholo!,0,3,0,0,0,0
isixhosa_1_00234,UGwala akasenaso isifo somhlaza!,0,3,0,0,0,0
isixhosa_1_00235,Ubomi kwezimnyama ngokudlwengula isihlobo sakhe!,2,0,0,0,0,0
isixhosa_1_00236,‘Ndifuna abanjwe umnikazi wenja endityileyo’,0,0,0,2,0,0
isixhosa_1_00237,Amaqela aphikisayo emva kweSONA,0,0,0,0,0,0
isixhosa_1_00238,UTeto waseMonti uqala ubomi obutsha eScotland!,0,2,0,0,0,0
isixhosa_1_00239,Mabuyane: Andizokufela izono zabantu abangasebenziyo,0,0,0,1,0,0
isixhosa_1_00240,Amakhosi awuphumelele umdlalo weNedbank – kodwa asokolisiwe yiRoyal Eagles!,0,2,0,0,0,0
isixhosa_1_00241,YINTWAZANA EMINYAKA(12) EDLWENGULWE YABULAWA YINDODA(47) YASE XHORA EYALUSA IMFUYO EKUHLALENI | EC Indab,3,0,0,0,0,0
isixhosa_1_00242,Bhayi neGcuwa bilisani amanzi phambi kokusela nokupheka!,0,0,2,0,0,0
isixhosa_1_00243,Ufumene iwonga uMfenqe obalasele kuphuhliso lweqakamba eMpuma Koloni,0,3,0,0,0,0
isixhosa_1_00244,Ubomi ejele kwindoda edlwengule inkwenkwe!,0,0,0,0,0,0
isixhosa_1_00245,Umfundi waseWSU uhlatywe wabhubha emva kwengxabano ngokusetyenziswa kwamayeza esiNtu,2,0,0,0,0,0
isixhosa_1_00246,ULISHIYILE ELI U ANESIPHO GOTYANA EMVA KOKUDLIKIDLWA NGUMHLAZA (CANCER) IXESHA ELIDE. | EC Indab,3,0,0,0,0,0
isixhosa_1_00247,Amasi abekwe elangeni eBhayi,0,0,0,0,0,0
isixhosa_1_00248,ANC: Tshotsho Nancy Sihlwayi,0,0,0,0,0,0
isixhosa_1_00249,Usizi lokubhubha kwabantwana esuthwini,3,0,0,0,0,0
isixhosa_1_00250,USASSA waseDutywa utye imali yomhlolokazi!,0,0,0,2,2,0
isixhosa_1_00251,Bathathu(3) ababhubhe kwingozi emasikizi kude kufuphi naseMonti. | EC Indab,3,0,0,0,0,0
isixhosa_1_00252,Intatheli yase-Angola idutyulwe eRhawutini,3,0,0,0,0,0
isixhosa_1_00253,Uxhalabe yiKhorona ohlala kwisitishi selindle,0,0,3,0,0,0
isixhosa_1_00254,UKaizer Motaung umkhulule ngamazwi amnandi uEric Mathoho,0,2,0,0,0,0
isixhosa_1_00255,"""Awunguye unyana wam wesende""",1,0,0,0,0,0
isixhosa_1_00256,Ubeleka umama wakhe ongakwazi kuhamba ngenxa yendlela embi,2,0,0,0,0,0
isixhosa_1_00257,Ayifikanga igalelekile iBerlin November eMpuma Kolini | EC Indab,0,2,0,0,0,0
isixhosa_1_00258,Ebengathi ukumboniso kamabonakude uKupelo efunwa iR1 million!,0,0,1,0,0,0
isixhosa_1_00259,Ixhoba lengozi emanyumnyezi elifunyenwe ku,3,0,0,0,0,0
isixhosa_1_00260,"Imali karhulumente idyarhazwe kwiwotshi, umsesane, iPorsche neFerrari",0,0,0,0,0,0
isixhosa_1_00261,Unxunguphalo emva kokubulawa kwepolisa ngoonqevu,3,0,0,0,0,0
