text_id,text,Anger,Sadness,Disgust,Surprise,Fear,Joy
zulu_1_00040,Uhulumeni uthi amaphaphu phansi kubuya isifo sikapholoni,0,0,0,0,2,0
zulu_1_00041,Kuthungathwa ufakazi ecaleni lokubanjwa kwenkunzi,0,0,0,0,0,0
zulu_1_00042,Kusolwa ubunqonqela kusihlalo ngokubuya kukaNgema kwiChippa,0,0,0,1,0,0
zulu_1_00043,Izogadla ngabalingisi abasha iLockdown,0,0,0,0,0,0
zulu_1_00044,Uzonyuka futhi uphethroli,0,0,0,0,0,0
zulu_1_00045,Ibuya nentsha iBongo Maffin,0,0,0,0,0,0
zulu_1_00046,Kusolwa inkinga yezimali owesifazane 'eqotha' umndeni,0,0,0,3,0,0
zulu_1_00047,Bashaqekile ngesidumbu esitholwe esitamkokweni,0,0,0,3,0,0
zulu_1_00048,Ingozi iMamelodi Sundowns elengela kuyona,0,0,0,0,0,0
zulu_1_00049,Indoda idutshulwe iyolalela icala nomkayo,0,3,0,0,0,0
zulu_1_00050,Lizokhuphuka inani likaphethroli kuleli sonto,0,0,0,0,0,0
zulu_1_00051,Kuphucwa abafundi abawu-5 000 uxhaso lweNFSAS,0,2,0,1,0,0
zulu_1_00052,“Ubekhala ngempesheni” othumbe abantu eThekwini,0,0,0,2,0,0
zulu_1_00053,ICorona iphazamise ukhetho lokuchibiyela,0,0,0,0,0,0
zulu_1_00054,UMotsoeneng wangethula kwabakwa-Gupta: isikhulu,0,0,0,0,0,0
zulu_1_00055,AbeKokota bakhiphe iculo noDJ osemusha emculweni,0,0,0,0,0,0
zulu_1_00056,EZOTHANDO: Ufuna ngimuphe uR3 000 ngenyanga ukuze sibuyelane,0,0,0,2,0,0
zulu_1_00057,Kubuye ukuzethemba kwabeChiefs iqhubeka nokunqoba,0,0,0,0,0,2
zulu_1_00058,Kunyomfeka izinhlelo ngenxa yeCovid-19',0,0,0,0,0,0
zulu_1_00059,Kumanele olunywe wushaka umphambili,0,3,0,2,0,0
zulu_1_00060,Okhuze ibuya kweZimnyama ukhala ngethuba elanele,0,0,0,0,0,0
zulu_1_00061,USimphiwe Ngema ubonge isoka elisha elingusaziwayo edalula ukuthi ukhulelwe,0,0,0,0,0,2
zulu_1_00062,Umthelela omubi wesomiso kwezolimo,0,1,0,0,0,0
zulu_1_00063,URamaphosa usolwe ngokuhlukumeza owayeyinkosikazi yakhe,0,2,0,2,0,0
zulu_1_00064,I-ANC ididekile kolomhlaba -Mbeki,0,0,0,2,0,0
zulu_1_00065,Bafuna adedelwe aqhubeke nomsebenzi wakhe uGumede abamesekayo,0,0,0,0,0,0
zulu_1_00066,Oshonelwe wusana ufuna kujeze onesi,0,3,0,0,0,0
zulu_1_00067,Kushaywa amakhala ngababulewe,0,0,0,2,0,0
zulu_1_00068,UMaimane usongela uMagashule noZwane,0,0,0,1,0,0
zulu_1_00069,#KZNSOPA: UZikalala ukhathazekile ngesimo somnotho,0,1,0,0,0,0
zulu_1_00070,Kugwazwe kwabulawa owayeyiphini likasihlalo we-ANC eTshwane,0,2,0,0,0,0
zulu_1_00071,Kusemapeketwane ethuneni likaMeyiwa,0,2,0,0,0,0
zulu_1_00072,‘Ayethengwa amavoti eNasrec’ - owayengungqongqoshe,0,0,0,2,0,0
zulu_1_00073,Zihamba zodwa izinhlelo zeMoja Love kuDStv,0,0,0,0,0,0
zulu_1_00074,Ibheyili kwababanjwe namakhadi akwaSassa,0,0,0,2,0,0
zulu_1_00075,Zizovulelwa amacala izikhulu ezithinteka enkohlakalweni yethenda yeCovid-19,0,0,0,0,0,0
zulu_1_00076,ITheku alizilungele izinhlekelele,0,0,0,0,0,0
zulu_1_00077,Amaciko amashele ukubulawa kwabesifazane,2,0,0,0,0,0
zulu_1_00078,Akuzuvalwa isikhathi eside ezikoleni,0,0,0,0,0,0
zulu_1_00079,Ezempilo: Kutholwe umshanguzo olwa nesifo socansi,0,0,0,0,0,0
zulu_1_00080,Basebumnyameni ngenkosi ethunjiwe,0,2,0,0,0,0
zulu_1_00081,Kuqedwe usizi kuvulwa imizi namabhuloho,0,0,0,0,0,2
zulu_1_00082,KAIZER CHIEFS: Seligcwale umoya kuMiddendorp,0,0,0,0,0,0
zulu_1_00083,I-Afropunk iletha uSolange noMiguel kuleli,0,0,0,0,0,0
zulu_1_00084,‘Luzoxazululwa ngaphambi kukaKhisimusi olukaMeyiwa’ - Cele,0,0,0,0,0,0
zulu_1_00085,Amakhosi afuna umgadli oshisayo ongalibheki ipali,0,0,0,0,0,0
zulu_1_00086,Kushone isalukazi kudlwengulwa abazukulu sibuka,0,3,0,0,0,0
zulu_1_00087,Kuzoshuba kuma-semi final eNdebe yoMhlaba,0,0,0,0,0,0
zulu_1_00088,I-ANC ivuma ukushaywa yinkece nokulaxazwa ngabaxhasi,0,0,0,0,0,0
zulu_1_00089,Umbono kaBabes ngami awuthi shu...' Lady Zamar,0,0,0,0,0,0
zulu_1_00090,Uvalo amabhubesi ebhubhisa imfuyo,0,0,0,0,3,0
zulu_1_00091,Bagingqike nemoto babaleka abadubule usomatekisi,0,3,0,0,0,0
zulu_1_00092,Uthando lwakhiwa wukukhulela emakhaya,0,0,0,0,0,0
zulu_1_00093,UTembo usanethemba lokuqeda endaweni engcono,0,0,0,0,0,0
zulu_1_00094,Lungene kwelinye iqophelo olukaBuhle Mkhwanazi ongadlali,0,0,0,0,0,0
zulu_1_00095,UBenni ujabule kakhulu beshaya iDowns,0,0,0,0,0,3
zulu_1_00096,‘Kuboshwe 237 ngamacala okubanjwa kwezimoto zemali’ - Cele,0,0,2,1,0,0
zulu_1_00097,Washaqeka enqatshelwa ukungena emhlanganweni,0,0,0,2,0,0
zulu_1_00098,Amaphoyisa aphenya ngebhomu elitholwe ethempelini eVerulam,0,0,0,1,0,0
zulu_1_00099,Kumiswe izizumbulu zosolwa ngokukhwabanisa imali ze-UIF,0,0,0,2,0,0
zulu_1_00100,BUKA: Angene ngeVosho ePhalamende amalungu-EFF,0,0,0,2,0,0
zulu_1_00101,Baxhaswe ngezigidi abalimi abafufusayo,0,0,0,0,0,0
zulu_1_00102,USukazi uvume elokukhwabanisa,0,0,0,2,0,0
zulu_1_00103,Ucishe waphahluka ngokufa kukaSenzo,0,0,0,2,0,0
zulu_1_00104,Useqalile ukulubhada phansi ekhankasa,0,0,0,0,0,0
zulu_1_00105,Bagezeke igilo abalandeli ekhonsathini kaCassper Nyovest,0,0,0,0,0,1
zulu_1_00106,Liyabuya futhi namuhla elosolwa ngokubulala isitshudeni saseMUT,0,2,0,0,0,0
zulu_1_00107,Izibalo ezishaqisayo ngabafundi abadla izidakamizwa ezikoleni,0,0,0,2,0,0
zulu_1_00108,Kuvulwe icala ngonqamule ugesi ezweni,0,0,0,0,0,0
zulu_1_00109,Walaxaza umsebenzi wobumeli ngenhloso yokuhlekisa abantu,0,0,0,1,0,0
zulu_1_00110,UCele uncome amaphoyisa abulale abayisikhombisa,0,0,0,0,0,2
zulu_1_00111,Zihlanzwa kahle izimoto kuleli,0,0,0,0,0,0
zulu_1_00112,Bayaveva abacinyelwe ugesi eNkandla,3,0,0,0,0,0
zulu_1_00113,ODOKOTELA bafuna lusukunyelwe olwesimo sezibhedlela e-KZN,1,0,0,0,0,0
zulu_1_00114,Ikhabhinethi liphonsela inselelo isinqumo senkantolo ngemithetho kathaqa,0,0,0,0,0,0
zulu_1_00115,Kulimale 20 engozini ehlanganisa itekisi ebithwele abafundi,0,2,0,0,0,0
zulu_1_00116,UNcikazi akaneme ngakubone kwezakhe zinqoba,0,0,0,0,0,0
zulu_1_00117,Kusolwa isoka kutholakala isidumbu sengoduso,0,2,0,0,0,0
zulu_1_00118,UJiyane embangweni wesokwengamela i-IFP,0,0,0,0,0,0
zulu_1_00119,Isiphoxwa eyomqeqeshi waMakhosi iShell Helix Cup,0,0,0,0,0,0
zulu_1_00120,I-Joyous Celebration ihoxile kumaMetro FM Music Awards,0,0,0,1,0,0
zulu_1_00121,Isoka lizame ukubulala intombi ekhulelwe maqede lazisika uqhoqhoqho lizibulala,2,3,0,2,0,0
zulu_1_00122,I’Downs ifuna ukuzithoba inhliziyo ngoSuthu,0,0,0,0,0,0
zulu_1_00123,Amagoli azolamulela uGabuza ekuhhewulweni abalandeli: Mangena,0,0,0,0,0,0
zulu_1_00124,Baqala ukugonywa othisha ngelizayo kuleli,0,0,0,0,0,0
zulu_1_00125,Silandelwa yishwa isitabane esishonelwe,0,2,0,0,0,0
zulu_1_00126,ObekuZalo uthathwe Umlilo,0,2,0,2,0,0
zulu_1_00127,Wayebalekela ukuwasha izitsha ngebhola oweBanyana,0,0,0,0,0,0
zulu_1_00128,Kunzima koshuthekwe upelepele edlengulwa ngabahlanu,0,3,0,0,0,0
zulu_1_00129,Bafunda lukhulu  onozinti beMaritzburg kuFernandez,0,0,0,0,0,0
zulu_1_00130,UMkhize unxusa abantu bazivikele kwiCovid-19,0,0,0,0,0,0
zulu_1_00131,UFana usethi khumu emankomaneni,0,0,0,0,0,0
zulu_1_00132,Kunzima kobe yisisulu seyamatekisi,0,2,0,0,0,0
zulu_1_00133,Bavale idepho befuna ukuqashwa,2,0,0,0,0,0
zulu_1_00134,[IMIBONO] Abantu sebephelelwa yithemba kuKhongolose ngenxa yomona,0,0,0,0,0,0
zulu_1_00135,Ihoxisiwe iFact Durban Rocks,0,1,0,0,0,0
zulu_1_00136,Kuboshwe 'obulale' ingoduso ngensimbi eyisola ngokujola,2,3,0,2,0,0
zulu_1_00137,Awuhlukile nokukipita umshado omhlophe,0,0,0,0,0,0
zulu_1_00138,[IMIBONO] Bengiyovula icala ngishayiwe lavele langidelela iphoyisa,0,2,0,0,0,0
zulu_1_00139,Kushone amakhansela amabili e-ANC engozini,0,2,0,0,0,0
zulu_1_00140,Kudutshulwe 'umngani' kaChillies KwaDanaza eMlaza,0,3,0,0,0,0
zulu_1_00141,Ugwetshwe udilikajele odlwengule ingane,3,1,0,0,0,0
zulu_1_00142,Uyabhoka obeyimeya 'okweleta' umasipala uR490 000 kaphethroli,3,0,0,0,0,0
zulu_1_00143,Ubone afike ngayo uLarsen exoshwa kwiChippa,0,1,0,2,0,0
zulu_1_00144,Bavale imigwaqo befuna kuxoshwe abokufika,3,0,0,0,0,0
zulu_1_00145,UBrickz uvele wakhala ebuyiselwa esitokisini,0,3,0,0,0,0
zulu_1_00146,BUKA: Livaliwe ihhovisi lenxusa lakuleli eNigeria kulandela ukuhlaselwa,0,1,0,0,0,0
zulu_1_00147,Uxwayisa ontanga ozale wafihla usana,0,0,0,1,0,0
zulu_1_00148,Injabulo kowaMajita ngomphumela we-Afcon,0,0,0,0,0,3
zulu_1_00149,Ukhuza abenza iholidi ukuvalwa thaqa kwezwe,0,0,0,0,0,0
zulu_1_00150,Ukhubazekile owashaywa esikoleni,0,3,0,0,0,0
zulu_1_00151,Ubufakazi obushaqisayo ngokubulawa komfundisi,0,2,0,3,0,0
zulu_1_00152,Ucikwa abamgxeka ngokuncelisa ibele uLinda,2,0,0,0,0,0
zulu_1_00153,USemenya uhlukene nomqeqeshi wakhe,0,0,0,1,0,0
zulu_1_00154,Intaba yaseDubai ithakasela ushintsho empilweni,0,0,0,0,0,2
zulu_1_00155,IMeya yeTheku ivela enkantolo ngamacala enkohlakalo,0,0,2,0,0,0
zulu_1_00156,Bamshisa ngabilayo bamshayela ngesipikili,0,3,0,0,0,0
zulu_1_00157,Ujabulela ukushintsha kwempilo obenenkinga yokukhuluphala,0,0,0,0,0,2
zulu_1_00158,Umfundisi ecaleni lokudlwengula umshana (12),0,2,0,2,0,0
zulu_1_00159,Ababenandisa bakhala ngokungakhokhelwa,0,2,0,0,0,0
zulu_1_00160,Uvalo kunqunywa abanye ethempelini lama-Muslim,0,2,0,0,3,0
zulu_1_00161,UJub Jub ubahlalise lubhojozi abaseThekwini,0,0,0,0,0,0
zulu_1_00162,Bakhungathekile owesifazane ebulawa yizinswelaboya phambi komndeni,0,3,0,0,2,0
zulu_1_00163,Isidumo kudutshulwa 'umalume' obelayishe abafundi eMlaza,0,3,0,0,0,0
zulu_1_00164,Ezothando: Ngikhuleliswe wumfowabo wesoka lami ngephutha,0,0,0,2,0,0
zulu_1_00165,Isimangalo kusatshiswa uNgizwe nomkakhe,0,0,0,3,1,0
zulu_1_00166,Baphelelwa yithemba ngoduke eyoqala emsebenzini,0,2,0,0,0,0
zulu_1_00167,Babhikishe ngezinqe befuna ukuqashwa,2,0,1,1,0,0
zulu_1_00168,Ushonele esibhedlela olinyazwe yisoka,0,3,0,0,0,0
zulu_1_00169,Athwele kanzima amaphoyisa bakwethu,0,0,0,0,0,0
zulu_1_00170,Ugesi usazoqhubeka nokunqanyulwa: Eskom,0,0,0,0,0,0
zulu_1_00171,Sekufe izingane ezingu-10 ngokudlala isitabane,0,3,0,0,0,0
zulu_1_00172,UMampintsha usolwa ngokugweva nemali,0,0,0,2,0,0
zulu_1_00173,Bathole ibheyili abasolwa ngokukhwabanisa uR1.4 million kwaNSFAS,0,0,0,2,0,0
zulu_1_00174,Kubhedile endodeni etholwe nekhanda neminwe yowabulawa,0,0,2,0,0,0
zulu_1_00175,Abawu-22 000 bangase baphelelwe wumsebenzi e-Edcon,0,2,0,1,0,0
zulu_1_00176,Akakatholakali umshayeli weloli lesiphihli sengozi,0,2,0,0,0,0
zulu_1_00177,Kuboshwe indodana kubulawa isalukazi (73),0,1,0,0,0,0
zulu_1_00178,Sebelala obenyoni abasinde “amaphoyisa” engqongqisa izimoto,0,0,0,0,3,0
zulu_1_00179,Uboshiwe esenyangeni okuthiwa washisa unina wezingane zakhe,0,2,0,2,0,0
zulu_1_00180,Usalila obanjwe inkunzi nguscabha etekisini,0,2,0,0,0,0
zulu_1_00181,Abazalanayo bafunwa ngamacala okubulala abesifazane ababili,0,0,0,2,0,0
zulu_1_00182,Usazoqhinqa ejele umfundisi wabasindisiwe osolwa ngokudlwengula,0,0,0,1,0,0
zulu_1_00183,Imeya ingibambe ngamawashingi yangishaya',2,1,0,0,2,0
zulu_1_00184,Kushiswe ihhovisi lekhansela elisolwa ngenkohlakalo,3,2,0,0,0,0
zulu_1_00185,Kuboshwe abashise ihholo bebhikishela amanzi,2,2,0,0,0,0
zulu_1_00186,Babalelwa ku-1200 abazolahlekelwa umsebenzi kwaStandard Bank,0,2,0,1,0,0
zulu_1_00187,Uboshiwe osolwa ngokulala ngenkani nowayeyintombi yakhe,0,0,2,0,0,0
zulu_1_00188,Uchaza kabanzi ngeziboshwa eziwu-19 000 ezizodedelwa emajele akuleli ngenxa yeCovid-19,0,0,0,0,0,0
zulu_1_00189,Kushone ona-13 izingane zishayiswa amaginsa,0,3,0,0,0,0
zulu_1_00190,Kuboshwe inyanga esolwa ngokudlwengula,0,0,0,2,0,0
zulu_1_00191,Uklajwe wumakhelwane emsola ngokuloya,2,2,0,0,0,0
zulu_1_00192,Usongela abafafaza eyokuthwala uMseleku,2,0,0,0,0,0
zulu_1_00193,Kushiswe isonto umfundisi enqaba ukukhokha imali,3,0,0,0,0,0
zulu_1_00194,Umculo uyangiphilisa',0,0,0,0,0,1
zulu_1_00195,Umunyu kukhonjwa 13 wabashonile,0,3,0,0,0,0
zulu_1_00196,Kuboshwe obedayisela ‘inyanga’ izitho zomuntu ngoR40 000,0,0,0,3,0,0
zulu_1_00197,Kulimale ababili kusha umjondolo,0,3,0,0,0,0
zulu_1_00198,Uboshiwe owesilisa odlwengule isidumbu,2,0,3,0,0,0
zulu_1_00199,Kushone abathathu engozini yetekisi KwaZulu-Natal,0,2,0,0,0,0
zulu_1_00200,Usazincoma osolwa ngokubulala iFree State,0,0,0,0,0,1
zulu_1_00201,Isitshudeni sesiduke izinyanga ezintathu,0,3,0,0,0,0
zulu_1_00202,Umndeni wowaduka ethaveni udidekile,0,2,0,0,0,0
zulu_1_00203,Siyenyuka isibalo sabaneCovid-19 kuleli,0,1,0,0,0,0
zulu_1_00204,Buka: Ishaqe odokotela ingane ezalwe namakhanda amathathu,0,0,0,3,0,0
zulu_1_00205,Sisendawonye nomkami kodwa asisathandani : Andile Jali,0,0,0,2,0,0
zulu_1_00206,Umfana oneminyaka ewu-11 ungomunye wababoshelwe ukudlwengula,2,0,2,2,0,0
zulu_1_00207,UBaxter ufuna ukungcweka nezinkunzi,0,0,0,0,0,0
zulu_1_00208,Umsindo kugwazwa umfundi esikoleni,2,2,0,0,2,0
zulu_1_00209,Sekumi ngomumo ngemicimbi yempelasonto,0,0,0,0,0,0
zulu_1_00210,UMatlou  uqine idolo ngeBanyana,0,0,0,0,0,0
zulu_1_00211,Ligwazwe lashona iphoyisa lezobunhloli,0,3,0,2,0,0
zulu_1_00212,Uyabalisa unina wethwasa eliminze nogobela obelithwasisa,0,2,0,0,0,0
zulu_1_00213,Kushubile ubabezala ejola nomakoti,0,0,2,1,0,0
zulu_1_00214,Ushonile obelethe ethoyilethi esibhedlela,0,3,0,0,0,0
zulu_1_00215,Bashaqekile ngengane eshaywe wumbani,0,0,0,3,0,0
zulu_1_00216,Ufisa umphumela ubuyise umdlandla,0,0,0,0,0,0
zulu_1_00217,Wethuka izanya umndeni wentombazane (14) ebulewe,0,2,0,2,0,0
zulu_1_00218,Kusolwa umbango wokuwasha izitsha ngengane ezilengisile,0,0,0,3,0,0
zulu_1_00219,Uvalo ngeButterworth kusha izakhiwo eThekwini,0,0,0,0,3,0
zulu_1_00220,Basola ukubulawa kuthisha otholwe elenga,0,2,0,2,0,0
zulu_1_00221,Kusazoba wumqansa kosomabhizinisi abasafufusa,0,0,0,0,0,0
zulu_1_00222,Baxwayisa abavubela imfulamfula emakhaya,0,0,0,0,0,0
zulu_1_00223,Basabisa ngokuduba iziguli,0,2,0,0,0,0
zulu_1_00224,Umsakazi uquleke waphaphama esibhedlela,0,1,0,0,0,0
zulu_1_00225,Owase-UKZN uyomela iBanyana eFrance,0,0,0,0,0,2
zulu_1_00226,Kusakhokhelwe abantu abayishumi kuphela isibonelelo sikaR350,0,0,0,0,0,0
zulu_1_00227,Basola inkohlakalo ekuthengweni kwezinsiza zokulwa neCoronavirus,0,0,0,0,0,0
zulu_1_00228,Ufuna kuphenywe kufa abayisithupha engozini,0,2,0,0,0,0
zulu_1_00229,Kwebiwe usana lunezinsuku ezintathu,0,2,0,1,0,0
zulu_1_00230,Uzofaka isicelo sebheyili osolwa ngokudlwengula,0,0,0,0,0,0
zulu_1_00231,URolene udle umhlanganiso ebangu-Miss World,0,0,0,0,0,3
zulu_1_00232,Abaneme ngokungaqokwa kukaMakhadzi kumaSAMA,0,0,0,0,0,0
zulu_1_00233,Isimanga sesikole esinothisha ababili,0,0,0,2,0,0
zulu_1_00234,Ukunyuka kweVAT kuzothikameza abanezikweletu,0,0,0,0,0,0
zulu_1_00235,Iyavuthwa eyokudliwa komhlaba ngaphandle kwesinxephezelo,0,0,0,0,0,0
zulu_1_00236,Kushaywe abasolwa ngokugqekeza,3,0,0,0,0,0
zulu_1_00237,Usengumdlali weSundowns uJeremy Brockie,0,0,0,1,0,0
zulu_1_00238,Kuthiwa bekubangwa iselula kufa isalukazi,0,2,0,0,0,0
zulu_1_00239,Kushone abathathu iloli ingena endlini,0,3,0,0,0,0
zulu_1_00240,Kufunwa isangoma ngokufa kwenyanga,0,0,0,0,0,0
zulu_1_00241,Umsindo ngengoma ehlukanisa unyaka,1,0,0,0,0,0
zulu_1_00242,Udlwengulwe abawu-7 izinsuku ezinhlanu,0,2,0,0,0,0
zulu_1_00243,Osebenza ezingadini uyogijima e-UK,0,0,0,0,0,0
zulu_1_00244,Uzolapha ngengoma abahlaselwe yizifo zengqondo,0,0,0,0,0,0
zulu_1_00245,Uyakhala uPitso ngoMakgalwa olinyazwe ngesihluku,0,2,0,0,0,0
zulu_1_00246,IZITHOMBE: Sibhubhisile isiphepho eMpolweni,0,3,0,0,0,0
zulu_1_00247,‘Abahoxe abathinteka enkohlakalweni’,0,0,0,0,0,0
zulu_1_00248,Sekushone omunye umdlali welePSL,0,2,0,0,0,0
zulu_1_00249,UJordaan nokunethezeka okuyingozi ngeBafana,0,0,0,0,0,0
zulu_1_00250,Uqothe ngenhlamvu abomndeni (6) ebasola ngokuloya,0,3,0,0,0,0
zulu_1_00251,Kunconywa ovumbululwe yiNedbank,0,0,0,0,0,2
zulu_1_00252,Ungqokloze abaphathi bakhe ngenhlamvu,0,0,0,2,0,0
zulu_1_00253,Baphakamise ifulegi lakuleli kowama-Oscar,0,0,0,0,0,2
zulu_1_00254,I- Eskom incoma omasipala ngokukhokha izikweletu,0,0,0,0,0,0
zulu_1_00255,Zihamba ngolayini' izinto kuLady Du,0,0,0,0,0,1
zulu_1_00256,Ukhale ngokusatshiswa osule oKhozini,0,0,0,0,2,0
zulu_1_00257,Basongela imeya ngokuyiyisa kwagoqanyawo,2,0,0,0,0,0
zulu_1_00258,Banovalo KwaNongoma ngebhubesi elicanasayo,0,0,0,0,3,0
zulu_1_00259,Uboshiwe obhikishe efake iphenti,0,0,1,2,0,0
zulu_1_00260,Kuzoba nokukhala nokugedla kwamazinyo eKZN ngeMotsepe League,0,0,0,0,0,0
zulu_1_00261,URamaphosa uwudoti - Julius Malema,2,0,0,0,0,0
zulu_1_00262,OwoSuthu ubona kusazoshuba kwiligi,0,0,0,0,0,0
zulu_1_00263,Ungene ehlazweni obanjwe oqotsheni ekhwelele ikati,0,0,2,0,0,0
zulu_1_00264,Uboshwe namakhadi akwa-Sassa awu-70,0,0,0,1,0,0
zulu_1_00265,Isidumbu sowesifazane obedukile,0,3,0,0,0,0
zulu_1_00266,Owe-AfriForum ukhiphe incwadi ethi Kill the Boer,0,0,0,1,0,0
zulu_1_00267,Umfundisi ecaleni lokudlwengula indodakazi,0,0,0,2,0,0
zulu_1_00268,Uvalo kutitinywa abakamasipala,0,0,0,0,2,0
zulu_1_00269,‘Abesifazane baphuza ngendlela ethusayo’,0,0,0,0,0,0
zulu_1_00270,Abama-80s abahlukane nokutinyela ama-2000,1,0,0,0,0,0
zulu_1_00271,Kumshubele umfana (9) osolwa ngokubulala umndeni,0,0,0,2,0,0
zulu_1_00272,Ubhaxabule abalamu ezolanda ilobolo ekhweni,0,0,0,0,0,0
zulu_1_00273,Kuboshwe umphrofethi 'oqole' uthisha uR319 000,0,0,0,2,0,0
zulu_1_00274,Uvalo kowabhidlikelwa yindlu,0,0,0,0,2,0
zulu_1_00275,Bafuna ajeze obulale owaseBurundi,2,0,0,0,0,0
zulu_1_00276,Ligwetshwe udilikajele iphoyisa elabulala intombi,0,0,0,2,0,0
zulu_1_00277,Isihluku kubulawa intombazane ena-14 eHammarsdale,0,3,0,0,0,0
zulu_1_00278,Usabisa ngokuhlasela umndeni 'obulale' unina wezingane ngokumshisa ngophethroli,0,3,0,1,3,0
zulu_1_00279,Bangcwabe ingane ngaphandle kwebhokisi,0,0,0,2,0,0
zulu_1_00280,Amabandla angayikhokhi intela azobona,0,0,0,0,0,0
zulu_1_00281,Kubanjwe ‘inkabi’ esolwa ngokusoconga embonini,0,0,0,1,0,0
zulu_1_00282,Kufunwa ababulale owesifazane bemphanga eMlaza,0,2,0,0,0,0
zulu_1_00283,Uvalo ngokuqedwa kwesabelo seNdlunkulu,0,0,0,0,2,0
zulu_1_00284,UMampitsha uvulele uBabes icala lokushaya,0,0,0,1,0,0
zulu_1_00285,Kuphazamiseke ukufunda befica ithuna ekilasini,0,0,0,3,0,0
zulu_1_00286,Kutholwe isidumbu sowesifazane ngaphansi kombhede womfawobo,0,2,0,2,0,0
zulu_1_00287,Kusolwa uyise wengane etholakale ibulewe ngocwazi,0,3,0,0,0,0
zulu_1_00288,Uhlonishwe ngeziqu umbhali uZakes Mda,0,0,0,0,0,0
zulu_1_00289,Uphume ngebheyili umshumayeli osolwa ngokudlwengula umshana,0,0,2,2,0,0
zulu_1_00290,Isoka lisongele intombi yalo kwasha izakhiwo,0,0,0,2,0,0
zulu_1_00291,Owokufika ubhunyelwe ngophethroli ebulawa,2,3,0,0,0,0
zulu_1_00292,Injabulo umndeni uhlanganiswa nelungu lawo elahamba ekhaya ngo-1969,0,0,0,0,0,3
