text_id,text,Joy,Surprise,Sadness,Anger,Fear,Disgust
darija_1_00026,البوليس بدا كيرد الصرف. إيقاف امرأة في حالة سكر حاولت إرشاء عناصر الأمن بمراكش,0,1,0,0,0,0
darija_1_00027,محجوبة المسنة لقاضي التحقيق : مصطفى للي اغتصبني قضيبو قد ديال لحمار” والقاضي طلب المعاينة,0,0,2,2,0,2
darija_1_00028,@user hana rada nwari mak ya l9hba ya 9lilt l asslal bnt zna9iii blokkk b nabhii bohdak 9ahbaaaaa 3ahira khkhkh bay hhh,0,0,0,2,0,0
darija_1_00029,wach katntadri mna nssaf9ou liik chej3iha f tissaaaa3 madam baghana n3tiwk tissaaaaaaaaaaaaaaa3,0,0,0,3,0,0
darija_1_00030,: ها علاش مكنقراوش للقصص للاطفال قبل النوم😂😂😂,2,0,0,0,0,0
darija_1_00031,#HananeElKhader #socialmedianight Bent bladi ofakhrna db bghina la9ab hna farhanin bik darbi orakzi 3la eval osam3i nasa2ih lasatida.ghnili,2,0,0,0,0,0
darija_1_00032,"هنيئا لك يا عالمي نحن فخورون بك جدااا جدااا جدااا ... جدااا """""""""""""""" مبرووووووووووك الربحة الليلة الفرحة'",3,0,0,0,0,0
darija_1_00033,"“الأو سي بي” جنبات المغرب تعديل قانون المالية وعتقات ميزانية الدولة وضخات 8.1 مليار درهم فالخزينة,",0,2,0,0,0,0
darija_1_00034,تحياتي أستاذة منيب,1,0,0,0,0,0
darija_1_00035,كوريا الشمالية ردات رسميا على اتهام واشنطن لها بتزويد روسيا بالأسلحة,0,0,0,0,0,0
darija_1_00036,عاجل. النيابة العامة تثقل الكاريكاتيريست خالد كدار بتهم خطيرة وتقرر متابعته في حالة سراح,0,1,2,0,0,0
darija_1_00037,اختناق كبير فلوطوروط فمداخل كازا بسباب قرار الاغلاق الغبي اللي خداتو الحكومة.. بلوكاج طوطال وصدور الناس ضاقت قبل العيد,0,0,0,3,0,0
darija_1_00038,عموتة عيط لـ3 لعابة جداد لمعسكر المحليين,0,0,0,0,0,0
darija_1_00039,اعتقال متظاهرين في تنغير وها علاش,0,0,0,2,0,0
darija_1_00040,hhhhh hania aslan gheda khedam b lil kansbe7 na3es 😂😂,1,0,0,0,0,0
darija_1_00041,الفقر والجوع والغلاء البطالة السبب الرئيسي في فاجعة الصويرة وغيرها',0,0,3,2,0,0
darija_1_00042,"حصلو بسباب الارتشاء.. التحقيق التفصيلي غادي يبدا مع كَرايدية فالبوليس فمحكمة الاستئناف بفاس,",0,2,0,0,0,0
darija_1_00043,هاد السيد واعر عندو مهارات مكيناش عند رونالدو مي عندو السرعة زيرو',0,0,0,0,0,0
darija_1_00044,حرب الطرق فالمغرب حصدات 11 قتيل و1737 جريح فأسبوع,0,0,3,0,2,0
darija_1_00045,تجارة الدين   الوزارة أدرى بالمقر,0,0,2,0,0,0
darija_1_00046,عدد اللي تشافاو من كورونا مازال فخط تصاعدي. 233 ف16 ساعة وعدد الاصابات شوية طلع ووصل ل44,0,0,0,0,2,0
darija_1_00047,الى كانوا هدو هم الاوباش. فانا وبش مثلهم وافتخر. العز والنصر لناس الحسيمة ريافة الحرار. الله ينصركم,0,2,0,0,0,0
darija_1_00048,awal soal kanjawb 3lih khatae o marbaht ta no9taaa hhh,0,0,0,0,0,0
darija_1_00049,عثمان ناصري يتمنى لكم سنة سعيدة من قرية بامحمد محليات خاص بالقرية بامحمد مهرجان السنوسية في دورة الخامسة,2,0,0,0,0,0
darija_1_00050,fachh chafoo wala wahd kayhdar m3aha 3ad bdaww omn ha9homm hit kifma 3ziza 3lik bnt,0,0,0,0,0,0
darija_1_00051,@user wana ghanji nriyeb lik l7afla ndir chwiya dial hooliganisme,0,0,0,0,0,0
darija_1_00052,بفف 5 سنوات اخرى من سرقة وطحن ابناء الشعب في طاحونة الميزانية,0,0,3,0,0,0
darija_1_00053,الشركات في الدول المتقدمة تساهم في بناء أوطانها بدفع الضرائب وفي بلدنا العزيز الشركات تطلب من الدولة أن تخدم عليها؟,0,0,0,0,0,0
darija_1_00054,جريمة.. كوپل شينوي باعو 5 من ولادهم,0,2,0,0,0,0
darija_1_00055,مروى مرات حمزة منديل كتعدد النعم لي عايشة فيها -تصاور,1,0,0,0,0,0
darija_1_00056,حديقة حيوانات ولازال هنالك اناس لا يؤمنون بنظرية التطو',0,0,0,0,0,0
darija_1_00057,أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿',3,0,0,0,0,0
darija_1_00058,"@user @user sob7an lah t7arar wlala ach dakhlok ? 3lach dakhlin chbo9na ?? kola ydkhal so9 jwah w baraka man ramy somom,7tarmi",0,0,0,2,0,0
darija_1_00059,ريزو ديال الشفارة فمراكش طاح ف يد البوليس وهاشنو لقاو عندهم,0,2,0,0,0,0
darija_1_00060,ارتفاع عدد الموقوفين لي طيحهوم الرقم لي دارت النيابة العامة للتبليغ عن الرشوة وآخر متهم تشد اطلع مقدم (+وثيقة),0,1,0,0,0,0
darija_1_00061,من بعد أشهر ديال الفراق.. الكوميدي “والاس” عايش الحب والرومانسية مع مراتو وصال ومستمتعين بجمال المغرب -تصاور,3,0,0,0,0,0
darija_1_00062,غاديين وقفوا لبلاد كاملة على قيبال حساباتهم السياسية التافهة بحالهم.التغطية الصحية للوالدين متوقفة لهذا السبب,0,0,0,2,0,0
darija_1_00063,مبروك علينا كمغاربة إلتحاق ولاد عادل الميلودي بباهم للغناء ودابا يمكن ليه يعتازل وهو مطمئن أنه خلى خير خلف لخير سلف وأن الدرابو غادي يبقى مهزوز من حلوف حتى لبير الرامي,2,0,0,0,0,0
darija_1_00064,live men studio chi haja apare lmixtape 🎤🎵🎧🔊 sahararecords,2,0,0,0,0,0
darija_1_00065,مندوبية السجون: المعطي منجب علمنا شفويا أنه دخل دابا ف إضراب على الماكلة وحاولنا نقنعوه باش يوقفو و مابغاش,0,2,2,0,0,0
darija_1_00066,مجلس جهة العيون غايدير منطقة صناعية ولوجيستيكية بجماعة المرسى,1,0,0,0,0,0
darija_1_00067,@user @user Hhhhhhhhhhhh bual hna kaybi3u lblaghi b 2000dh lles touristes,0,3,0,0,0,0
darija_1_00068,svp imkan n3arfo mnak imta ghadouz had l7al9a,0,0,0,0,0,0
darija_1_00069,"@user rh8 rah l winners hedrat 3lih f communiqué, karti f kola match kanbqaw n3ayroh, kourdi bla matjbdo @user",0,0,0,1,0,0
darija_1_00070,تحية لاهل الحسيمة,2,0,0,0,0,0
darija_1_00071,@user nti li galsa kad7ki goli hashtag man 3andak 🙄😤😂😂😂🏃,0,0,0,2,0,0
darija_1_00072,نصف سكان أكادير حضروا سهرة سعد المجرد,2,0,0,0,0,0
darija_1_00073,ohowa ghiir kikdeb hit ibtissam hawa mina 9rib liha okihdar m3a kenza o chirine yahiya o doaa,0,0,0,0,0,0
darija_1_00074,روسيا كتدرس مشروع منع تصوير الكتوبة بالتلفون باش تحافظ على الملكية الفكرية,0,0,0,0,0,0
darija_1_00075,أميرة في النرويج تخلات على اللقب ديالها باش تخدم مع خطيبها في هاد المجال,0,3,0,0,0,0
darija_1_00076,اعتقال ضابط دالبوليس فـ فاس حصل متلبس بالرشوة,0,2,0,0,0,0
darija_1_00077,توقف اشغال مؤتمر البام. المؤتمرين ماخلاوش سمير كودار يدير الكلمة وقالو ليه ارحل واشارات لانه ماباغيينش وهبي,0,0,0,2,0,0
darija_1_00078,شبكة للابتزاز الجنسي عبر الفايسبوك تثير الرعب وسط تلميذات بالبيضاء,0,0,0,0,3,2
darija_1_00079,كرايدية في الأمن داو ليها 100 مليون من الفيلا ديالها في الهرهورة,0,2,0,0,2,0
darija_1_00080,جريدة فاشلة',0,0,0,2,0,0
darija_1_00081,شكون غادي يكون هاد الستاتي مفسد في الارض وبغيتي تريكتو تخرج صالحة يمهل ولا يهمل صدق الله العظيم وباقي ماشفتي والو ياموسطاش الكلب',0,0,0,3,0,2
darija_1_00082,بعد عشر سنوات على الجريمة. محكمة ايطالية ضربات جوج بوليس ب8 شهور دالحبس بسباب عدم تقديم مساعدة لمغربي,0,0,0,0,0,0
darija_1_00083,dani dito walah makhalito dito o dani wallah makhalini dani dani dito wallah makhaito dito o dani rah howa zmani #رافاييل_نورت_تويتر,2,0,0,0,0,0
darija_1_00084,من بعد ألمغاربة من بعد',0,0,0,0,0,0
darija_1_00085,الكلاب المدربة شمشات على كمية مهمة من لحشيش وكانت مخبعة فنفاخات (صور),0,2,0,0,0,0
darija_1_00086,habibtna ya ghadoch wach 3andak chi a3mal o imta gha diri jayartk lil lmagheribb,1,0,0,0,0,0
darija_1_00087,علاش ماينقدوهش كون كانت دولة أوربية كون نقدوه ..شحال ديال البشر وغير كيصور وكيتفرج. .شعب مكلللخ,0,0,2,2,0,0
darija_1_00088,إنه الدب الروسي بارع في فنون الحرب،وكذلك مبدع في فنون السياسة(إسترجاع القرم إلى حضن الوطن),1,0,0,0,0,0
darija_1_00089,ها أقصر وأطول ساعات الصيام فبلدان العالم,0,1,0,0,0,0
darija_1_00090,التكنولوجيا القاتلة. صراع حول الحاسوب يدفع طفل قاصر إلى الانتحار بفاس‏,0,2,3,0,0,0
darija_1_00091,داعش يعدم قائدا أمنيا مغربيا بصفوفه فشل في تأمين حياة قيادي عسكري بارز بالتنظيم,0,0,2,0,3,2
darija_1_00092,صدق من قال بن كيران أحسن رئيس حكومة مند الاستقلال  تحياتي لك .',1,0,0,0,0,0
darija_1_00093,@user Aji had lyamat kayn wa7d Can -23 Fin howa lmghrib ???,0,0,0,0,0,0
darija_1_00094,واسي العدالة اش غاديروا مع صندوق النقد الدولي تبيعونا ليهم,0,0,0,2,0,0
darija_1_00095,ana kan7awl nfhm stat stat,0,0,0,0,0,0
darija_1_00096,هيفاء وهبي بـ”هوت شورت” في بوستر أغنيتها الجديدة,0,0,0,0,0,0
darija_1_00097,حياتي انتظر اغنيتك بفارغ الصبر وراح يكون احلى يوم واخيرا من بعد غيبة طويلة راح ترجع تنور شاشات Tv ومواقع التواصل باغنيتك الرائعة',3,0,0,0,0,0
darija_1_00098,المحكمة لاحت الصحافيين المتابعين لجلسة توفيق بوعشرين للتوش وبعداتهم على متابعة أشغال الجلسة,0,0,0,0,0,0
darija_1_00099,الجامعة وقفت عدد من اللعابا فالبطولة وضربت فراقي بالخطية,0,0,0,1,0,0
darija_1_00100,صورة لأب يحتضن ابنته المغربية ويضع يديه على مؤخرتها تفجر ضجة في “الفايس”.. والفتاة ترد: نحن مقربان جدا (صورة),0,2,0,2,0,2
darija_1_00101,كلشي متابع بتهم تصوير شخص دون إذنه.. القضاء أخر جلسة محاكمة عماد استيتو وعمر الراضي فقضية نزاعهم مع صحافيين,0,0,1,0,0,0
darija_1_00102,احتجاج بالسوتيامات ف الصين عى اعتقال سيدة تهموها ضربات بوليسي بأثداءها,0,2,0,0,0,0
darija_1_00103,وضعية صعبة في جبال جزر الوقواق !!ليس في هذا البلد مثل هذه الضروف .',0,0,3,0,0,0
darija_1_00104,نصاب خاص. أسس مقاولات وهمية باستعمال بطائق وطنية لأشخاص متوفين ونصب على خمس شركات في 2 ملياري سنتيم,0,2,0,0,0,0
darija_1_00105,إضراب. مدن الفوسفاط على صفيح ساخن بعد دعوة إلى إضراب ابتداء من يوم غد,0,2,0,0,0,0
darija_1_00106,ouiiiii fa9ssounii hadak rapha ra khatirrr howa w 3abas mn lawal mahmalthomch,0,0,0,2,0,0
darija_1_00107,كلنا #حسن #فكري,0,0,0,0,0,0
darija_1_00108,الجدرامية طيحو اللي شفر موكحلة صيد والقرطاس والوكيل صيفطو للبنيقة,0,0,0,0,1,0
darija_1_00109,انفراد : شباط هو من أنقذ الأغلبية في التصويت على قوانين إصلاح التقاعد، وها القالب لي دار الفريق الاستقلال باش يدوزو المشروع، ونقابة الاتحاد المغربي طلع معهم القالب حيث انسحبوا,0,0,0,0,0,0
darija_1_00110,ضربة اخرى للمرأة. “دوزيم” تمنح برنامجا دينيا لعالم دين يجيز ضرب الزوج لزوجته!,0,0,0,2,0,3
darija_1_00111,البوليس تيراو بالقطراس على مجرم خطير شرمل عباد الله وهرّسْ الطنوبيلات بـ”مقدة” +صور حصرية,0,0,0,0,3,0
darija_1_00112,تحالف الأغلبية وحزب الاستقلال حيد الأمازيغية ف الفلوس,0,0,0,0,0,0
darija_1_00113,الحب المثالي. أمريكي أدمن البيتزا لعشرة سنوات فردت له الجميل وأنقذت حياته في نهاية المطاف,0,3,0,0,0,0
darija_1_00114,"معبر باب سبتة ماغديش يتفتح اليوم.. مزال خاص شي أيامات أخرى عاد تكون السلطات الإسبانية واجدة,",0,0,0,0,0,0
darija_1_00115,مغربية محيحة ف «ذا فويس» فرنسا (فيديو),2,0,0,0,0,0
darija_1_00116,@user ahna kanabriwak bzf ofarhanin hit t3arafna a3lik wanta star banasba lina,1,0,0,0,0,0
darija_1_00117,ميسي موعت.. وهذه مدة غيابه عن الملاعب,0,0,2,0,0,0
darija_1_00118,بوادر انفراج في ملف حراك الريف,0,0,0,0,0,0
darija_1_00119,حقيقة مرة لهذا أطالب و نطالب محاربة هذا الفكر بالإقتصاد و الدين و الإعلام',0,0,0,0,0,0
darija_1_00120,عائلة كتربح 4 ملايين دولار كل ساعة,0,3,0,0,0,0
darija_1_00121,الوزيرة الفرنساوية السابقة كريستيان توبيرا: هاذ الشي ديال تقليص الفيزات للمغاربة ماشي عقلاني,0,0,0,2,0,0
darija_1_00122,مفتش الشغل لادارة ميدي 1 تيڤي: ماموافقش على الطرد بالاسباب لي عطاوه والبلهيسي مشى للقضاء,0,0,0,0,0,0
darija_1_00123,ترتيبات فكازا استعدادا لزيارة ملكية مرتقبة,1,0,0,0,0,0
darija_1_00124,"لأول مرة من 2017 وبموازاة مع قمة النقب اللي حاضر فيها المغرب.. “داعش” تبنات هجوم إرهابي وسط مدينة فإسرائيل ماتو فيه جوج من البوليس,",0,0,0,2,3,0
darija_1_00125,qhertek yaki nti o f7alk hdrtk naqsa zayda ghir mo5lafat l7orob,0,0,0,2,0,2
darija_1_00126,الله أكبر القدس عاصمة فلسطين الأبدية و لقد فتحتم أبواب جهنم عليكم يا يهود',0,0,0,2,0,0
darija_1_00127,جورنالات بلادي 2. الإعدام لقاتل يهودي وزوجته بالبيضاء واحتجاجات الحسيمة تدخل البرلمان,0,0,2,0,0,0
darija_1_00128,القضاء يُوزّع 34 سنة سجنا نافذا في حق ال­متهمين بتعذيب المكنا­سية شيماء بكلية العل­وم,0,0,3,0,0,0
darija_1_00129,@user @user 7ta ana yalah 2 li sam3o mani,0,0,0,0,0,0
darija_1_00130,فقدان أكثر من 10 آلاف طفل بعد وصولهم أوروبا,0,0,3,0,0,0
darija_1_00131,بعدما غبرات على الساحة الفنية.. شذى حسون رجعات لجمهورها -فيديو,1,1,0,0,0,0
darija_1_00132,فصل ربيع ساخن. العلمي ومن معه يمثلون من جديد أمام قاضي جرائم المالية في فاس بتهم ثقيلة,0,1,0,0,0,0
darija_1_00133,ها هو أندر قرد فالعالم وها الفصيلة اللي تابع ليها وها فين عايش,0,0,0,0,0,0
darija_1_00134,@user hello it's me Baghi n9olik chi hadera wach katssem3inii ===== Love you Fatiii ♥♡♥♡♥,2,0,0,0,0,0
darija_1_00135,حكومة فاشلة المغرب عندو مشاكيلو خصو يدخل سوق راسو ',0,2,0,2,0,0
darija_1_00136,سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز غير كونوا هانين,0,0,0,0,0,0
darija_1_00137,وانظر الى اسير فلسطين فأتعلم الحرية',0,0,1,0,0,0
darija_1_00138,اعتقال بوليسي طالياني كيسرق الباسبورات وكيعطيها لمغربي يزورها,0,3,0,0,0,0
darija_1_00139,حصيلة كورونا هاد السيمانة: 69 مغربي ومغربية ماتو وعدد الإصابات والحالات تحت العلاج ارتفع بزاف.. وها مناطق الخطر,0,0,3,0,2,0
darija_1_00140,الحب هو معجزة الكون. بعد 77 سنة على رفض والده زواج ابنه من حبيبته يرفض أبناءها زواجهما فقررا الهرب… وها آش وقع,0,3,0,0,0,0
darija_1_00141,بعد أشهر من الغياب.. نهيلة أبو حنيفة رجعات للمغرب من دبي وكيف حطاتها الطيارة مشات تاكل الخبز بالكاشير والفرماج -تصاور,1,1,0,0,0,0
darija_1_00142,الحجر الصحي الليلي ف رمضان.. رئيس الحكومة: قرار صعيب و ما بغيناش نحبسو الحركة د المغاربة فهاد الشهر ولكن فرضاتو الضرورة و الفيروس مازال كينتاشر,0,0,3,0,3,0
darija_1_00143,"بسباب تصويرو لمرا ولاحها ف”فايسبوك” بلا خبارها.. ابتدائية فاس ضربات شخص بـ6 شهور نافذة,",0,0,0,0,0,0
darija_1_00144,ماتفرزش شكون هي الام. أمريكية تلتقي بإبنتها بعد 82 عاما على فراقهما!,2,2,0,0,0,0
darija_1_00145,برلمانيو العدالة والتنمية يُعدّون مقترح قانون لتعديل معاشات البرلمانيين,0,0,0,0,0,0
darija_1_00146,b7al hadchii lli khasso yb9a yhat f hissabato machi sowar 3chwa2iyya,0,0,0,0,0,0
darija_1_00147,ana bghit nswal 3la had mosb9a rah mohima nn,0,0,0,0,0,0
darija_1_00148,نايضة في «الفايس» بسبب تفتيش بوليسيات لنساء كن في انتظار مرور الملك (فيديو),0,2,0,2,0,0
darija_1_00149,خسر الإصلاح و ربح صاحب اللسان المعسول',0,0,0,0,0,0
darija_1_00150,هذا استغلال !!',0,0,0,0,0,0
darija_1_00151,فالشعب غاضب',0,0,0,2,0,0
darija_1_00152,يا ربي تلطف بنا الله يرحم الناس لي ماتوا و يصبر اهلهم .',0,0,3,0,0,0
darija_1_00153,مغربي لقاضي إيطالي : حنا الراجل يصرفق مراتو عادي وراه ماشي عنف أسري والقاضي يرد : إندمج معانا بلا متستورد لينا ثقافتكم,0,2,0,0,2,3
darija_1_00154,hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam,1,0,0,0,0,0
darija_1_00155,الصحراء المغربية بكل متحمل الكلمة دائماا المغرب #حتى يرث الله الأرض ومن عليها',3,0,0,0,0,0
darija_1_00156,شعبية ماكرون تراجعت بقوة في يوليوز (استطلاع),0,2,0,0,0,0
darija_1_00157,تنظيم “داعش” يُهدّد حسناء العراق شيماء قاسم,0,0,0,0,3,0
darija_1_00158,انفراد. خاص تعبئة وطنية ضد السعودية. اكثر من 50 مغربية شادينها فالسعودية بلا موجب قانون: طيحو عليهم الباطل هادوك المتخلفين ديال الامر بالمعروف وحنا ساكتين,0,0,0,2,0,2
darija_1_00159,"عائلة بنصالح ستحودات على “مصرف المغرب”. شراتو من الفرانسيس,",0,2,0,0,0,0
darija_1_00160,الحرب.. الرئيس بوتين سينا رسميا على قانون ضم 4 ديال المناطق فأوكرانيا,0,1,0,0,0,0
darija_1_00161,دراسة: هاد الشعب مابقاش عندو مع الجنس,0,2,0,0,0,0
darija_1_00162,“الكاف”: الوداد غادي يدخل العصبة باش يحافظ على اللقب ويربح البطولة 2 مرات متابعين,1,0,0,0,0,0
darija_1_00163,مشروع تكميم المغاربة.. المجلس الوطني لحقوق الإنسان كيوجد لجلسات حوار وفتح نقاش عمومي على حرية التعبير والصحافة,1,0,0,0,0,0
darija_1_00164,"مانويل ماكرون ومارين لوبين فالدور الثاني فالانتخابات الرئاسية ونهاية للاشتراكيين وضربة لليمين المحافظ,",0,0,0,0,0,0
darija_1_00165,من بعد صورة منال بنشليخة مع راجلها بالبيكيني.. شي عيالات متخلفات طيحو علينا الذل.. قاليك الراجل هو اللي يتحكم فالمرا ويغطيها بالشراوط وخاصها تطيعو وتخدمو.. أودي دخلو سوق راسكم !! عايشين بحال العبيد وبغيتو تفرضو العبودية على العيالات الحرات صحا,0,0,0,2,0,0
darija_1_00166,لفلوس شايطين على بنادم. ساعة ديال 200 درهم تباعت بمليار ونص وها علاش,0,3,0,0,0,0
darija_1_00167,الملك يعطي الانطلاقة الرسمية للموسم الدراسي الجديد ويطلق مبادرة “مليون محفظة” يستفيد منها 4 ملايين تلميذ,3,0,0,0,0,0
darija_1_00168,انتحار جماع­ي. 14 مريض بالقصور ال­كلوي رفضوا العلاج بكل­ميم احتجاجا على الظرو­ف المزرية‬,0,0,3,0,0,0
darija_1_00169,اش غدي اوقع كاع المغرب دولة قوية والحد لله بملكه وجنوده شعبه كلنا مع الوطن وعاش الملك .,2,0,0,0,0,0
darija_1_00170,ما باغيين يوقرو حد. نايضة فالفايسبوك بسبب مشاركة بلجيكي من أصول مغربية في مسابقة للمثليين,0,0,0,0,0,1
darija_1_00171,حمقتونا صافي بالمدن المغربية الرائعة',3,0,0,0,0,0
darija_1_00172,hhhhhhhhhhhhhhhh hadik lbnt li 9alt ihaaaaaaab aktar chohra 3ndna f lmghrib mn khanan odina omaraouan,2,0,0,0,0,0
darija_1_00173,لعاب فالبطولة فتح على القلب ولاصيرونس رفضت تعوضو فمصاريف العملية,0,2,0,0,0,0
darija_1_00174,بكوري مشغول بإعادة إنتشارالموظفين وممسوقش لـ«مناوشات» العدالة والتنمية وهاشكون حطاتو الداخلية مديرا عاما لمجلس جهة كازا سطات,0,1,0,0,0,0
darija_1_00175,smahli mais wach mcharjinek a khoya kat3awd nafss hadra o katjbed lina ghiir sdaa3 9leb 3lihom ola hayed tag bety o dir libghti,0,0,0,0,0,0
darija_1_00176,جورنالات بلادي: الحقاوي تعطلات فإخراج مراسيم الإعاقة..وإقالة بنشماش قبل المؤتمر الاستثنائي,0,0,0,0,0,0
darija_1_00177,براد بيت يكسر حاجز الصمت ويتحدث لأول مرة عن طلاقه بجولي,0,1,0,0,0,0
darija_1_00178,الثلوج حاصرات جبال الأطلس,0,0,0,0,1,0
darija_1_00179,اللهم ارحم محسن فكري واغفر له والهم دويه الصبر,0,0,3,0,0,0
darija_1_00180,سلطات المغرب بدات فتعبيد طريق الكركرات والمنطقة العازلة مابقاتش -تصاور,0,0,0,0,0,0
darija_1_00181,a laaaa drari 3ndna kil3bo b real so,0,0,0,0,0,0
darija_1_00182,أموال طائلة تصرف في الهباء كل سنة صفقات أسلحة ارضاءا للغرب',0,0,1,2,0,0
darija_1_00183,o had klma kanolha diima ya3ni fhad lahda fahmouuni ana baa3iida 3la anani nsseb onkrah blad kamla,0,0,0,1,0,0
darija_1_00184,جوج منقبات سدو الشارع وقلبوها دباز على شكون ياخذ صدقة! + فيديو,0,2,0,0,0,2
darija_1_00185,wadima hagrinnn lmgharba wa bzaaaaaaaaaaaaf hadchi 3la l3onssoria,0,0,2,0,0,0
darija_1_00186,مينا تفركَعات على سارح ديال الغنم فنواحي أوسرد,0,0,0,0,0,0
darija_1_00187,الشعب يطالب باستقالة وزير الداخلية #طحن مو   الشعب المغربي بان هنا,0,0,0,3,0,0
darija_1_00188,البوليس ربحو ماتش الكلاسيكو ضد لمخازنية فالعيون,0,0,0,0,0,0
darija_1_00189,اسمه محسن فكري وليس سماك الحسيمة  .. شهيد الحكرة ...في زمن غابت فيه الكرامة..  .,0,0,2,0,0,0
darija_1_00190,أكَنوش: الدولة هي اللي خص تقرر واش يحضر الشيخ عبد الكافي ولا يتمنع ماشي المثقفين,0,0,0,0,0,0
darija_1_00191,amiir je suis fiére de toi nta ou souhaila jito m3a ba3diyatkom mais 9adma ba3adti manha hsak lik hit ra makatbghikch,2,0,0,0,0,0
darija_1_00192,محمد السادس للسيسي: بالتوفيق لمهامكم وأنا والشعب المغربي سنظل إلى جانب مصر,2,0,0,0,0,0
darija_1_00193,بوعزيزي ماكاينش بحالو. عشر­يني شعل فراسو العافية­ حيتاش مخلاوهش يدخل ل­ملهى ليلي,0,2,2,0,0,0
darija_1_00194,خلعة خايبة شدات فالمسافرين فالتران ففاس وها علاش,0,0,0,0,3,0
darija_1_00195,أسئلة سخيفة يستغلون بها الضعفاء تساله مارايه فيمن تضع العدسات سؤال بليد لشخص يفتقر لابسط الاشياء و هو العيش الكريم',0,0,0,2,0,2
darija_1_00196,وزير الدفاع الأمريكي استاقل.. وترامب علن على الخبر فتغريدة على تويتر!,0,1,0,0,0,0
darija_1_00197,الزهر طيح صحاب اللعاقة ففاس كانوا دايرين شبكة ديال التزوير,0,3,0,0,0,0
darija_1_00198,سكان بالعيون يطالبون بالأمن وينددون بالأوضاع الأمنية المتردية,0,0,0,0,0,0
