text_id,text,Disgust,Fear,Joy,Sadness,Surprise,Anger
pidgin_1_00049,e don dey show ooooo,0,0,0,0,0,0
pidgin_1_00050,the doughnuts worth the akpili oooo chaiiiiiiii i want two cartons sef,0,0,2,0,0,0
pidgin_1_00051,u de help me find wife,0,0,0,0,1,0
pidgin_1_00052,why you come dey do like say you no wan dance o looking at you pretty face theres mistake that im crazy about you you bursting my brain baeby youre bursting my brain i no go lie o baby me i no fit lie o oo hassaniiii i live you die,0,0,3,0,0,0
pidgin_1_00053,oh me sef suppose attend our general cds tomorrow oh but ib still dey sweet me na clearance own i go attend next week sha,0,0,2,0,0,0
pidgin_1_00054,hahahaha e be thingzzzz today ️,0,0,0,0,1,0
pidgin_1_00055,ong unsliced is just the best you fit dey chop am laidis before you know it e don finish as e dey go,0,0,0,0,0,0
pidgin_1_00056,dem beat them like thief wey dem catch for mushin,1,0,0,0,0,0
pidgin_1_00057,i have the prettiest and most sophisticated clients see fine girl na customer appreciation ️️ bag from us stores enugu nigeria,0,0,3,0,0,0
pidgin_1_00058,when i say ah get sugar mama na person and body like this any other na over the bar e choke,0,0,2,0,0,0
pidgin_1_00059,if you just do like jew nah wahala oh my eyes dey shine like them too one nearly pick my phone as we dey drag bus i just dey look the hand i ask am kilosele him say wetin happen ‍️,2,0,0,0,1,0
pidgin_1_00060,there is something i want to show you nne nu girl you no need delaying you dey reject my love abumsim apenu when you dancing kukere e dey enter my body baby nene omalicha my baby my boo boo my love for you confirm ohh eh,0,0,3,0,0,0
pidgin_1_00061,oya if na so i wan do marriage make una send una gifts,0,0,0,0,0,0
pidgin_1_00062,wow your shoes are nice responses americans i really appreciate your kind gesture britons thank you very much na dem na k you dey see so ooh na dem oh,1,0,0,0,0,0
pidgin_1_00063,with getrepost hustle mi tii pe bii ti skodo broda banky na god go help us for dis naija xlimjay cc,0,0,0,1,0,0
pidgin_1_00064,the way e dey take sweet me when chelsea fans dey follow lose game,0,0,2,0,0,0
pidgin_1_00065,lool oh chinwe na that hin chest moves dey burst head that year,0,0,2,0,0,0
pidgin_1_00066,naso me and sef hug ourselves dey scream inside car,0,0,2,0,0,0
pidgin_1_00067,you fine die you fine like ki lo de de you fine my mama dey jealous me you fine die come here,0,0,3,0,0,0
pidgin_1_00068,mood finally is resuming boss don comot from office light no dey my sends me off to s high way give me transport to take go back office cos like this i don lost,0,0,0,0,0,0
pidgin_1_00069,see as i dey sidon dey watch palace v leeds like say na champions league game say what you will about the premier league but its definitely the most exciting league to watch,0,0,2,0,0,0
pidgin_1_00070,this ghana weaving fit me die,0,0,2,0,0,0
pidgin_1_00071,i don dey twitter for long like or retweet i no get mke una still show me love so dat me go feel at home,0,0,0,2,0,0
pidgin_1_00072,im looking for a brother musa my lover oe dey russia e dey play nigeria ooo,0,0,2,0,0,0
pidgin_1_00073,i should call you sef make i hear your nice voice,0,0,0,0,0,0
pidgin_1_00074,u min say leicester don score dat mins my ticket don dey enter small small,0,0,2,0,0,0
pidgin_1_00075,i am sitting here no leave no transfer abeg reply his apology e sweet me o na atom special,0,0,2,0,0,0
pidgin_1_00076,lmao omo that time person go dey record rhythm and ray power jamz on don moen tapes chop beating after sef,0,0,1,0,0,0
pidgin_1_00077,when i wake up am versus when i wake up am na me dey make makeup fine no be makeup dey make me fine × my baba and mama did good,0,0,2,0,0,0
pidgin_1_00078,i don dey pray and beg for this opportunity for weeks abeg make i dey,0,0,0,2,0,0
pidgin_1_00079,very funny she is asking na wifi b d wireless i cnt fit laugh ooo,0,0,0,0,1,0
pidgin_1_00080,too much activities on this side no negativity no impossibility good life dey sweet me for body nothing wey dey bother me because oluwa cover me princemabbey opeloyeruquadri salako,0,0,2,0,0,0
pidgin_1_00081,akpors biko if dem see okpa pls make dem chopmikel don score two already,0,0,1,0,0,0
pidgin_1_00082,im already doing house help work here for free e no go be problem as e don master my body,0,0,0,0,0,0
pidgin_1_00083,going through i don smile tire,0,0,2,0,0,0
pidgin_1_00084,naso na i no like make person no dey gree you i just dey wynn you actually you good really good i enjoy playing with you cause d matches dey always dey intense,0,0,1,0,0,0
pidgin_1_00085,e dey sweet my belle die,0,0,3,0,0,0
pidgin_1_00086,ebuka swagged in a benin attire nothing wey nor dey fit am,0,0,0,0,0,0
pidgin_1_00087,wow so kaywise na chelsea fan i been think say na manutd pesin ooo up blues,0,0,2,0,2,0
pidgin_1_00088,i can do another sef but let me chill meanwhile see who is saying god when,0,0,0,0,1,0
pidgin_1_00089,u re d real queen of highlight pls keep giving dem shadesdey re nt ready yet ciroc sef don bow for ur advert u look like d real queen dat u re ️️,0,0,2,0,0,0
pidgin_1_00090,e get how person go rate you you sef go look yourself say ahan wetin happen,0,0,0,0,3,0
pidgin_1_00091,whenever i see fine girls picture on the tl i retweet and drop a comment sharperly sharperly e no easy to be a fine girl abeg,0,0,1,0,0,0
pidgin_1_00092,man u sef dey enjoy the match,0,0,1,0,1,0
pidgin_1_00093,psg to lost ajax to lost bayern to lost madrid to lost zenith to lost see fine kodds wey dey always give us for congratulations to the bookies on this grand audit sunday una head get oil a sunday to remember,0,0,2,0,0,0
pidgin_1_00094,lmaooooo the guy don dey celebrate st goal before e enter net,0,0,0,0,0,0
pidgin_1_00095,riri u sure say na u dey sing all those songs for la femme anjola lovely movie im being original while teasing you ️,0,0,2,0,2,0
pidgin_1_00096,lmaoo e sweet my belle die i don full,0,0,3,0,0,0
pidgin_1_00097,e don scatter street laidis ooo,0,0,0,0,1,0
pidgin_1_00098,i still dey try recover from fem e drop doubtingthomas now dem leak holy ground‍️ wetin i do e wan kill me with good music davido,0,0,2,0,0,0
pidgin_1_00099,my people as u dey like dey buy market and dey tell people about us as well please na god i take beg una one love lagos nigeria,0,0,0,0,0,0
pidgin_1_00100,abeg help us tell dem maybe dey can hear you,0,0,0,1,0,0
pidgin_1_00101,wen i yarn wuna make wuna pay me so dat maka wash ajebo comot from wuna body and teach u beta pidgin wuna bin dey behave like orpioro mango ‍️,2,0,0,0,0,0
pidgin_1_00102,where una dey see this money this morning you don chop goat meat,0,0,0,0,2,0
pidgin_1_00103,help me tell my family members im normal oh abeg no be mad i mad na blog content i dey create now that youre here please take a trip round my blog,0,2,0,0,0,0
pidgin_1_00104,thanks to everyone dat voted dis baby girl and those of us dat still love her even with her flaws honesty her sarcasm thank u guys we are d real mvp,0,0,2,0,0,0
pidgin_1_00105,wow well e get as e dey sweet everybody,0,0,2,0,0,0
pidgin_1_00106,mehn we cannot kill the spirit na body carry am so body go chop so the spirit fit get house to stay also arizona to keep sharp witty and happy also no forget to smile,0,0,2,0,0,0
pidgin_1_00107,true life storyseeing regular tickets ki gas shout nononodont say soabeg abeg abeg tho i knw say naso e spos be bt help me run my race g make i show make speakers blast boomboomboommake yawa dey and on that tonight youll know i like to party,0,0,1,1,0,0
pidgin_1_00108,nakam dem good vibes spicy don n pepper dem squad saturday on,0,0,1,0,0,0
pidgin_1_00109,na dat one even still dey suprise me as i dey pious n peaceful so,0,0,0,0,2,0
pidgin_1_00110,cause una wan sign am he don turn onye ball,1,0,0,0,0,0
pidgin_1_00111,my cousin spent his whole life in abroad not up to months in nigeria inside months dem don get wife for him if i dey serious search days i don find,0,0,0,1,2,0
pidgin_1_00112,omo dey cook abeg im not saying this because i like spaghetti the food make brain kindly patronize my bestie,0,0,2,0,1,0
pidgin_1_00113,most anticipated mr p show ur boi love na me self wan use iphone even if na second hand,0,0,0,2,0,0
pidgin_1_00114,good people still dey this twitter sha na wetin me i know be that if you like continue using people to catch cruise and subbing people behind the keypads few days ago i posted an outfit for sale and one of my followers reiterated that he would love to rock,1,0,0,0,0,0
pidgin_1_00115,man cant be romantic in peace na porsche dem dey find,1,0,0,0,0,0
pidgin_1_00116,baba u fit follow back na only u i fit fams dont know if u re understanding sir love u gan,0,0,3,0,0,0
pidgin_1_00117,na dis kind love wet i dey find o,0,0,0,0,2,0
pidgin_1_00118,no be say we no like wizkid oh but davido doings de burst head at de same time na king of music,0,0,3,0,0,0
pidgin_1_00119,i dont even knw dat wizzy sabi shaku shaku and i dey look for hu go teach me lol,0,0,1,0,2,0
pidgin_1_00120,some people fit nor understand me sha based say i dey on wisdom grass as i dey smoke this write as i dey write this tweet but nor worry if you nor fit reason am nor stress yourself just like and retweet am before you go,0,0,0,0,0,0
pidgin_1_00121,laughter wan kill me oooo,0,0,3,0,0,0
pidgin_1_00122,very true o dr soul god no go shame us if na tho i would rather invest it wetin m wan dey breathe like living thing and be depreciating in this nigerian economy if i dont find risk free investments i will save it in usd let it breathe in an incorruptible currency,0,2,0,0,0,1
pidgin_1_00123,one day i will share them i love you edikan and i miss being your bestie as you don replace me with make una no worry im waiting patiently for you both i miss you bombom,0,0,0,3,0,0
pidgin_1_00124,make we talk for bbm your drug sef dey,0,0,0,0,1,0
pidgin_1_00125,on top this valetine na so my guy propose yesterday ooo love is sweet which way now i dey propose next week ooo i don leave una geng,0,0,2,0,0,0
pidgin_1_00126,one hour boys like us we no dey too look for women like that na dem dey rush us,0,0,1,0,0,0
pidgin_1_00127,no be this me do am oooo but im proud of my namie who did this me na chef i don turn,0,0,3,0,0,0
pidgin_1_00128,second everywhere don burst wahala for who no love this wonderful blessed and handsome bobo oo love you yasssss i don get new screensaver,0,0,3,0,0,0
pidgin_1_00129,happy birthday man but wetin u dey use for ur beards na gimme make me self use am na,0,0,2,0,2,0
pidgin_1_00130,e go cost you ₦ to appreciate bruno fernandes e don make big impact at manchester united ️,0,0,2,0,0,0
pidgin_1_00131,yall please follow me i don tey for this bird app pass to dey get followers,0,0,0,1,0,0
pidgin_1_00132,you dey dress forget,0,0,1,0,1,0
pidgin_1_00133,man o man beautiful girls choke this twitter o ahhhhhhh my phone don dey lag cos some of the photos dey heavy before loading bless you guys,0,0,2,0,2,0
pidgin_1_00134,wait sef dem send you tell em say you no meet me for house how dem dey block for twitter sef please teach me,2,0,0,0,0,0
pidgin_1_00135,chai its doing me as if na me dem dey blow kiss to,0,0,2,0,0,0
pidgin_1_00136,jenni i dey greet you i swear e dey do me like say make i comot eem from my phone screen all of them can get it anytime anywhere,0,0,0,0,1,0
pidgin_1_00137,mama di mama na you after you na you again wutttttttttttttt,0,0,0,0,2,0
pidgin_1_00138,thanks so much boss unfortunately na stream i dey with boss na till june but god bless you sir for reaching out,0,0,3,0,0,0
pidgin_1_00139,i dey ur entrance already u no fit block urself maybe i should kuku assist u sef in finding the money its a good thing to be of help,0,0,0,0,0,0
pidgin_1_00140,im chilling in my balcony collecting fresh breeze this morning e be like say na wetin i go do today be that,0,0,1,0,0,0
pidgin_1_00141,honorable dj sir you dey tweet oh since i start dey follow you you don tweet pass,0,0,0,0,1,0
pidgin_1_00142,all these foreign people with were updating our policy please sha no comot the small change wey we dey see for our mouth ẹ joor,0,1,0,0,0,0
pidgin_1_00143,haha no dey loud am now i don dey sabi small small,0,0,0,0,0,0
pidgin_1_00144,doga na you i bet withna you dey i dey collect from,0,0,0,1,0,0
pidgin_1_00145,all the good good cakes wey we dey do for una our reward dey for heaven this is real marketing for me ️ lets double ur joy with mouthwatering moist and fluffy cakes you need to watch this dont forget to like,0,0,2,0,0,0
pidgin_1_00146,lemme show you something something you will appreciate lemme show you some lo lo lo lo ️️️️ abeg wey the boy handle ehhhh wey the handle lay,0,0,2,0,0,0
pidgin_1_00147,big man like you na alarm dey wake you up you dont have any peng ting that wakes you up,0,0,0,0,0,0
pidgin_1_00148,me sef i go love ️️,0,0,2,0,0,0
pidgin_1_00149,sugar mummy i wan get fit just for you oo,0,0,1,0,0,0
pidgin_1_00150,i wan laff belle scatter,0,0,2,0,0,0
pidgin_1_00151,guy how u dey now me i dey my dey o guy how ya dey dey me my dey dey there jare theres level to how guys relate sha,0,0,0,0,0,0
pidgin_1_00152,e be like say na only me remain for this country oo‍️‍️ every body dey use welcome to a new week dispensation hei im happy for you all,0,0,2,0,2,0
pidgin_1_00153,i will suffocate you with kisses sef,0,0,3,0,0,0
pidgin_1_00154,e be like time don reach wey i go marry im just in my feelings make this wedding do make i go house btw yorubas can party sha,0,0,2,0,1,0
pidgin_1_00155,god if this thing fit just happen again,0,1,0,1,0,0
pidgin_1_00156,good morning guys thank you all for the love im still overwhelmed were all going to get that good news were expecting before the end of the month side hustle still dey oo i make totebags and hair bonnets e bami retweet o god bless us all ig toteallyfab,0,0,3,0,0,0
pidgin_1_00157,the only one african bad gal wey fit high me like lager anytime i hear your music naso i dey stagger oh ringing tone message tone alarm tone wallpaper wonder woman,0,0,3,0,0,0
pidgin_1_00158,bae wit sauce be my sunshine,0,0,2,0,0,0
pidgin_1_00159,im so freaking hot need a glass of chilled water but ive got sore throat so i cant what kind of wahala is dis now,0,0,0,3,0,0
pidgin_1_00160,e dey pain me like sey na me,0,0,0,1,0,2
pidgin_1_00161,as i dey like this na like say make i just dey drive go elegushi straight just dey till like,0,0,0,0,0,0
pidgin_1_00162,this your body na killer,0,0,0,0,1,0
pidgin_1_00163,i dey tease you na as you don marry my sister i hope and teach people we are united already,0,0,2,0,0,0
pidgin_1_00164,youll be proud of me too if you know where im coming from and to anybody wey dey doubt me i swear to make sure you never forget about me burna boy,0,0,2,0,0,0
pidgin_1_00165,leave airtel abeg dem dey try for me,0,0,1,0,0,0
pidgin_1_00166,i just dey smile anyhow omo e no matter if you be the best o just dey do that thing wey you love to do dey go everything go soft las las,0,0,3,0,0,0
pidgin_1_00167,lol wetin be your own na by the way e check dm yin sir,1,0,0,0,0,0
pidgin_1_00168,this generation is one of a kind don get radio e dey sweet my belle currently live on soro soke radio,0,0,2,0,0,0
pidgin_1_00169,wetin dey sup nah is it that people are not seeing my tweets or they dont just want to engage them please im new here o teach me what to do abeg thanks,0,2,0,2,0,0
pidgin_1_00170,thats why im alone now but im happy i realized what i did and im happy it wont happen again,0,0,2,0,0,0
pidgin_1_00171,boy i am loving you for days anytime you call my name e be like i dey craze igba di e loku kiss daniel for president,0,0,2,0,0,0
pidgin_1_00172,so na u they reply on his behalf weldon,1,0,0,0,0,0
pidgin_1_00173,when the pastor said this year was my year i didnt belive him now i do my people i don hammer na boyfriend wey show us love we ho spoil,0,0,3,0,2,0
pidgin_1_00174,see how this fine lady feature me abeg anyway let me digress a little bit come and buy wallpapers ooo plenty colour and designs dey for una need,0,0,2,0,0,0
pidgin_1_00175,made me laugh today untop feminist fight wey dem wan fight cool station,0,0,2,0,1,0
pidgin_1_00176,lmao i go make money she go enjoy life,0,0,1,0,0,0
pidgin_1_00177,right now i think i like the way nepa is treating us in gg if dem take the light within min dem don bring am back,0,0,2,0,0,0
pidgin_1_00178,na this kain thing i dey like princess me,0,0,2,0,0,0
pidgin_1_00179,e don dey enter whatsapp love to see it,0,0,0,0,1,0
pidgin_1_00180,make una dey invite me go wedding na i have not been to one this year help me get familiar with native dress na,0,0,0,1,0,0
pidgin_1_00181,abeg as from todaymake una know wetyn una suppose dey post for i want make this year fasting meet allah with clean sheetall post wey go make dey say wa iyyazubillahastaghfirullah subhanallah abeg una leave them till after ramadanthanks for una understanding,0,2,0,0,0,0
pidgin_1_00182,here i am baby practice what you preach fi di gyals dem karaoke was super litty last week friday hope yall come through this week im your host so come watch my fire moves too this friday at by pm,0,0,2,0,0,0
pidgin_1_00183,yesterday was a movie your babies chemistry im not sure you will understand sha but i enjoyed myself mr intentional was on duty they feed me yesterday na i say make i give una small,0,0,3,0,0,0
pidgin_1_00184,omo god dey create o my celebrity crush,0,0,0,0,2,0
pidgin_1_00185,de don na today today i must win your giveaway ive gone to the highest mountain to pray im a graphics designer,0,0,0,0,0,0
pidgin_1_00186,tz just soo cute wen a guy is rily nervous talking to u wen e cn hardly look at ur face sef,0,0,2,0,0,0
pidgin_1_00187,oluwa wetin dey occur gan gan na your boy don reach to enjoy government money too na,0,0,0,2,0,0
pidgin_1_00188,just sitting der like na una sabi na me win the money,1,0,0,0,0,0
pidgin_1_00189,lmao no wahala when dem score d rd goal its not just d cbs sef see even iwobi dey lose ball wey dey lead to opposition attack wheres the midfield,1,0,0,0,0,0
pidgin_1_00190,omo e con be like say i dey part of the people wey sing this dont rush song,0,0,0,0,2,0
pidgin_1_00191,the kind message wey i compose for this woman birthday whats this love turning me into love wey dey inspire,0,0,2,0,1,0
pidgin_1_00192,all of dem dey dia dey shout my guy yousef just dey groove dey chill with different babes like dis,0,0,0,0,1,0
pidgin_1_00193,lols see wetin i pick but e madt ghan,0,0,0,0,0,0
pidgin_1_00194,i love your scopes jareme dey plan write script for seasonal telemundo love filmfor that girl i don dey eye since,0,0,2,0,0,0
pidgin_1_00195,fine boiz like us na den de rushus twining with d bruh who rocked it better lagos nigeria,0,0,0,0,0,0
pidgin_1_00196,in wizkids voice hey sexy lady i want you in my life i want you to be my wife o baby girl just you and i o my baby you too fine oo you dey make me dey lose my mindskrskrskr fuel don finish,0,0,2,0,0,0
pidgin_1_00197,me sef don get my own penandes e choke,0,0,2,0,0,0
pidgin_1_00198,lmfao don dey leak wale turner song too waawuu im just hearing this now wale turner did afrench cover of ycees juice but is still yet to be released not anymore bloggers don leak am,0,0,0,0,2,0
pidgin_1_00199,abeg na even around pm life dey sweet outside,0,0,0,0,1,0
pidgin_1_00200,person hate you you dey vex a whole religion hate pig and alaye still dey fat like say e nor concern ham better live your life and enjoy it ️,0,0,0,0,1,0
pidgin_1_00201,happy birthday adaeze billie aka dezibillions my last resort for inquiries on event planning things na madam ndi oga o ji smile e jide umu boys madam kee ebe m ga e meeti gi,0,0,2,0,0,0
pidgin_1_00202,omooooooooo e don tey oooo at last we see person vpn login steal congratulations to me on my login back to twitter ive missed dragging environment mehhn buhari snapchat burna meta verse black rihanna,0,0,3,0,0,0
pidgin_1_00203,chai see people just dey lucky sha me wey need the money like say tomorrow no dey wey don tweet reply and retweet tire i no see anything god please help your people,0,0,0,2,2,0
pidgin_1_00204,exactly wetin i dey tell ma guy for here something na tomorrow o e don trend todaylove for breast everywhere,0,0,1,0,2,0
pidgin_1_00205,wow lagos is wild e go still dey do am like dream,0,0,0,0,0,0
pidgin_1_00206,as i don enter your mata ehn na correct tin you go dey see the kin love wey i go show eh e go better pass any kind of money this song wont be the death of me i have a thing for larry gaga its not even funny,0,0,3,0,0,0
pidgin_1_00207,de only pipo sorry lovers dat can insult me on dis twitter n go free i love you,1,0,2,0,0,0
pidgin_1_00208,someone is jealous shoot your shot shoot your shot u bin dey form yanga,1,0,0,0,0,0
pidgin_1_00209,e dun tay wey i see alert boya if to say i get uncle number na i for just casually tell am you no go fit help me call am i can do with that alert therapy oloun,0,0,0,2,0,0
pidgin_1_00210,this car will fit me sha,0,0,2,0,1,0
pidgin_1_00211,omo na as i dey reason am now i con dey code oh,0,0,0,0,2,0
pidgin_1_00212,you go follow go wen he wants that thing,0,0,0,0,0,0
pidgin_1_00213,fine ijaw man wey get sense husband material yards,0,0,2,0,0,0
pidgin_1_00214,they will just troll chale into forbes e go get last laugh lol,0,0,2,0,0,0
pidgin_1_00215,fan love from my surest girlie yo dem austinetreasure and tedd god bless you too for me don dey try shaa,0,0,3,0,0,0
pidgin_1_00216,i love how goofy fun and playful their relationship is wizkid is happy tiwa is happy future loml let us be happy like this forever anybody wey dey carry block for their matter dey on their own,0,0,3,0,0,0
pidgin_1_00217,no im not rich o not even close but since im working im goodif to say i no dey work haaaaaaa,0,0,1,0,0,0
pidgin_1_00218,after them don kw me finish na dem go come like me pass anything o morning afternoon and night hello ibk how r uam bored i lets go out ask she go tell u how sweet of a person i am abi u no like me,0,0,0,0,0,0
pidgin_1_00219,i dont think so me the like i like wizzy all hin song i sabi am e get some music wey i go play for wizzy e go shock wlh allah,0,0,3,0,0,0
pidgin_1_00220,hope say mouth never dy pain you no vex if e dy pain you na me cause m too sweet na why,0,0,2,0,0,0
pidgin_1_00221,na laycon dey enjoy for this party pass the privileges he has eeh the guy dey tap fire,0,0,0,0,2,0
pidgin_1_00222,oga sammy i need the jersey ooo i be ur fan n i so much like ur show when u dey on air i will tell my husband dat you are to much on sport matter n u dey make we way go school to understand everything abt sports u guys are to much on sports matters,0,0,2,0,0,0
pidgin_1_00223,i am tarzan im an hypeman standard experience i dey down oo shows events concert my employer could be on ur timeline ooooo abeg and its summer now help me get jobs ️️ ️️️️️️️️️️️️,0,0,0,0,0,0
pidgin_1_00224,even me sef dey laff dey doge bottle,0,0,2,0,0,0
pidgin_1_00225,ahh abi me too i go start to dey play that ball ne again cos he be like sey na deir d happening dey ooo,0,0,0,0,3,0
pidgin_1_00226,i don blow ooo i got a retweet from the only king of puns chai if una help me see my geography teacher with that koko shoe tell am say i don make am follow and hit us up lets beautify your feets in grandeur thats what we do,0,0,3,0,1,0
pidgin_1_00227,chai see my friend️️️ pesin pikin,0,0,2,0,2,0
pidgin_1_00228,the thing de nigeria o,0,0,0,0,0,0
pidgin_1_00229,my girl is trending you people should leave my ceec oo allow her vent na‍️ trasha fans calling ceec bitter is the funniest shit have read today ceec dey learn where odouryewu dey na spartans,3,0,0,0,0,0
pidgin_1_00230,una don start una own picking beans may god help una oh,0,0,0,0,0,0
pidgin_1_00231,happy people wetin others been dey drag for years you go pull through in days kids wey go bring follow come crown na im elédùmarè go give you small hustle plenty money with peace of mind may the god grant your wishes strengthen your medulla and make you bigger,0,0,2,0,0,0
pidgin_1_00232,these girls must be drinking some special kinda water down southloving this glow loving this sass chai roast us small small with dis una swag abeg we are your sacrifice chai,0,0,3,0,1,0
pidgin_1_00233,lmaooo i swear i no see the tweet wey you dey reply to but i don get now okay nice one,0,0,0,0,0,0
pidgin_1_00234,i never take anything serious sha someone told me you dey burst my brain nonstop and the first thing that came to my mind was gbedu wey dey burst brain and i just had to say it,0,0,0,0,0,0
pidgin_1_00235,and twitter erich oloyinbo wont be bothered anyway as e dey pain them e dey sweet us,0,0,2,0,0,0
pidgin_1_00236,i love you guys getting a jersey soon even if na road side own sef,0,0,3,0,0,0
