text_id,text,Anger,Joy,Disgust,Sadness,Surprise,Fear
igbo_B1_00022,"Nna, nsogbu di na amerika https://t.co/UGO1TM2hxh",0,0,0,0,0,2
igbo_B1_00023,"Abalị agba aka- Womaniser.. Baby ọkụ - slay queen Ike na ako ya ọ kọ mgbe ọ bụla--She is a nymphomaniac Ọ ga fe, ihe efu o - A pickpocket Ọ na arụru aka- A kleptomaniac Kedụ ka eke si anya anyanwụ - What's up, wetin dey happen. https://t.co/Q37B2YlTBa",0,0,3,0,0,0
igbo_B1_00024,@chinenyebella @CeeExcellence @BVMsDaughter @theonly1acre E jirọkwa m gị aka oo,0,0,0,0,0,0
igbo_B1_00025,@cremechic11 @meks2850 @McOmezzy mba! This is not greeting oo.....nke a bu nsusu alulu ana. Hafu baible nne......Ekwensu na ejekwa uka 😛😝,0,0,0,0,0,0
igbo_B1_00026,@d_angrymobb Nna ehn ike gwuru bikonu 🤦🏾‍♂️,0,0,0,3,0,0
igbo_B1_00027,@sexy_oma_ Amụma nke ìgwè na da wurum wurum wurum 😂😂😂😂,0,0,0,0,0,0
igbo_B1_00028,"Umu oma, umu nwoke eji eje mba 😍 https://t.co/LbRbhnZGLo",0,3,0,0,0,0
igbo_B1_00029,@horbitautos @RebelChuck Meeeeeen! Ike gwuru.,0,0,0,3,0,0
igbo_B1_00030,Ara gbagbuo ya dia. O di isi na nti ka barca https://t.co/dnJJ36n9N3,3,0,0,0,0,0
igbo_B1_00031,"@user still waiting Onye isi, Gozie m kam soro ibem chia",0,2,0,0,0,0
igbo_B1_00032,Asa mpete nwanyi oma. https://t.co/3WnHsDEyxt,0,2,0,0,0,0
igbo_B1_00033,@user Ima ihe nwokoma,0,3,0,0,0,0
igbo_B1_00034,"@CynthiaOlaedo4 Makachi, ife ana akpọ nke a bụ ""ara gbaba men""!😭",0,0,0,0,0,0
igbo_B1_00035,nwanne le godi ihe osiri gogu translate tapi ri ya,0,0,0,0,0,0
igbo_B1_00036,Azii gbakwa gi https://t.co/BpiAGcZfhT,0,0,3,0,0,0
igbo_B1_00037,"Ozo, ike gwuru. #BBNaija",0,0,0,2,0,0
igbo_B1_00038,"@UkaegbuGreatJnr I swear.... E ka mụ ihe àmà, ịga áká mụ adị iberibe",0,0,2,0,0,0
igbo_B1_00039,Ututu oma umu nwoke ♥️,0,2,0,0,0,0
igbo_B1_00040,"Aunty Ogoo, ole mgbe o 🤷🏾‍♂️ https://t.co/hyFYkVq206",0,0,0,3,0,0
igbo_B1_00041,"i kariri ihe asi li bu, Jehova, i kariri ihe asi li bu. Idi ebube I maranmma i kariri ihe asi li bu. Agu neche mba!",0,3,0,0,0,0
igbo_B1_00042,@tianmine Awusa abatago Awka! Chukwu zoba anyi oooo. #ChaiBuhari @Umu_Igbo https://t.co/rXqvLNz7FB,0,0,0,0,0,3
igbo_B1_00043,@d_sisse @YemieFASH ha ga ejizi otele gi gbape borehole di omimi nwanna. 10 years borehole!,0,0,3,0,0,0
igbo_B1_00044,@__mbahh Ike gwuru !!! @ManUtd enweghi ifele at all,0,0,2,3,0,0
igbo_B1_00045,Uwa di egwu ee 💔💔💔💔 https://t.co/9lkjhR0aXW,0,0,0,2,0,0
igbo_B1_00046,enyi kpacha anya gi oh leave wenger,2,0,0,0,0,0
igbo_B1_00047,"@kemboy2kk @IFTVofficial My brother, ike gwuru..",0,0,0,2,0,0
igbo_B1_00048,@NkyEzenwa @DJay_illfingaz @Coal_City It's scarce these days. Ndị mmadụ anaghị ejezi mgbọ.. 😭😭😭,0,0,0,0,0,0
igbo_B1_00049,@MistaChika @kingsleynovich Bịa arụ adịkwa gị chaa?,2,0,0,0,0,0
igbo_B1_00050,@kingsleynovich Rie nsi!!!! Oge riwa nsi onu!,3,0,0,0,0,0
igbo_B1_00051,Ndi otu R Kelly tufia.,0,0,2,0,0,0
igbo_B1_00052,Nwa bu ezigbo ofeakwu chala acha https://t.co/AXi4Iawmt2,0,3,0,0,0,0
igbo_B1_00053,ọkwa nwa ọma,0,2,0,0,0,0
igbo_B1_00054,@NkyEzenwa @Poshfelly Ụtụtụ ọma nnem ochie. 😍,0,2,0,0,0,0
igbo_B1_00055,"Nwaanyị ọma, biko bịa nọnyeere anyị na nzukọ ụmụ Igbo bi na Lagọs na tụwịta https://t.co/xKjTSXq67q",0,0,0,0,0,0
igbo_B1_00056,@ChinenyeNoy @EzelioraS @Martinect2803 Nne nma gi o. O bu ya na afio. I mara ka angel si Ama. Akwaugo!,0,3,0,0,0,0
igbo_B1_00057,@user @user Lmao. O dị egwu,0,0,0,0,0,0
igbo_B1_00058,@user @user @user @user @user @user @user @user @user Mechie gi onu https://t.co/chgKZtPKBP,3,0,0,0,0,0
igbo_B1_00059,@user @user Ara nke a bu premium.,0,0,3,0,0,0
igbo_B1_00060,Happy birthday Odogwu @Elcrucifixio Chukwu Gozie gi Nna,0,3,0,0,0,0
igbo_B1_00061,nne hapu onye ara biko,0,0,0,0,0,0
igbo_B1_00062,@divineboy10 @AfamDeluxo Ndị iberibe aputawala....see them,0,0,2,0,0,0
igbo_B1_00063,"Nwanyi oma, Nwanyi oma, ina agbakam isi.",0,3,0,0,0,0
igbo_B1_00064,@Daniel_Chilax @bigredwall @OluniyiGates Nna m ike gwụrụ,0,0,0,3,0,0
igbo_B1_00065,Happy birthday @user my darling. Chukwu gozie GI nke ukwu.💓❤️❤️ https://t.co/rTajPTPv8U,0,3,0,0,0,0
igbo_B1_00066,Owerre wu ebe nke anyi. Owerre wu dachi https://t.co/QqkH9DHJ5k,0,3,0,0,0,0
igbo_B1_00067,@user Nne ibu so mma. Idi uto,0,3,0,0,0,0
igbo_B1_00068,"""@Ebuka_E3: Haba! Wetin I do kwa?? I jus predicted a game nah.. Onye uwa @GoodySwagBaby @AKPORSKJ I na enye nsogbu, onye oku n'uka. 😉""",0,0,0,0,3,0
igbo_B1_00069,E wu onye ara!!! https://t.co/Rphg6SKP79,2,0,0,0,0,0
igbo_B1_00070,@AnyiDonn Ogo gbu kwa gi diya,2,0,0,0,0,0
igbo_B1_00071,E nor go work. Chineke ekwele ihe ọjọ https://t.co/GYuSBttMCW,0,0,0,2,0,0
igbo_B1_00072,@zegbua Chineke! Nne idi egwu.,0,0,0,0,2,2
igbo_B1_00073,@Kene_Nnewi @chuks_nadia Oga mechipu gi onu dia,3,0,0,0,0,0
igbo_B1_00074,Allow me Brag about God briefly Oke Osisi na enye ndu Osimiri ata-ata Ikuku amana onya Aka na gbaji igwe Oke mmiri na ebu ogwe Happy New Month,0,3,0,0,0,0
igbo_B1_00075,@user Daalu nwanyi di mma,0,3,0,0,0,0
igbo_B1_00076,@user @user Kedu udu rubbish bu nkaa 😭😭,2,0,0,0,0,0
igbo_B1_00077,🎵Ibu Chukwu di nma🎵#RoyalMinstrel #Praise #ThanksgivingService,0,3,0,0,0,0
igbo_B1_00078,@Olakhisha @Zae_naab Mechie onu ka m nu nti,3,0,0,0,0,0
igbo_B1_00079,Nna odikwa egwu oooo https://t.co/so3ehkCPgK,0,0,0,2,0,0
igbo_B1_00080,@user Nwannem nwanyi iwu dachiii. Enyetuu gi mmadu.,0,3,0,0,0,0
igbo_B1_00081,@user @user @user @user Nnem oga adicha mma... Ọkwa obele oge,0,0,0,2,0,0
igbo_B1_00082,Onwere onye m gbajiri ome ji ya? Happy new month https://t.co/hs1FeuYJii,0,0,0,0,2,0
igbo_B1_00083,@CHYCHYCHUKWU @brunoegwumba Ada Nnia NwanyiOma Ezigbo nwanyi Oganiru m NneOma NwanyiOcha,0,2,0,0,0,0
igbo_B1_00084,@OsitaSommy @Chef_RG_ Okwa nri ga egbu gi nke ikpeazua,0,0,0,0,0,0
igbo_B1_00085,"@iam_sofiapinky O dimma, obodo bu igwe mana ndi no n’ime ya bu iron😁",0,0,0,2,0,0
igbo_B1_00086,@user Jua ya nà osi na ike eri nni.... Ọdụmeje ọbụ ọnye... Si that person gbawara door joor 😏,0,0,2,0,0,0
igbo_B1_00087,"@Bigback84 Agu... onye chineke kere ubochi uka... okala mmadu.. onye ji ego eme tissue, ekele m ghi...",0,3,0,0,0,0
igbo_B1_00088,"Happy birthday Adam. Jehova agoziwo opupu gị na mbata gị. O buliwo gi elu karịa ndị ọgbọ gị. N'ezi udo, ahụ ike, amamihe, oga n'ihu ka iga ebi ndụ gị nile Amen @user Federal Capital Territory, Nigeria https://t.co/5fsVCbmNyN",0,3,0,0,0,0
igbo_B1_00089,@user Oburo asi adannem ❤️❤️ Udo diri gi momma 💕💕,0,2,0,0,0,0
igbo_B1_00090,Ekwensu akpola unu oku https://t.co/e5frRPZvul,0,0,0,0,0,0
igbo_B1_00091,"@EsterOnyinye Nne, ehn ike agwugom, honestly.",0,0,0,3,0,0
igbo_B1_00092,My new fav cliché expression is 'afuro onye akooolu'.,0,0,0,2,0,0
igbo_B1_00093,@oluchristty Tinubu onye ara,2,0,0,0,0,0
igbo_B1_00094,@user @user 😂 Nsogbu nọ n'obodo a,0,0,0,2,0,2
igbo_B1_00095,Negodu mama mmadu 🤦‍♂️ https://t.co/gl9WFQQclZ,0,0,2,0,0,0
igbo_B1_00096,@Bubee_O Ebube..... zukwaanu Ike.,0,0,0,0,0,0
igbo_B1_00097,"Onye olu ebube, ekele diri gi 🙏 🙏 #2017",0,3,0,0,0,0
igbo_B1_00098,eze ndi eze onye olu ebube olile anya nke ndi nso onye na eme mma anya na elu uwa aka na agwo oria nara otito m oo nara ekele m oo,0,3,0,0,0,0
igbo_B1_00099,"@EmekaAmakeze @andyRoidO Nsogbu adiro, onye ahu werekwa ire ya guo eze ya onu",0,0,0,0,0,0
igbo_B1_00100,@user Ara ga gbakwa gi o,0,0,0,0,0,0
igbo_B1_00101,@Kene_Nnewi Onye obi ojoo,0,0,0,0,0,0
igbo_B1_00102,@Clxirey_ Daalụ nwoke oma,0,3,0,0,0,0
igbo_B1_00103,@Martinect2803 @Chimnoya1 @ChinenyeNoy @AdannaPapa Hian!!! Ajuju nkea osikwa ebe biko,0,0,0,0,3,0
igbo_B1_00104,Oku n'erere.....una fugo oku n'erere. Chi anyi bu Odogwu!,0,0,0,0,0,0
igbo_B1_00105,Ndị apari. Ndị mgbu. https://t.co/bs5T1dTIDB,2,0,0,0,0,0
igbo_B1_00106,@Du_bemu @ManUtd Lols. Si ebe a fụọ́,2,0,0,0,0,0
igbo_B1_00107,nwoke ahu bu onye iberibe,0,0,2,0,0,0
igbo_B1_00108,Elu nwuru oku Ala nwuru oku 🤣🤣🤣🤣🤣🤣🤣 https://t.co/NNfRfjn63d,0,0,0,0,0,0
igbo_B1_00109,@queenlopezz143 @Kinbusorlah Bia Nwayi Anambra! Ibu onye nsogbu. Zuzurusieba puo.,2,0,0,0,0,0
igbo_B1_00110,@ChelseaFC Ndi egwu... Ya kpọtụba 🔥,0,0,0,0,0,0
igbo_B1_00111,This is a hill I'm willing to die on too. Ọ gịnị dị? Tụfịakwa https://t.co/5VmpuxRiJt,0,0,3,0,0,0
igbo_B1_00112,@Mr_Jibzz Onye ara nkwo agu😂😂😂,0,0,2,0,0,0
igbo_B1_00113,@user Happy Birthday Odogwu. Chukwu gozie gi na ife nile etinyere aka,0,3,0,0,0,0
igbo_B1_00114,Ajo ihe na-ato amu,0,0,2,0,0,0
igbo_B1_00115,"@chi_ca31 @cranberrycom Ya gba m ara, no wahala",0,0,0,0,0,0
igbo_B1_00116,@Phonyxxx Chaiiiii.... Daalụ Asa dị mma,0,3,0,0,0,0
igbo_B1_00117,@uchesame @EmodiMba Ndi nzuzu zuzugburu onwe ha,0,0,2,0,0,0
igbo_B1_00118,"@uzoetete @Chioma_Alexa Ebe o bu na Adazi enu di etua, kedu ka adazi ani ga adi? O ga abu Adazi Nnukwu?🤔",0,0,0,0,0,0
igbo_B1_00119,@AfamDeluxo Gini mere okwu gi nine ji bugari a ihe di nwoke na nwanyi na ngada,0,0,2,0,0,0
igbo_B1_00120,I wont even bother with #IgboTwitterHangout In uyo sef. Ndi igbo no ebe a uburu fa agbarisigo. Ike gwuru😐😭,0,0,2,3,0,0
igbo_B1_00121,@Able_Ka_ Purple hibiscus Onye ọma emeka Nkà dị na nti,0,0,0,0,0,0
igbo_B1_00122,"@user Ndo ,Nne . Chukwu juo Obi gi oyi",0,0,0,2,0,0
igbo_B1_00123,@user Oga ndị oga Daalụ rị nne.,0,3,0,0,0,0
igbo_B1_00124,Youth gbukwe ha n'ile ebe ahu😂😂😂 https://t.co/hLI44zNj0c,3,0,0,0,0,0
igbo_B1_00125,"@Gaptooth_Queen Muo Na gi, Asa nwa Pete Pete 🥺😚😚",0,0,0,0,0,0
igbo_B1_00126,Ndi Madrid a ehn Ike gwuru🤦🏽‍♀️,0,0,0,3,0,0
igbo_B1_00127,@cobianagha @AnishNnedi Afuro onye akoolu.,0,0,0,3,0,0
igbo_B1_00128,@IgboHistoFacts @iluigbo_ O'Mara Ezigbo Nma ❤,0,0,0,0,0,0
igbo_B1_00129,We wake up every day and unlock a new level of Iberibe Ndị ìgbo si Nwata pụọ n'ilo kwugherie Okenye nọ nso a'mapuya ajụ n'anya https://t.co/1vQwGNM5ew,0,0,0,0,0,0
igbo_B1_00130,"Udo chineke k'anyi na ayo, si na christi bu onye nwe anyi Amen. Otito diri Chineke.",0,2,0,0,0,0
igbo_B1_00131,😁😁😁😁 dalu nwoke oma https://t.co/kAjgNJNmNz,0,2,0,0,0,0
igbo_B1_00132,Kitikpa gbapuo gi Isi dia! https://t.co/Ehk65PtJZC,3,0,0,0,0,0
igbo_B1_00133,"@AkabbaSahrm @nuga_official Ihe di mma, rie m ego",0,2,0,0,0,0
igbo_B1_00134,@AkiMarlin Afo osisa sagbuo gi dia😒,3,0,0,0,0,0
igbo_B1_00135,@Emmanuelsiaka1 @GarveyBlizz Nwanne uche gi di ya! ✊ #Igbo ga adi! #Igbo amaka!,0,0,0,0,0,0
igbo_B1_00136,Nkea bu gini? Nkea bu di a ga-anu anu. &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,0,0,0,2,0
igbo_B1_00137,Nd'igbo si n'aku ne si obi ike https://t.co/J8IHY1ZX2c,0,0,0,0,0,0
igbo_B1_00138,"""Onye mara uche Chukwu nna o, Nobody know uche Jehovah o..."" https://t.co/342nHtnmQe",0,0,0,0,0,0
igbo_B1_00139,@obiora_okenchi @melb_mab @thereal_honey_ Okwa ima Na Chukwu bu Chukwu second chance? Kedu k’isi buruzie one chance?,0,0,0,0,2,0
igbo_B1_00140,@user Ihe nkea di egwu.,0,0,0,2,0,0
igbo_B1_00141,@user guy nsogbu di,0,0,0,0,0,3
igbo_B1_00142,I just woke up with afo osisa. Onye ka m kpasuru iwe 😭😭,0,0,0,3,0,0
igbo_B1_00143,@ugybabe2020 @ojasankara @Alaye_100 @onyeka18 @Arshavin02349 Odikwa egwu! It's not their fault naaaa. Ndi ara!,0,0,0,2,0,0
igbo_B1_00144,Ndi ara ebé nile... 😂😂😂😂😂😂 https://t.co/gWG8CRZaf4,0,0,2,0,0,0
igbo_B1_00145,@akaebube Chai Ebube abia kwa ozo,0,0,0,0,0,0
igbo_B1_00146,Adighi azu nwanne na ahia... Ezi nwanne amaka!,0,2,0,0,0,0
igbo_B1_00147,@Real_Osuofia Ewo dede m. Jisie nke iji ike.,0,0,0,0,0,0
igbo_B1_00148,#Repost @user with repostapp ・・・ Men na eme ofuma Maka na Akachukwu di ya... Support… https://t.co/MBpDIHR3mh,0,3,0,0,0,0
igbo_B1_00149,Nsogbu di na ogbodo Nigeria. https://t.co/BPPZ8bK10t,0,0,0,2,0,2
igbo_B1_00150,@ChuksPablo Ihe nkea di egwu.,0,0,0,0,0,2
igbo_B1_00151,"So, Aguero now comes in with 7mins to go? Odikwa egwu",0,0,0,0,2,0
igbo_B1_00152,@OdogwuAchina Nwanyi egbu kwa la gi,0,0,0,0,0,0
igbo_B1_00153,"@user @user @user Ezi bida, anu mpanu, eze umunwaanyi....Buru onwe gi zuzupu ebe a",3,0,2,0,0,0
igbo_B1_00154,"Nwanne, obi gi da juo godi first. Fa amalo k’anyi si kwado... #IgboAmaka #IgboTwitterHangout #IgboTwitterCommunity. https://t.co/DHqFvoaIV7",0,0,0,0,0,0
igbo_B1_00155,Ferdinand was suspended again?! Ihe a apuola ihe ozo!,0,0,0,0,2,0
igbo_B1_00156,@BadmanSalt Nna ehn! Ike gwuru mmadu!,0,0,0,3,0,0
igbo_B1_00157,@Umu_Igbo @thenff Nsogbu dikwa na Katanga oooo. Amodu anaaaaaa!,0,0,0,2,0,2
igbo_B1_00158,Venita!! Mechie onu gi!!!!,3,0,0,0,0,0
igbo_B1_00159,"@BloomsALot I'm so happy for them! Mgbe nwoke huru nwanyi oma ochoro ilu, anaghi e ji igbo agwa onye ocha...",0,2,0,0,0,0
igbo_B1_00160,i chọrọ ka ndị aboki jiri dagger gbuo mu,0,0,0,0,0,2
igbo_B1_00161,@fabolous3d 😒😒 tugbuo onwe gi n'asi,2,0,0,0,0,0
igbo_B1_00162,@Ezynnnie Ekwensu ifele megbuo gị. Smh!,2,0,0,0,0,0
igbo_B1_00163,philo ọ nweghị mmadụ ọzọ dịka gị chi gọzie gị na deemee na ihe niile ị mere na ụwa ije ọma it was a cold rainy but i never felt warmer love shining down than i do now mma anyi niile ji gị na,0,0,0,2,0,0
igbo_B1_00164,@NkyPat @EmekaAmakeze Nwannyi ọma. Ụtụtụ ọma nnem 👍,0,3,0,0,0,0
igbo_B1_00165,@Sir_Fin My brother Ike gwuru m,0,0,0,3,0,0
igbo_B1_00166,Bia ndi ara @GloWorld oya o https://t.co/ql0QEeG9yv,2,0,0,0,0,0
igbo_B1_00167,I celebrate Ezigbo man like Chidiebube 2nitethanky nwanne birikwa @ Surulere https://t.co/a5fyV0UXia,0,3,0,0,0,0
igbo_B1_00168,Aba nkea self.... Ike agwulam 🤦‍♀️,0,0,0,3,0,0
igbo_B1_00169,Mechie onu you https://t.co/buutJiyHsE,3,0,0,0,0,0
igbo_B1_00170,ole igwe chineke m o igwe mere m amara igwe okaka igwe mere m amara igwe ole ebe ka m ma eligwe ka m ma,0,0,0,0,0,0
igbo_B1_00171,Ndi Ugwu n’isi mgbaka,0,0,2,0,0,0
igbo_B1_00172,"Nna nke bi n'igwe.... Biko mere anyi ebere, nyere anyi aka kpo onye isi n'achi anyi n'obodo anyi a... Kpo ya ka oku, ya hie ura hara itete... Anyi achoghi ogu na mgbaria... Just kpo ya n'ura, k'anyi bido n'isi... Amen",2,0,0,0,0,0
igbo_B1_00173,@fekydabone @OkekeCh09291498 @afhar__ @Realoilsheikh @MBuhari Ahhh me Anumpama si nime ofia zululu puta na ko rubbish,3,0,0,0,0,0
igbo_B1_00174,Isí adizí ndí ofe mmanu á mma Fa nicha nilè dí nè mé nzuzu,0,0,0,0,0,0
igbo_B1_00175,"Dede, anyi na ese okwu? https://t.co/MIVP80ahuj",0,0,0,0,2,0
igbo_B1_00176,"@ivorymetuh A na ekwu na 24 hrs ezuro, nke a na asi holiday! Nkita ya fu alacha gi anya. https://t.co/hUvHcJ1LRp",2,0,0,0,0,0
igbo_B1_00177,"Ada Aunty Funmi @SheisBoki ,Akwa Nwa, enenebe eje olu. Uwa OMA. Happy Birthday ,Ezigbo oyi'm",0,3,0,0,0,0
igbo_B1_00178,@Kene_Nnewi @mrmanodili @Ifeoma_Madueme Married gbuo gi dia.. Married to ndi Ajadu Nwanyi na Umu Nwanyi di ha gawara mba ofesi..,0,0,2,0,0,0
igbo_B1_00179,Okwu gi kwu oto nwanne!! True talk bro!!! https://t.co/em6qIvoUcW,0,0,0,0,0,0
igbo_B1_00180,@That_Ebonyichic @Cacy_gifted Mbosi ozo bia kam mgba gi,0,0,0,0,0,0
igbo_B1_00181,jesus onye umuchu ‍️‍️‍️,0,0,0,0,0,0
igbo_B1_00182,@user Udaegbendinso! Let's clean and sanctify the air after knack. Ka chukwu mezie okwu. https://t.co/XCW0adhlMX,0,0,0,0,0,0
igbo_B1_00183,oga nnuku cheta kwa your boy e di too much access bank nnadozie ekene gideon,0,0,0,0,0,0
igbo_B1_00184,naanị boyfriend ndị nzuzu,0,0,2,0,0,0
igbo_B1_00185,@Krisjr01 @Munashalom Muna don forget say dem no get road for Anambra 😭😭😭😭😭.... Ndi otu ndi mgbu,0,0,2,0,0,0
igbo_B1_00186,@user @user 😆🤣😆ezigbo ndi ara!,0,0,0,0,0,0
igbo_B1_00187,"@user @user Onye nke a , o Mmadu",0,0,2,0,0,0
igbo_B1_00188,@user @user Onye ara ogbete,2,0,0,0,0,0
igbo_B1_00189,"@Mazipita 😂😂😂 anyi gbuo unu, gini buzi gain anyi?",0,0,0,0,0,0
igbo_B1_00190,@user @user @user Anyi gana agba mbo wèrè na eche ubochi oga adi mma,0,0,0,0,0,0
igbo_B1_00191,@AdannaPapa Okwa ụmụ achikota ekwe ọnụ?,0,0,3,0,0,0
igbo_B1_00192,@user Ike gwuru ya,0,0,0,2,0,0
igbo_B1_00193,Onye nne ji nani ya ahu juo n'anya 😥,0,0,0,0,0,0
igbo_B1_00194,@luchisgold @dumakadozie @obiag_u hapu onye mgbu ah😂🤣,2,0,0,0,0,0
igbo_B1_00195,@HLemchi Majority of Nigerians cannot be induced by ndi okpokpo oyibo. 😉,0,0,0,0,0,0
igbo_B1_00196,jesus omekanaya i worship you today nara ekele ji bia onye ndi nso,0,2,0,0,0,0
igbo_B1_00197,@user @user Ndị nkem Deeme nụ! ❤️❤️❤️ https://t.co/mplp545McE,0,3,0,0,0,0
igbo_B1_00198,@ozzy___ Nne ike a gwu go'm,0,0,0,3,0,0
igbo_B1_00199,Now on: k'anyinoria na oge ndigbo 📻 @Elderpropropro @MediaGuide_NG,0,0,0,0,0,0
igbo_B1_00200,Honour gbabukwe gi isi... https://t.co/Ijz2cNS3fp,3,0,0,0,0,0
igbo_B1_00201,Onye amuma ugha 😂😂🤣🤣 https://t.co/SWH792RppJ,0,0,2,0,0,0
igbo_B1_00202,Nwa amadi afu bu ezigbota anumanu yi awolo mmadu akpayali. https://t.co/uzFuuXLuv1,0,0,3,0,0,0
igbo_B1_00203,@mreazi Anakogheri 😫 indagbukwa gi ebe ahu ☠️,2,0,0,0,0,0
igbo_B1_00204,@user @user 0044778421 union bank sir plss ikpere m di n’ala 😭😭😭🙏🙏🙏,0,0,0,2,0,0
igbo_B1_00205,"Igbo ndi oma, ndewonu. ngwa bia sonyere @Elderpropropro na @chimdi1605 na #OGENDIIGBO. CC-@MediaGuide_NG",0,0,0,0,0,0
igbo_B1_00206,@Kiiynah Chineke nna. Nwa nka ogini di!? 😂,0,0,0,2,0,0
igbo_B1_00207,"Happy Birthday Chinecherem. Okenwa, Chukwu goziwerem gi... Aka na emebe akwa Umu Nwoke na uzo Opuruiche. Golibe @cbentouchdesign https://t.co/w33te67vw6",0,2,0,0,0,0
igbo_B1_00208,@miss_lilieee @TheMikiiz @PickTwo_ Lily ibu ezigbo nwaaaa . Obi gi di ocha,0,0,0,0,0,0
igbo_B1_00209,Ụjọ Chineke odikwa gị na ányá nwanyị á? https://t.co/BcmCjGT8Ob,2,0,0,0,0,0
igbo_B1_00210,"@trending_medic Lol, onye obi akpọ",0,0,0,0,0,0
igbo_B1_00211,@user Konji ga egbu gi 😂😂😂,0,0,0,0,0,0
igbo_B1_00212,@chikezus Ike dị thing gwụrụ mmadụ.,0,0,0,3,0,0
igbo_B1_00213,"@Iam_Misola Ehen. Nwanyị ọma, enyi di ya, ọ do zi aku m. Mo wa pa. A di m mma. 😍",0,3,0,0,0,0
igbo_B1_00214,"uwa nke a sef #uns @ Owerri, Imo https://t.co/GCNF2NRG7q",0,0,0,2,0,0
igbo_B1_00215,@urchilla01 Ezigbo ndi ala. Umu Anu ofia uche ezucharo ezu.,0,0,2,0,0,0
igbo_B1_00216,#RoadShowHitchKikers w/ @twizzytwirlz #Np onye uwa oma @NikkiLaoye x @BankyW,0,0,0,0,0,0
igbo_B1_00217,Otolo gbakwe gi https://t.co/0yi2kXDKqu,2,0,0,0,0,0
igbo_B1_00218,Thank Onye Nke m. https://t.co/nGX4cKggqc,0,0,0,0,0,0
igbo_B1_00219,chineke kpo gi oku eeh,3,0,0,0,0,0
igbo_B1_00220,Ndi mmadu di wicked o https://t.co/e2iCvhCAzg,0,0,0,2,0,0
igbo_B1_00221,@Purple_Lynda Na e wastiri mmadu time.,0,0,0,2,0,0
igbo_B1_00222,@sister_ify @FBanks7 @Kene_Nnewi Wawu... Just negodu Eze Nwanyi 🤣😂😂,0,0,0,0,2,0
igbo_B1_00223,Nwanne e. Onwe ka odi o Ndi mgbu kariri a karịa na this App https://t.co/fzoPpY7dYs,0,0,2,0,0,0
igbo_B1_00224,"Agam asi ya mma mma. Mma mma Jesus, onye ebere! #STIR6",0,3,0,0,0,0
igbo_B1_00225,@Shantel_Rim Akpata obim. Oyim oma,0,2,0,0,0,0
igbo_B1_00226,NTA reporting ihe ozo. Lastma oshi,0,0,2,0,0,0
igbo_B1_00227,"Anyi ekele gi Arsene #Wenger. Ona gumu akwa, mana ka odiba. #OnceUponATime @Arsenal #TheLegendaryOfArseneWenger https://t.co/tTUppnAEbi",0,0,0,3,0,0
igbo_B1_00228,@KemasNkemakolam Ya gazieere gị ooh,0,2,0,0,0,0
